cod_ibge,Municipio,nome_microrregiao,idx_gobernanza,idx_vulnerabilidad,idx_riesgo_total,idx_riesgo_salud,idx_riesgo_clima,idx_riesgo_nutricion
354550,Sandovalina,Presidente Prudente,0.2699999999999999,35.01229524217684,40.41337845328249,32.5,20.129870129870127,96.80715200667218
351850,Guareí,Itapetininga,0.3199999999999999,23.6972100808214,39.97006456599263,22.5,32.467532467532465,89.91525789489822
350350,Areias,Bananal,0.156,31.467828243168025,39.81986093480495,32.5,25.324675324675326,83.44995402467407
354350,Riversul,Itapeva,0.3059999999999999,18.40603346734511,39.814914932932936,25.0,28.57142857142857,91.93171752180753
355290,Taciba,Presidente Prudente,0.3199999999999999,19.24135198700893,39.74793942566466,40.0,11.03896103896104,96.66177505040122
351385,Dirce Reis,Jales,0.3399999999999999,23.322485517576364,39.64651647518053,25.0,24.675324675324674,98.88193302525328
352960,Meridiano,Fernandópolis,0.346,18.40410652212576,39.63550835713904,30.0,33.116883116883116,71.94377555192895
351800,Guarani d'Oeste,Fernandópolis,0.3059999999999999,26.35218681083132,39.59496809216124,32.5,19.48051948051948,94.01380149976723
354820,Santo Antônio do Pinhal,Campos do Jordão,0.246,24.692163648335328,39.58729193991378,32.5,33.76623376623377,65.40399216710136
352910,Marinópolis,Jales,0.206,31.716909235254384,39.48211319029538,27.5,22.07792207792208,98.25472179563275
351210,Colômbia,Barretos,0.32,35.27051945579241,39.31864208578182,27.5,23.376623376623375,94.83996367566236
353282,Nova Campina,Itapeva,0.346,17.79035283517987,39.237463898440076,22.5,36.36363636363637,78.46004676492765
355130,Sebastianópolis do Sul,Nhandeara,0.256,20.45755089020388,39.224298615676744,32.5,20.129870129870127,90.86175281864344
352300,Itapura,Andradina,0.3,24.64966104555736,39.13858925984053,30.0,18.831168831168828,98.03060863686497
354010,Pongaí,Bauru,0.256,20.441018255684707,39.05031696818141,15.0,33.76623376623377,97.71911730843954
354765,Santa Salete,Jales,0.166,26.282092621245305,38.91843458962918,20.0,29.22077922077922,96.15061450658744
350110,Alto Alegre,Birigui,0.296,20.479548470534443,38.90915735562906,32.5,17.532467532467532,94.48085171321026
354300,Ribeirão Branco,Capão Bonito,0.2699999999999999,20.462851117614772,38.87596937891057,25.0,33.76623376623377,76.84737936208532
350055,Águas de Santa Bárbara,Avaré,0.2219999999999999,16.457921244468075,38.8551124033141,22.5,28.57142857142857,92.13270487371335
355550,Ubirajara,Bauru,0.09,20.221805802806177,38.711529011099444,25.0,27.27272727272727,89.01219051004267
355255,Suzanápolis,Andradina,0.3059999999999999,21.9828636702838,38.66956068604509,30.0,17.532467532467532,98.28286836529035
352540,Jeriquara,Franca,0.246,33.94269908478481,38.66653115648786,22.5,27.27272727272727,93.78720123698476
351530,Estrela do Norte,Presidente Prudente,0.18,24.18299423344718,38.55245161218329,22.5,25.974025974025977,95.81420611286453
352110,Ipeúna,Rio Claro,0.2799999999999999,18.28722503367635,38.531745443042205,30.0,25.324675324675326,82.00937656586036
354720,Santana da Ponte Pensa,Jales,0.126,28.4895522962686,38.40403072132972,22.5,25.974025974025977,95.07210165859664
355590,Uru,Bauru,0.1399999999999999,42.94861345611448,38.027513586282794,17.5,28.57142857142857,97.9947107885568
354925,São João de Iracema,Auriflama,0.35,32.719408408257294,37.86907400644718,37.5,12.987012987012989,88.37134405820991
355420,Tejupá,Ourinhos,0.22,22.42606356218586,37.7677646080853,20.0,29.22077922077922,90.39726459886803
350720,Borá,Assis,0.156,48.48858673468727,37.70824846562081,22.5,22.727272727272727,98.0866968735586
350240,Anhumas,Presidente Prudente,0.3399999999999999,18.2482397840198,37.62708271964494,22.5,23.376623376623375,96.38216684497795
350490,Bananal,Bananal,0.12,30.034182411068773,37.587643784755386,35.0,25.324675324675326,67.28886827442626
354190,Queluz,Guaratinguetá,0.2699999999999999,18.720502333349348,37.45091165789654,42.5,24.675324675324674,52.90390893883335
351270,Corumbataí,Rio Claro,0.296,28.999244115639964,37.34808060314087,27.5,25.324675324675326,81.0910523663537
350620,Bento de Abreu,Araçatuba,0.19,30.758791605039427,37.286623806344465,22.5,22.07792207792208,97.27727487587818
350090,Altair,São José do Rio Preto,0.286,27.75473214747501,37.08855476292344,25.0,21.42857142857143,92.58563095747434
354105,Pratânia,Botucatu,0.196,21.933146456793995,37.04377825018197,17.5,29.22077922077922,91.77733280935142
352965,Mesópolis,Jales,0.2799999999999999,32.09024893688773,36.80424317749256,25.0,18.181818181818183,97.65757952382643
352265,Itapirapuã Paulista,Capão Bonito,0.18,33.445823491014366,36.344327732962626,25.0,33.13636363636363,65.44891139208585
352790,Lutécia,Assis,0.13,29.136368890977604,36.10401557017147,27.5,14.935064935064934,95.64994798072746
354165,Quadra,Tatuí,0.346,38.77383394830058,36.045676507251116,12.5,29.22077922077922,96.78682409469714
354110,Presidente Alves,Bauru,0.3059999999999999,21.694627011733218,36.0287795021491,25.0,25.324675324675326,79.49454686139484
351519,Espírito Santo do Turvo,Ourinhos,0.296,18.08602474300524,35.855541597297396,20.0,22.727272727272727,93.8231625319415
353830,Piquerobi,Presidente Prudente,0.2699999999999999,22.77861550401657,35.5391577207312,25.0,14.285714285714285,99.12436003222739
351925,Iaras,Avaré,0.206,38.59579091693191,35.47600427519561,25.0,18.831168831168828,89.7176837136404
352200,Itaju,Jaú,0.13,22.832857074025853,35.27984560902046,20.0,20.129870129870127,96.13948778536204
355385,Taquarivaí,Itapeva,0.2799999999999999,24.66993866851033,34.918796619647395,17.5,25.324675324675326,88.9446324488863
350430,Avaí,Bauru,0.2799999999999999,40.68966214785274,34.89317553333963,22.5,20.77922077922078,87.90743610825658
354323,Ribeirão dos Índios,Presidente Prudente,0.1399999999999999,28.10123253233073,34.73740704360182,22.5,14.935064935064934,98.8169053478792
350200,Analândia,São Carlos,0.216,23.25664400181897,34.49488031346918,15.0,27.27272727272727,87.92894702189135
355465,Torre de Pedra,Tatuí,0.166,29.038835776760944,34.45951577908761,10.0,32.467532467532465,87.3625139603731
355120,Sarutaiá,Ourinhos,0.256,18.03126601537979,34.438313361386946,10.0,29.87012987012987,92.451307066675
354180,Queiroz,Tupã,0.24,20.802763897830257,34.2378776701834,20.0,16.883116883116884,97.42315458468323
350715,Bom Sucesso de Itararé,Itapeva,0.19,29.433829415535246,34.0681737233763,20.0,30.519480519480517,69.30190757792045
353310,Nova Guataporanga,Dracena,0.2299999999999999,27.05634118386724,33.90569728678604,35.0,0.0,99.52848643393017
350535,Barra do Chapéu,Capão Bonito,0.066,36.61365399085645,33.64721754405493,10.0,37.42857142857143,73.37894486313178
350335,Arco-Íris,Tupã,0.18,46.830794944671496,33.55605275824287,25.0,9.74025974025974,98.29974431069488
351565,Fernão,Marília,0.216,42.00254714054689,33.38651208096848,15.0,22.727272727272727,91.47801495029694
352750,Lucianópolis,Bauru,0.296,25.617956075835625,33.15299202503824,12.5,24.675324675324674,91.41431077454182
353230,Natividade da Serra,Paraibuna/Paraitinga,0.2299999999999999,29.213285455113304,33.062853838501056,37.5,13.636363636363635,63.04154191977802
353380,Óleo,Ourinhos,0.216,27.76145369991496,32.275228329320775,17.5,15.584415584415584,95.2073104777727
353286,Nova Castilho,Auriflama,0.296,40.81863215813561,30.375905521567702,15.0,12.987012987012989,95.90550163381253
350315,Arapeí,Bananal,0.08,45.973445635297416,30.14865639552847,12.5,27.27272727272727,71.1978274321878
350500,Barão de Antonina,Itapeva,0.2659999999999999,28.58934985387056,29.981576875714108,15.0,14.285714285714285,91.33645580714196
355460,Timburi,Ourinhos,0.166,26.15500591973498,26.915063696570403,10.0,12.337662337662337,89.89999380752734
354960,São José do Barreiro,Bananal,0.2799999999999999,29.74156323493326,25.616985788224817,12.5,22.727272727272727,57.630383486578616
354470,Sagres,Adamantina,0.286,25.92362908759838,19.83116883116883,27.5,22.07792207792208,0.0
