Unnamed: 0,Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,idx_clima,idx_biodiv,idx_vulnerabilidad,idx_gobernanza,idx_gobernanza_100,incidence_malaria_norm,incidence_dengue_norm,incidence_diarrhea_norm,incidence_leptospirose_norm,incidence_chagas_norm,idx_carga_enfermedad,tercil_clima,tercil_biodiv,tercil_vuln
538,3551900,Severínia,6.5,1.5,2,8.0,65.9,59.9,0.0,0.25,0.5,0.4,0.2,15038.5,828.5,6.5,7800.5,4.7,95.3,0.942474647399,592.46511627907,651,8.99,355190,0.76,0.0,0.78,0.59,SEVERINIA,1.0,0.0,10.0,6.0,0.0,6.64959936163846,0.0,67.8259134887123,1102.72522747171,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,58.13236653295347,37.68994595155494,36.51429177845597,0.26999999999999996,26.999999999999996,12.278258503222165,25.10040577254346,5.786466556931337,0.0,0.0,8.633026166539393,Alto,Baja,Alta
