outcome,health_var,climate_var,coef_health,p_health,coef_climate,p_climate,coef_interaction,se_interaction,p_interaction,aic_interaction,aic_additive,delta_aic,r2_marginal,n,interaction_significant,interaction_improves_fit,pair_name,theory_driven
UAI_Crisk,incidence_diarrhea_mean,flooding_risks,-0.13572116595563027,0.5408297929495757,0.9897805928977427,0.00014751490751959806,-0.10844112489584523,0.47276401150221364,0.8185760191064045,3852.95542945324,3851.008040059264,1.9473893939757545,0.049648333674034914,645,False,False,Diarrea-Riesgo Inu,False
UAI_Crisk,incidence_diarrhea_mean,fire_risk_index,-0.1163440043240727,0.5710412447590141,0.3916265724943607,0.06960176769224569,-0.08284234982902791,0.2783156511962562,0.7659656565664308,3873.553287366085,3871.641867054219,1.9114203118660953,0.03246373412733549,645,False,False,Diarrea-Riesgo Fue,False
UAI_Crisk,incidence_diarrhea_mean,hydric_stress_risk,-0.12366181294596161,0.5386049648421815,0.24549151961273585,0.20976699601121063,-0.04992388280965754,0.2068300901676444,0.8092634762073403,3875.4703086359677,3873.5285727905284,1.9417358454393252,0.024359100450986618,645,False,False,Diarrea-Estres Hid,False
UAI_Crisk,health_death_circ_mean,flooding_risks,-0.37313360501871734,0.05658874123296435,1.0929478705225786,3.6859617944871983e-08,0.4279005423905257,0.1984209130616843,0.031042346774425,3844.91268325287,3847.5480374815334,-2.6353542286633456,0.06107014838623112,645,True,True,Mort. Card-Riesgo Inu,False
UAI_Crisk,health_death_circ_mean,fire_risk_index,-0.15445985273683369,0.48318989040471694,0.34931178477082814,0.11144243238361777,0.17488171751953366,0.19234781789878644,0.36324708442054077,3872.1819997636403,3871.0080402751,1.1739594885402767,0.03301328977434486,645,False,False,Mort. Card-Riesgo Fue,False
UAI_Crisk,health_death_circ_mean,hydric_stress_risk,-0.2794838168264232,0.17339848045651274,0.234131300920144,0.23085930211371986,-0.0761477235343302,0.17735942964591467,0.6676748840140891,3873.9900951603076,3872.174425091658,1.8156700686495242,0.025278487513472378,645,False,False,Mort. Card-Estres Hid,False
UAI_Crisk,health_hosp_resp_mean,flooding_risks,-0.35590001110942615,0.1047710481418393,1.0330918412807362,0.001321122690896132,0.062378772380937315,0.38794495326250794,0.8722565614984283,3849.86913385515,3847.894998717067,1.9741351380826018,0.053827224295430624,645,False,False,Hosp. Resp-Riesgo Inu,False
UAI_Crisk,health_hosp_resp_mean,fire_risk_index,-0.41184328693995464,0.05688971336045036,0.3544901376444466,0.09979216536362381,-0.016757370679056482,0.23906537093322522,0.9441177683270919,3870.4675575523916,3868.4724710536366,1.9950864987549721,0.03213111686677266,645,False,False,Hosp. Resp-Riesgo Fue,False
UAI_Crisk,health_hosp_resp_mean,hydric_stress_risk,-0.44051390286956027,0.03758291042695936,0.2241798466457399,0.24651754063394604,-0.3066795931207636,0.19818109391004604,0.12174959354959457,3869.4664054880623,3869.855327055485,-0.3889215674225852,0.02898794119121571,645,False,True,Hosp. Resp-Estres Hid,False
UAI_env,incidence_mean_dengue,flooding_risks,0.03310195386326851,0.8109717565970438,0.4808726861792282,0.0004375219727141538,0.3495556609716964,0.16549019823726951,0.03466553530355507,3303.518956015683,3305.964555892514,-2.4455998768307836,0.03856845943148822,645,True,True,Dengue-Riesgo Inu,False
UAI_env,incidence_mean_dengue,fire_risk_index,-0.1779206314678626,0.22152780576211795,0.3802719798207492,0.005795964605320693,0.16421456508091944,0.11739914661940784,0.1618815544801253,3306.232978104552,3306.183784474829,0.049193629723049526,0.03853602766565791,645,False,False,Dengue-Riesgo Fue,False
UAI_env,incidence_mean_dengue,hydric_stress_risk,-0.05543570486198134,0.6910270639809033,0.09943291188884866,0.44202617296431945,0.021321268181783697,0.11510032500145821,0.8530402242494473,3316.0359708746564,3314.070281434332,1.9656894403242404,0.02142019220161257,645,False,False,Dengue-Estres Hid,False
UAI_env,incidence_mean_malaria,flooding_risks,-0.12144081809848022,0.4169572271618197,0.3909695674108934,0.003041080535578508,0.09360044666195069,0.32972050070470255,0.7765037596170012,3306.5164967226265,3304.597078995699,1.9194177269273496,0.03385441029502299,645,False,False,Malaria-Riesgo Inu,False
UAI_env,incidence_mean_malaria,fire_risk_index,-0.7283072447658941,0.005020233586796732,0.3215606435478441,0.016041999946474178,-0.30832691103874527,0.1149940618003506,0.007334944514828002,3301.293904900832,3306.439576241307,-5.145671340475019,0.04439351224146029,645,True,True,Malaria-Riesgo Fue,False
UAI_env,incidence_mean_malaria,hydric_stress_risk,-0.2493239640527245,0.13706308045283858,0.09710240800715798,0.44782955520824197,0.1077777962962457,0.1304093295015292,0.40854449613479193,3313.963534317578,3312.64639524243,1.3171390751476793,0.023830815952504268,645,False,False,Malaria-Estres Hid,False
UAI_env,incidence_mean_leishmaniose,flooding_risks,0.09485318499775416,0.5686321260803723,0.37397998205115207,0.004967159683274663,-0.05929184794416056,0.17887958268442733,0.7402952707960063,3307.6518872162505,3305.7615237909104,1.8903634253401833,0.032892584417115685,645,False,False,Leishmania-Riesgo Inu,False
UAI_env,incidence_mean_leishmaniose,fire_risk_index,0.08999062431460646,0.5063969917746851,0.3607048633251499,0.007194179021640727,-0.1354285435435727,0.15899675396150664,0.3943421846420154,3308.093542131276,3306.8184478294133,1.2750943018627368,0.03824067446625732,645,False,False,Leishmania-Riesgo Fue,False
UAI_env,incidence_mean_leishmaniose,hydric_stress_risk,-0.03184886022819971,0.8811045952941334,0.12057197346959016,0.35662477178229857,-0.07853263817677758,0.09919722495844657,0.4285462337319659,3315.084294907847,3313.7104415147332,1.3738533931136772,0.023194490599723335,645,False,False,Leishmania-Estres Hid,False
UAI_env,incidence_mean_leptospirose,flooding_risks,0.19071965742362007,0.1756415938475706,0.39872986963292656,0.0026531482910244607,-0.10839649803138017,0.11358868530625232,0.33993708442767334,3305.966801715351,3304.876544578873,1.0902571364777032,0.03461636320256998,645,False,False,Leptospiro-Riesgo Inu,False
UAI_env,incidence_mean_leptospirose,fire_risk_index,0.28327251776664913,0.03880155942650945,0.40442083618030744,0.002341583912929739,0.2704250591436497,0.17010999190629708,0.11190084621134638,3304.1801620489714,3304.701672212289,-0.5215101633175436,0.04071762209363256,645,False,True,Leptospiro-Riesgo Fue,False
UAI_env,incidence_mean_leptospirose,hydric_stress_risk,0.2196271462121695,0.1077849173660777,0.106198476282785,0.40700460813250494,-0.1054013988083695,0.10884350560940106,0.33285680356904224,3313.452216483637,3312.3895144469525,1.062702036684641,0.024542347691568968,645,False,False,Leptospiro-Estres Hid,False
UAI_env,incidence_diarrhea_mean,flooding_risks,-0.14769978311717966,0.31400972958713125,0.18992118738842323,0.26297172180174844,-0.5499697336605874,0.31030346056771785,0.07633466096891262,3304.830770079231,3305.9640563583825,-1.1332862791514344,0.03746158469462657,645,False,True,Diarrea-Riesgo Inu,False
UAI_env,incidence_diarrhea_mean,fire_risk_index,-0.05594895081554676,0.6665189275891168,0.36087821515301655,0.007299125217829307,-0.16076715351204024,0.17956292473693727,0.3706134456587167,3308.1255681495695,3306.9263551767426,1.1992129728268992,0.03764017358959506,645,False,False,Diarrea-Riesgo Fue,False
UAI_env,incidence_diarrhea_mean,hydric_stress_risk,-0.020699015960083927,0.8706572475161404,0.09948607544307796,0.43497404990387945,-0.24640355657736848,0.13399627698286282,0.0659323080642196,3312.7129997599513,3314.089611126755,-1.376611366803445,0.025829456401855085,645,False,True,Diarrea-Estres Hid,False
UAI_env,health_death_circ_mean,flooding_risks,-0.019598885354596113,0.8829057609619477,0.38989401176480576,0.00255797653464868,0.049430315986502736,0.1310105702799019,0.7059505143962505,3307.8105789948604,3305.9529164234145,1.8576625714458714,0.03227846542950341,645,False,False,Mort. Card-Riesgo Inu,False
UAI_env,health_death_circ_mean,fire_risk_index,0.018776581999858048,0.894129011819166,0.3689775206413081,0.006342908900389822,-0.058555817209178206,0.12443539195802221,0.6379463726206738,3309.008681229403,3307.2301001751666,1.7785810542363834,0.03655302535257451,645,False,False,Mort. Card-Riesgo Fue,False
UAI_env,health_death_circ_mean,hydric_stress_risk,-0.022226001259200354,0.8681664947970643,0.1009951893338469,0.43037512249208487,-0.06618061324577602,0.11499778458574422,0.5649567875664623,3315.8773227471747,3314.208487173394,1.6688355737805978,0.021420365898631607,645,False,False,Mort. Card-Estres Hid,False
UAI_env,health_hosp_resp_mean,flooding_risks,-0.1584347248820167,0.2759472402921933,0.13771300145978713,0.5158851891216434,-0.3631536981991071,0.2560818066188798,0.15615691104675494,3305.6823207480356,3305.6901874224586,-0.007866674422984943,0.03523222650404491,645,False,True,Hosp. Resp-Riesgo Inu,False
UAI_env,health_hosp_resp_mean,fire_risk_index,-0.13146581570278373,0.32309876299981366,0.34036186826107545,0.011627086896580865,-0.19462587715230062,0.15390593212692966,0.20602305997468173,3306.6504929303146,3306.2473670669497,0.4031258633649486,0.03960966161652471,645,False,False,Hosp. Resp-Riesgo Fue,False
UAI_env,health_hosp_resp_mean,hydric_stress_risk,-0.12884285275219687,0.3253637574932452,0.0880601174696314,0.4871504364431075,-0.31075840561010903,0.1286869507507565,0.01574211992376519,3309.5067380293385,3313.3075304494987,-3.800792420160178,0.029201554151622795,645,True,True,Hosp. Resp-Estres Hid,False
