Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,UAI_promedio,pct_preta,pct_indigena,pct_branca,flooding_exposure_norm,flooding_risks_norm,hydric_stress_exp_norm,hydric_stress_risk_norm,idx_climate_risk,mort_norm,pobreza_pct,pobreza_norm,idesp_norm,esgoto_norm,familias_rua_norm,idx_social_vuln,forest_norm,richness_norm,vert_risk_norm,idx_biodiv_risk,idx_food_security_risk,idx_governance,idx_governance_risk,idx_biodiv_positivo,cuadrante,IVM,IVM_100,categoria_IVM
3509908,Cananéia,24.1,1.7,15,85.3,77.6,85.2,0.33,0.38,0.5,0.6,0.2,12257.5,639.5,148.0,6948.0,11.8,88.2,0.459919990992,614.249382716049,717,14.33,350990,0.5,0.5,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,0.402,5.2172139506424635,1.2074240261064655,56.68366306343056,0.49425287356321845,0.5,0.14893617021276598,0.36363636363636365,0.376706351853087,0.30125,0.6330817866612277,0.10939047745159129,0.7450980392156863,0.14800000000000002,0.22664027057125732,0.306075757447707,0.09513513513513505,0.2830560635532532,0.3282180485570316,0.23546974908180662,0.46089084459773816,0.402,0.598,0.7645302509181934,Q1_Modelo,0.3954285405960677,34.42054921893308,Moderada
3520426,Ilha Comprida,21.1,2.7,5,70.7,66.4,60.0,0.0,0.38,0.5,0.6,0.2,11222.0,662.0,14.5,6522.5,2.1,97.9,0.566227317213,375.786885245902,667,43.66,352042,0.12,0.0,0.78,0.0,,,,,,,,,,,,,,,,,,,,,,,0.33599999999999997,5.899126715380502,0.12921047941543395,58.12243806808055,0.057471264367816084,0.0,0.7659574468085106,0.0,0.2058571777940817,0.26375000000000004,0.5916948850472287,0.10223276331139554,0.5490196078431372,0.4,0.08251776618924692,0.2795040274687559,0.25297297297297283,0.7553450266033765,1.0,0.6694393331921166,0.5674225769176239,0.33599999999999997,0.664,0.33056066680788343,Q3_Vulnerable,0.47724462307451565,54.40887732254674,Alta
3505401,Barra do Turvo,17.5,1.6,0,76.3,75.6,94.8,1.0,0.75,0.75,0.2,0.4,7302.5,406.5,18.0,2905.0,55.0,45.0,0.630879122743,677.859375,739,8.27,350540,0.35,0.34,0.13,0.14,,,,,,,,,,,,,,,,,,,,,,,0.62,5.566586785347484,0.24649092776446424,39.78089695309826,0.3218390804597701,0.34,0.07446808510638299,0.18181818181818182,0.22953133684608373,0.21875,1.0352618966107496,0.17894606503192528,0.7647058823529411,0.052000000000000046,0.0,0.24288038947697327,0.19243243243243235,0.15707274284608597,0.18941823179111314,0.17964113568987716,0.6322108571383214,0.62,0.38,0.8203588643101228,Q1_Modelo,0.3328527438302511,19.13277792494976,Baja
3509254,Cajati,9.2,2.3,61,60.5,72.2,83.2,0.67,0.63,0.25,0.8,0.6,28443.5,1072.0,17.0,14047.0,23.1,76.9,0.79226896465,687.527397260274,751,8.45,350925,0.61,0.62,0.75,0.53,,,,,,,,,,,,,,,,,,,,,,,0.5900000000000001,3.768875138432331,0.05976760947140823,49.38562413205126,0.6206896551724139,0.62,0.7340425531914894,0.6883116883116883,0.6657609741688979,0.11499999999999999,0.25383655316680437,0.043801393356765285,0.6274509803921569,0.16799999999999993,0.3971865396503206,0.27028778267984854,0.3632432432432433,0.13792465769017193,0.1935409986257444,0.23156963318638654,0.7939413798441859,0.5900000000000001,0.4099999999999999,0.7684303668136134,Q1_Modelo,0.4743119539758638,53.69240263459497,Alta
3524600,Jacupiranga,5.6,1.4,21,71.0,76.6,93.9,0.67,0.38,0.5,0.6,0.2,16652.5,581.5,15.0,8965.0,34.3,65.7,0.637360243448,659.868778280543,730,9.61,352460,0.52,0.45,0.44,0.48,,,,,,,,,,,,,,,,,,,,,,,0.47000000000000003,3.4919681729470047,0.09007656508031828,53.83576039633689,0.5172413793103449,0.45,0.4042553191489362,0.6233766233766234,0.4987183304589761,0.06999999999999999,0.4599909923434919,0.07945505397918753,0.803921568627451,0.06099999999999994,0.23355414280967188,0.24958615308326207,0.24972972972972962,0.19270417487178226,0.2201099404489235,0.22084794835014512,0.6387056589607526,0.47000000000000003,0.53,0.7791520516498549,Q1_Modelo,0.4275716181706272,42.273362032226196,Moderada
3536208,Pariquera-Açu,12.7,1.8,27,64.6,68.0,94.1,0.33,0.63,1.0,0.4,0.4,18839.5,841.5,123.5,10567.0,25.8,74.2,0.600520542687,678.358974358974,714,4.99,353620,0.52,0.53,0.7,0.39,PARIQUERA-ACU,1.0,2.0,9.0,6.0,0.0,5.30799649672231,5.30799649672231,26.5399824836116,299.901802064811,0.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.5519999999999999,4.466679051991826,0.6555375673452056,56.08959898086467,0.5172413793103449,0.53,0.6808510638297872,0.5064935064935066,0.5586464874084097,0.15875,0.36094376177711723,0.06232519561519811,0.7254901960784313,0.05900000000000005,0.2654251763448571,0.2541981136076973,0.318918918918919,0.15608325701207182,0.11429225836005498,0.19643147809701525,0.6017881925948242,0.5519999999999999,0.44800000000000006,0.8035685219029848,Q1_Modelo,0.4118128543415893,38.42336906776051,Moderada
3522158,Itaoca,43.5,2.0,0,52.2,76.3,57.7,1.0,0.38,1.0,0.2,0.2,3325.0,172.5,0.5,1064.5,53.1,46.9,0.946309786576,675.983870967742,730,7.4,352215,0.4,0.32,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,0.556,5.18796992481203,0.015037593984962405,32.015037593984964,0.3793103448275863,0.32,0.3297872340425532,0.4805194805194805,0.377404264847405,0.54375,2.2947368421052627,0.3967676770643432,0.6862745098039216,0.42299999999999993,0.0,0.4099584373736529,0.452972972972973,0.1607872885880317,0.16949152542372883,0.2610839289949112,0.9483073693870038,0.556,0.44399999999999995,0.7389160710050888,Q1_Modelo,0.4881508001205946,57.07334424090048,Alta
3542800,Ribeira,23.8,2.6,0,60.2,73.8,48.0,0.0,0.75,0.5,0.2,0.6,3245.0,111.5,1.0,1730.0,46.8,53.2,0.541969004288,652.363636363636,701,6.94,354280,0.33,0.32,0.19,0.2,,,,,,,,,,,,,,,,,,,,,,,0.41,3.436055469953775,0.030816640986132512,53.312788906009246,0.2988505747126437,0.32,0.13829787234042554,0.25974025974025977,0.25422217669833225,0.2975,2.274268104776579,0.3932276833732012,0.5686274509803921,0.52,0.0,0.3558710268707187,0.3664864864864865,0.20756854864579144,0.15895556573522676,0.2443368669558349,0.5431130566717123,0.41,0.5900000000000001,0.7556631330441651,Q1_Modelo,0.39750862543931964,34.92873070441579,Moderada
3522653,Itapirapuã Paulista,0.0,2.1,0,46.2,87.9,84.1,0.0,0.25,0.25,0.2,0.2,4093.0,86.5,0.0,2124.5,54.8,45.2,0.653110451004,636.658914728682,678,6.1,352265,0.4,0.39,0.21,0.21,,,,,,,,,,,,,,,,,,,,,,,0.18,2.1133642804788666,0.0,51.90569264598094,0.3793103448275863,0.39,0.1595744680851064,0.2727272727272727,0.30040302140999137,0.0,2.1475690202785245,0.3713155374213324,0.6666666666666666,0.15900000000000003,0.0,0.23939644081759978,0.5178378378378379,0.2386726709906135,0.1397159871736143,0.2987421653340219,0.6544891139208584,0.18,0.8200000000000001,0.7012578346659781,Q2_Conservar,0.46260614829649427,50.8325799988923,Alta
3542602,Registro,11.5,2.0,166,55.6,71.9,90.9,0.67,0.38,0.75,0.8,0.8,57104.0,2423.0,73.5,32357.5,12.7,87.3,0.672104769324,677.201754385965,716,5.42,354260,0.73,0.77,0.78,0.4,,,,,,,,,,,,,,,,,,,,,,,0.68,4.243135332025778,0.12871252451667134,56.66415662650602,0.7586206896551724,0.77,0.7659574468085106,0.5194805194805195,0.7035146639860507,0.14375,0.12591061922107033,0.02167706825407606,0.6862745098039216,0.09099999999999997,0.5383804489393772,0.29621640539947497,0.4162162162162162,0.15837519904434771,0.12414109024278516,0.23291083516778302,0.673523527698309,0.68,0.31999999999999995,0.767089164832217,Q1_Modelo,0.4452330864503235,46.588201023192646,Moderada
3520301,Iguape,6.6,2.1,34,86.8,75.4,83.6,0.33,0.25,0.25,0.6,0.4,28978.0,1215.0,220.5,15655.0,22.8,77.2,0.554919919824,641.471786833856,717,10.53,352030,0.59,0.61,0.29,0.36,,,,,,,,,,,,,,,,,,,,,,,0.366,4.1928359445096275,0.7609220788184139,54.023742149216645,0.5977011494252874,0.61,0.24468085106382978,0.4675324675324675,0.4799786170053962,0.08249999999999999,0.2601973911243012,0.04490147715179063,0.6666666666666666,0.16400000000000003,0.2172992522187506,0.2350734792074416,0.07891891891891889,0.22914049549148696,0.24118185982592763,0.1830804247454445,0.5560913105345778,0.366,0.634,0.8169195752545555,Q1_Modelo,0.417644766298572,39.84815214385395,Moderada
3505351,Barra do Chapéu,11.0,1.9,0,46.4,79.0,76.9,0.0,0.13,0.0,0.0,0.2,5211.5,211.0,2.5,2152.5,63.2,36.8,0.732243741789,645.674418604651,688,6.15,350535,0.33,0.32,0.26,0.33,,,,,,,,,,,,,,,,,,,,,,,0.066,4.048738367072819,0.04797083373309028,41.302887844190735,0.2988505747126437,0.32,0.21276595744680854,0.4285714285714286,0.3150469901827202,0.1375,1.5158783459656529,0.2620669322967184,0.7058823529411764,0.23099999999999998,0.0,0.2672898570475789,0.5156756756756757,0.2208169367677142,0.14086120018323411,0.29245127087554135,0.7337894486313178,0.066,0.9339999999999999,0.7075487291244587,Q2_Conservar,0.5085155133474316,62.048607751240844,Alta
3521200,Iporanga,40.0,2.5,1,90.9,74.3,100.0,0.0,0.38,0.25,0.4,0.2,4172.5,552.0,9.0,992.0,53.2,46.8,0.535368649205,660.485333333333,767,13.89,352120,0.38,0.3,0.06,0.17,IPORANGA,1.0,0.0,2.0,1.0,0.0,23.9664469742361,0.0,23.9664469742361,143.798681845416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.246,13.229478729778311,0.21569802276812464,23.774715398442183,0.35632183908045983,0.3,0.0,0.2207792207792208,0.21927526496492017,0.5,1.7807070101857398,0.30786808678507704,0.588235294117647,0.0,0.04438654869626023,0.28809798591979685,0.03459459459459446,0.191483051426231,0.3181401740723775,0.18140594003106766,0.5364987687772299,0.246,0.754,0.8185940599689323,Q2_Conservar,0.3958555919386029,34.524881302468515,Moderada
3507159,Bom Sucesso de Itararé,0.0,1.6,0,49.3,77.6,100.0,0.0,0.25,0.5,0.2,0.0,3563.0,146.0,1.0,2310.5,30.3,69.7,0.691559250581,626.777777777778,668,6.17,350715,0.79,0.0,0.5,0.47,,,,,,,,,,,,,,,,,,,,,,,0.19,4.09767050238563,0.028066236317709797,64.84703901206849,0.8275862068965518,0.0,0.46808510638297873,0.6103896103896104,0.4765152309172852,0.0,2.17793993825428,0.3765680772483838,0.7647058823529411,0.0,0.0,0.22825479192026502,0.4843243243243244,0.2582428422913772,0.141319285387082,0.2946288173342612,0.6930190757792045,0.19,0.81,0.7053711826657387,Q2_Conservar,0.5004835831902031,60.086342504303815,Alta
3502705,Apiaí,0.0,2.0,13,66.0,72.5,71.5,0.0,0.63,0.25,0.4,0.8,24888.0,1006.0,20.0,11680.0,21.5,78.5,0.752799459509,636.427215189873,726,12.34,350270,0.7,0.72,0.48,0.47,APIAI,1.0,1.0,10.0,3.0,0.0,4.0180006428801,8.03600128576021,43.7962070073931,58.9306760955748,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.41600000000000004,4.0421086467373835,0.08036001285760207,46.9302475088396,0.7241379310344828,0.72,0.4468085106382979,0.6103896103896104,0.6253340130155978,0.0,0.29130504660880746,0.0502814330520041,0.6862745098039216,0.28500000000000003,0.09673888491067564,0.22365896555332024,0.3037837837837837,0.23913156551735992,0.282638570774164,0.2751846400251025,0.7543885577956078,0.41600000000000004,0.584,0.7248153599748974,Q1_Modelo,0.4925132352779256,58.13912229594782,Alta
3523305,Itariri,6.7,1.6,7,76.2,78.4,72.7,0.67,0.25,0.75,0.6,0.2,15499.5,1071.0,87.0,7216.0,23.0,77.0,0.597142196766,657.46511627907,735,10.55,352330,0.52,0.53,0.72,0.59,,,,,,,,,,,,,,,,,,,,,,,0.49400000000000005,6.909900319365141,0.561308429304171,46.556340527113775,0.5172413793103449,0.53,0.702127659574468,0.7662337662337662,0.6289007012796448,0.08375,0.5058227684764025,0.08738149300466554,0.7647058823529411,0.273,0.08364270596122587,0.2584960162637665,0.19351351351351342,0.19746476845040473,0.24163994502977557,0.21087274233123124,0.5984027152610066,0.49400000000000005,0.506,0.7891272576687688,Q1_Modelo,0.44053443502712974,45.440282625656955,Moderada
3514809,Eldorado,20.1,2.1,4,82.6,75.1,94.5,0.33,0.5,0.75,0.4,0.4,13855.0,1691.0,79.0,5539.5,47.4,52.6,0.681582722858,675.707224334601,752,10.15,351480,0.67,0.69,0.15,0.3,ELDORADO,1.0,3.0,2.0,6.0,0.0,7.21761097076867,7.21761097076867,7.21761097076867,50.5232767953807,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.476,12.20498015156983,0.5701912666907253,39.98195597257308,0.6896551724137933,0.69,0.09574468085106383,0.3896103896103896,0.4662525607188116,0.25125000000000003,0.5420425839047275,0.09364557837796902,0.6666666666666666,0.05500000000000005,0.05346889193364006,0.2240062273956552,0.12432432432432428,0.16133520347143504,0.23247824095281724,0.17271258958285884,0.6830214884195236,0.476,0.524,0.8272874104171412,Q1_Modelo,0.41399857322336986,38.95735779990008,Moderada
3537602,Peruíbe,12.1,1.9,150,80.6,76.2,88.9,1.0,0.88,0.5,0.6,0.4,64062.5,4334.5,486.0,35186.5,2.4,97.6,0.335748730175,648.094339622642,720,9.99,353760,0.31,0.0,0.78,0.61,,,,,,,,,,,,,,,,,,,,,,,0.6759999999999999,6.766048780487805,0.7586341463414634,54.92526829268293,0.2758620689655173,0.0,0.7659574468085106,0.7922077922077921,0.45850682699545503,0.15125,0.11894634146341465,0.020472621739883227,0.7058823529411764,0.11099999999999999,0.43364575477497547,0.28445014589120704,0.1459459459459459,0.21602414125321934,0.22881355932203393,0.19692788217373305,0.33645746837228807,0.6759999999999999,0.32400000000000007,0.803072117826267,Q1_Modelo,0.32006846468653666,16.009475533148457,Baja
3543006,Ribeirão Branco,7.2,2.8,0,43.9,81.1,77.8,0.0,0.0,0.75,0.4,0.2,18448.0,395.5,21.5,11676.0,46.5,53.5,0.766855025181,657.349775784753,704,6.63,354300,0.4,0.0,0.5,0.52,,,,,,,,,,,,,,,,,,,,,,,0.26999999999999996,2.143863833477884,0.11654379878577624,63.29141370338248,0.3793103448275863,0.0,0.46808510638297873,0.6753246753246753,0.3806800316338101,0.09,0.43961405030355594,0.07593093594944199,0.5294117647058824,0.22199999999999998,0.0,0.18346854013106487,0.5427027027027027,0.19769320706459603,0.15185524507558407,0.29741705161429427,0.7684737936208532,0.26999999999999996,0.73,0.7025829483857058,Q2_Conservar,0.4720078834000045,53.129499630087395,Alta
3532827,Nova Campina,23.4,1.6,0,39.9,75.6,86.2,0.33,0.25,0.75,0.2,0.2,8506.0,210.0,4.0,5730.5,29.0,71.0,0.782947728824,647.612903225806,691,6.28,353282,0.43,0.0,0.43,0.56,NOVA CAMPINA,0.0,0.0,5.0,1.0,0.0,0.0,0.0,11.7564072419469,11.7564072419469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346,2.468845520808841,0.04702562896778745,67.37009169997648,0.4137931034482759,0.0,0.39361702127659576,0.7272727272727273,0.38367071299939975,0.2925,0.8887843874911826,0.15361331246145637,0.7647058823529411,0.138,0.0,0.2697638389628795,0.585945945945946,0.2169776542753863,0.14383875400824556,0.3155874514098593,0.7846004676492765,0.346,0.654,0.6844125485901407,Q2_Conservar,0.481524494204283,55.45448432048029,Alta
3517604,Guapiara,10.2,2.0,7,44.6,70.9,52.7,0.33,0.5,0.5,0.2,0.2,17534.5,283.0,6.5,9224.5,59.5,40.5,0.827560554096,691.038759689922,735,5.98,351760,0.4,0.0,0.64,0.49,GUAPIARA,2.0,0.0,8.0,5.0,0.0,5.70304257321281,0.0,11.4060851464256,55.8898172174855,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.346,1.613961048219225,0.03706977672588326,52.60771621660155,0.3793103448275863,0.0,0.6170212765957448,0.6363636363636364,0.40817381444674183,0.1275,0.40434571844078815,0.06983140619895055,0.6862745098039216,0.473,0.07393539143095158,0.28610826148676477,0.5351351351351351,0.13097019844234314,0.13696747595052683,0.267690936509335,0.8293074669583391,0.346,0.654,0.732309063490665,Q2_Conservar,0.4890560958802362,57.29451528852787,Alta
3551801,Sete Barras,20.5,1.0,0,78.6,74.7,73.8,0.0,0.38,0.75,0.6,0.8,12867.5,609.5,131.5,6299.5,43.1,56.9,0.706832463647,683.918367346939,764,10.48,355180,0.59,0.33,0.24,0.26,,,,,,,,,,,,,,,,,,,,,,,0.506,4.736739848455411,1.0219545366232758,48.95667379055761,0.5977011494252874,0.33,0.19148936170212766,0.33766233766233766,0.3642132121974382,0.25625,0.5805323489411308,0.10030224328184018,0.8823529411764706,0.262,0.0,0.30018103689166215,0.16756756756756752,0.14507255311804412,0.24003664681630787,0.1842255891673065,0.7083245293528293,0.506,0.494,0.8157744108326935,Q1_Modelo,0.4101888735218472,38.02661746983926,Moderada
3543253,Ribeirão Grande,12.7,2.9,0,63.4,51.5,50.7,1.0,0.5,0.75,0.2,0.4,7436.0,97.5,3.5,5499.5,59.7,40.3,0.907054509419,699.622641509434,766,8.67,354325,0.17,0.0,0.54,0.44,,,,,,,,,,,,,,,,,,,,,,,0.5700000000000001,1.3111888111888113,0.04706831629908553,73.95777299623454,0.11494252873563221,0.0,0.5106382978723405,0.5714285714285714,0.29925234950913604,0.15875,0.6925766541151157,0.11967989843834437,0.5098039215686274,0.493,0.0,0.2562467640013944,0.33189189189189194,0.11396931701867341,0.1985799358680715,0.2148137149262123,0.9089692275402348,0.5700000000000001,0.42999999999999994,0.7851862850737877,Q1_Modelo,0.4218564111953954,40.87709092341226,Moderada
3526100,Juquiá,19.2,2.7,31,78.7,75.7,81.3,0.0,0.75,0.75,0.6,0.6,18200.0,868.0,25.0,8771.5,33.0,67.0,0.615356131484,682.34749034749,768,11.15,352610,0.43,0.43,0.42,0.37,,,,,,,,,,,,,,,,,,,,,,,0.54,4.769230769230769,0.13736263736263737,48.19505494505494,0.4137931034482759,0.43,0.3829787234042553,0.4805194805194805,0.42682282684300293,0.24,0.41593406593406596,0.07183556875955355,0.5490196078431372,0.18700000000000006,0.3154554454664571,0.2726621244138296,0.16648648648648634,0.14818376715387793,0.25538250114521305,0.1900175849285258,0.6166550981102946,0.54,0.45999999999999996,0.8099824150714742,Q1_Modelo,0.39323152685913054,33.88380106268136,Moderada
3529906,Miracatu,23.6,2.2,18,80.9,73.3,88.5,0.0,0.38,0.25,0.4,0.2,19572.5,971.0,160.5,9807.0,35.4,64.6,0.604508709721,675.51582278481,770,12.27,352990,0.41,0.34,0.37,0.33,,,,,,,,,,,,,,,,,,,,,,,0.246,4.96104227870737,0.8200281006514243,50.106016094009455,0.39080459770114945,0.34,0.3297872340425532,0.4285714285714286,0.3722908150787828,0.29500000000000004,0.37450504534423296,0.06467057029564327,0.6470588235294117,0.11499999999999999,0.17032324638306928,0.25841052804162484,0.14270270270270258,0.16171428546728783,0.2810352725606963,0.19515075357689557,0.6057847783242953,0.246,0.754,0.8048492464231044,Q2_Conservar,0.4371273750043197,44.60791041298627,Moderada
3531100,Mongaguá,14.4,1.6,148,84.4,80.4,91.2,0.67,0.63,0.5,0.6,0.4,54122.0,6175.5,409.5,27223.5,1.1,98.9,0.0,656.957446808511,722,9.01,353110,0.5,0.0,0.78,0.55,,,,,,,,,,,,,,,,,,,,,,,0.5599999999999999,11.410332212409003,0.756623923727874,50.3002475887809,0.49425287356321845,0.0,0.7659574468085106,0.7142857142857143,0.49362400866436085,0.18,0.1485532685414434,0.025593032119249973,0.7647058823529411,0.08799999999999997,0.5064488639814044,0.3129495556907191,0.10486486486486479,0.19847023761375826,0.20636738433348603,0.16990082893736969,0.0,0.5599999999999999,0.44000000000000006,0.8300991710626303,Q1_Modelo,0.28329487865848996,7.025392198815187,Baja
3537206,Pedro de Toledo,33.9,2.0,3,90.6,73.4,68.2,0.33,0.5,0.5,0.4,0.6,10742.5,535.0,16.0,5680.5,34.3,65.7,0.565185855794,653.390697674419,739,11.58,353720,0.36,0.35,0.33,0.41,,,,,,,,,,,,,,,,,,,,,,,0.466,4.980218757272516,0.1489411217128229,52.87875261810565,0.33333333333333337,0.35,0.2872340425531915,0.5324675324675324,0.3757587270885143,0.42374999999999996,0.6832673958575751,0.11806989607367849,0.6862745098039216,0.31799999999999995,0.051720607242768196,0.31956300262407367,0.037837837837837784,0.20553439347839741,0.2652313330279432,0.16953452144805947,0.5663789170584741,0.466,0.534,0.8304654785519405,Q1_Modelo,0.3930470336438243,33.83872788380601,Moderada
3541000,Praia Grande,10.7,2.1,532,68.7,75.6,72.6,1.0,0.63,0.0,1.0,0.4,305993.0,23755.5,450.5,165968.5,0.3,99.7,0.0,653.717391304348,691,5.4,354100,0.94,1.0,1.0,0.69,PRAIA GRANDE,0.0,9.0,10.0,7.0,0.0,0.0,1.34353109747972,2.94124375394208,293.050587991976,0.0,10.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,7.0,0.0,0.0,0.606,7.76341288853013,0.14722559012787875,54.239312664015195,1.0,1.0,1.0,0.8961038961038961,0.974025974025974,0.13374999999999998,0.024706447533113497,0.004174174766329118,0.6666666666666666,0.274,0.32199406260763336,0.28011698080812586,0.27459459459459445,0.20488735758239218,0.12368300503893725,0.2010549857386413,0.0,0.606,0.394,0.7989450142613587,Q1_Modelo,0.36983958811454826,28.16896196940761,Moderada
3522109,Itanhaém,9.1,2.1,239,85.9,78.6,58.2,0.67,0.5,0.75,1.0,0.6,99766.5,7097.5,403.0,54509.0,1.1,98.9,0.26817291975,651.775401069519,786,17.08,352210,0.94,1.0,0.78,0.61,ITANHAEM,2.0,7.0,10.0,7.0,0.0,1.50351069747861,2.7206384049613,4.61076613893441,743.73662501942,0.0,9.0,2.0,2.0,2.0,0.0,7.0,5.0,0.0,7.0,0.0,0.0,0.704,7.114111450236302,0.4039432073892539,54.6365764059078,1.0,1.0,0.7659574468085106,0.7922077922077921,0.8895413097540756,0.11374999999999999,0.07878396054787928,0.013526684001798987,0.6666666666666666,0.4179999999999999,0.44367084131446766,0.3311228383965866,0.08864864864864852,0.20873358314822,0.39120476408612,0.22952899862766282,0.26873901092063834,0.704,0.29600000000000004,0.7704710013723371,Q1_Modelo,0.40298643153979263,36.2670028668977,Moderada
3551009,São Vicente,12.9,1.7,843,69.4,80.5,74.5,1.0,0.5,0.5,1.0,1.0,331178.0,29646.5,422.5,165029.5,0.1,99.9,0.840241730213,616.061224489796,743,17.08,355100,0.94,0.0,1.0,0.63,SAO VICENTE,5.0,10.0,10.0,8.0,0.0,0.543514363876828,2.83835278913454,11.896925520415,42.5752918370182,0.0,10.0,5.0,5.0,3.0,0.0,10.0,8.0,0.0,8.0,0.0,0.0,0.8,8.951832549263539,0.12757489929886648,49.83105761856162,1.0,0.0,1.0,0.8181818181818181,0.7045454545454546,0.16125,0.024307170162269232,0.004105121196921895,0.7450980392156863,0.255,0.4714263119797447,0.32737589447847054,0.26702702702702685,0.27946760464834297,0.39120476408612,0.31256646525383,0.8420154120042816,0.8,0.19999999999999996,0.68743353474617,Q1_Modelo,0.47730064525640736,54.42256399292755,Alta
3523206,Itararé,8.8,1.9,100,21.9,74.0,92.9,0.67,0.63,0.75,0.4,0.8,46186.0,1161.0,38.5,35176.5,5.5,94.5,0.87991521026,639.354430379747,680,5.98,352320,0.74,0.0,0.65,0.58,,,,,,,,,,,,,,,,,,,,,,,0.65,2.513748755033993,0.08335859351318581,76.16268999263846,0.7701149425287357,0.0,0.6276595744680852,0.7532467532467532,0.5377553175608936,0.11000000000000001,0.16022171220716233,0.027611047021625357,0.7058823529411764,0.07099999999999995,0.4009935357795561,0.26309738714847153,0.7805405405405406,0.23333404414055203,0.13696747595052683,0.3836140202105398,0.8817726395332572,0.65,0.35,0.6163859797894602,Q1_Modelo,0.4832478728906325,55.8755196180161,Alta
3553500,Tapiraí,0.0,2.6,4,88.7,72.2,92.1,0.0,0.25,0.0,0.4,0.4,8004.0,421.5,84.5,4648.5,29.3,70.7,0.57927876529,683.244979919679,795,14.06,355350,0.48,0.34,0.21,0.33,TAPIRAI,1.0,1.0,4.0,4.0,0.0,12.4937531234383,12.4937531234383,18.7406296851574,34.3578210894553,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.21000000000000002,5.266116941529235,1.0557221389305347,58.07721139430285,0.471264367816092,0.34,0.1595744680851064,0.4285714285714286,0.34985256611815674,0.0,0.902048975512244,0.15590737472607652,0.5686274509803921,0.07900000000000007,0.09255515963775401,0.17921799706884456,0.05837837837837834,0.14640623641468675,0.3220338983050848,0.1756061710327166,0.5805015755374875,0.21000000000000002,0.79,0.8243938289672834,Q2_Conservar,0.4150356619514411,39.210726931509484,Moderada
3518701,Guarujá,17.5,1.8,420,58.2,76.1,69.9,1.0,0.63,0.5,1.0,0.6,289193.0,23429.0,480.0,128561.0,0.3,99.7,0.0,645.133333333333,705,8.49,351870,0.94,0.0,0.8,0.0,GUARUJA,2.0,10.0,10.0,8.0,0.0,0.518684753780347,1.90184409719461,4.21863599741349,130.535663034721,0.0,10.0,2.0,2.0,1.0,0.0,10.0,8.0,0.0,8.0,0.0,0.0,0.746,8.101510064213173,0.16597912120971117,44.455087087170156,1.0,0.0,0.7872340425531915,0.0,0.44680851063829785,0.21875,0.02631460650845629,0.0044523000134145466,0.7254901960784313,0.30099999999999993,0.2689733405122573,0.3037331673208207,0.38810810810810814,0.22188858788444576,0.19445716903344024,0.26815128834199803,0.0,0.746,0.254,0.7318487116580019,Q1_Modelo,0.2545385932602233,0.0,Baja
3553856,Taquarivaí,0.0,2.0,0,18.4,70.7,59.9,0.0,0.5,0.5,0.2,0.2,6013.5,90.5,5.0,4318.5,49.8,50.2,0.887572730814,691.276315789474,705,1.95,355385,0.27,0.0,0.54,0.39,,,,,,,,,,,,,,,,,,,,,,,0.27999999999999997,1.5049472021285442,0.08314625426124553,71.81341980543776,0.22988505747126442,0.0,0.5106382978723405,0.5064935064935066,0.31175421545927784,0.0,1.1756880352540118,0.20323225508293366,0.6862745098039216,0.401,0.0,0.2581013529773711,0.8183783783783785,0.1304997046535339,0.04466330737517178,0.331180463469028,0.889446324488863,0.27999999999999997,0.72,0.6688195365309719,Q2_Conservar,0.502096471278908,60.48038405866368,Alta
