Unnamed: 0,Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,idx_clima,idx_biodiv,idx_vulnerabilidad,idx_gobernanza,idx_gobernanza_100,incidence_malaria_norm,incidence_dengue_norm,incidence_diarrhea_norm,incidence_leptospirose_norm,incidence_chagas_norm,idx_carga_enfermedad,tercil_clima,tercil_biodiv,tercil_vuln,grupo_clima_biodiv
87,3550605,São Roque,4.6,1.9,120,46.6,69.2,71.2,0.0,0.63,0.25,0.6,0.2,79152.5,4417.0,72.0,50470.5,9.8,90.2,0.698691891772,712.877551020408,761,6.32,355060,0.37,0.0,0.78,0.62,SAO ROQUE,0.0,7.0,10.0,8.0,0.0,0.0,1.98531767338817,9.60171820220461,178.295063327122,0.0,9.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,8.0,0.0,0.0,47.89949595525531,68.91414043615029,33.57180943045172,0.33599999999999997,33.599999999999994,0.0,3.831629068621403,0.5959059050199901,4.527910013272445,0.0,1.7910889973827675,Medio,Alta,Media,Medio Clima / Alta Biodiv
88,3522307,Itapetininga,11.8,2.1,256,22.8,71.0,90.8,1.0,0.38,0.5,0.6,0.8,151083.5,4491.0,111.5,111224.5,9.7,90.3,0.892668183199,711.847368421053,755,5.72,352230,0.61,0.0,0.86,0.59,ITAPETININGA,1.0,2.0,9.0,6.0,0.0,1.32377129203388,0.661885646016938,4.19194242477394,77.661249132654,0.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,55.94968127983536,56.91212358302592,31.433311255866272,0.656,65.60000000000001,2.444298556767711,1.5163020639615328,0.1136361347325562,1.5095612578347446,0.0,1.1167596026593087,Medio,Alta,Media,Medio Clima / Alta Biodiv
91,3547304,Santana de Parnaíba,9.7,,4,43.0,71.3,22.3,1.0,0.88,0.0,0.8,0.6,131459.0,8226.0,111.0,74746.5,0.9,99.1,0.742754141979,747.964912280702,789,5.2,354730,0.53,0.46,1.0,0.48,SANTANA DE PARNAIBA,1.0,5.0,10.0,6.0,0.0,0.760693448147331,1.67352558592413,11.0300549981363,270.680085299092,0.0,10.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,65.30280638901328,70.5887692858846,39.141248081449774,0.6559999999999999,65.6,1.4045945161663071,5.957172435033488,0.7232390306073551,3.81680642828385,0.0,2.3803624820182003,Alto,Alta,Alta,Alto Clima / Alta Biodiv
92,3510302,Capela do Alto,15.8,1.7,8,21.3,72.1,75.0,0.0,0.5,0.25,0.2,0.4,20199.0,534.0,14.0,14557.5,21.1,78.9,0.907143078791,732.654545454545,754,2.83,351030,0.31,0.0,0.78,0.35,CAPELA DO ALTO,1.0,0.0,5.0,4.0,0.0,4.95074013565028,0.0,6.93103618991039,134.90766869647,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.40912425798706,58.222615310111536,37.52190561042494,0.27,27.0,9.141372865028298,2.8333959473361583,0.3578203995257799,0.0,0.0,2.466517842378047,Bajo,Alta,Alta,Bajo Clima / Alta Biodiv
93,3550308,São Paulo,10.9,1.7,61299,27.4,64.8,73.1,1.0,0.88,0.75,1.0,0.8,11352751.0,948078.0,15352.0,6519545.0,0.2,99.8,0.580281796091,565.101030927835,791,28.56,355030,0.94,1.0,0.89,0.44,SAO PAULO,10.0,10.0,10.0,10.0,2.0,0.214045036308821,1.35826109460165,26.8903986355378,123.524245356918,0.0088084377081819,10.0,10.0,10.0,10.0,2.0,10.0,10.0,2.0,10.0,2.0,2.0,86.36018237082067,44.68013714881694,53.748443750245585,0.8859999999999999,88.6,0.3952268616802374,2.571492454215959,2.137154245836885,3.097783338819216,6.467932947894145,2.9339179696892885,Alto,Media,Alta,Alto Clima / Media Biodiv
94,3502754,Araçariguama,14.0,1.5,1,46.3,75.1,61.1,0.67,0.0,0.0,0.4,0.2,19301.0,1421.0,23.0,9807.5,12.2,87.8,0.658484690044,755.25,789,4.28,350275,0.35,0.0,0.78,0.6,ARACARIGUAMA,1.0,3.0,7.0,5.0,0.0,5.18107870058546,5.18107870058546,8.14169510092001,309.828506295011,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,46.6754326622265,72.96019646231244,41.836340258358405,0.254,25.4,9.566685171789365,6.8578776010573685,0.4657480140758872,11.81647574208981,0.0,5.741357305802486,Bajo,Alta,Alta,Bajo Clima / Alta Biodiv
95,3552205,Sorocaba,11.0,2.2,1020,19.0,71.6,91.7,1.0,0.88,0.75,1.0,0.8,655153.5,33778.5,596.5,459256.0,0.7,99.3,0.909324813821,697.289655172414,777,10.26,355220,0.94,1.0,0.8,0.48,SOROCABA,2.0,9.0,10.0,8.0,0.0,0.22895397796089,0.542705725536925,12.1803516275194,1160.16704482232,0.0,10.0,2.0,2.0,1.0,0.0,9.0,7.0,0.0,8.0,0.0,0.0,85.26526664824537,53.57050333507865,31.15090532682269,0.8859999999999999,88.6,0.4227557141205226,26.421995259866275,0.825785478748404,1.2377478535841722,0.0,5.781656861263874,Alto,Media,Media,Alto Clima / Media Biodiv
96,3530607,Mogi das Cruzes,12.6,1.9,599,39.4,77.2,54.7,0.67,0.63,0.75,1.0,0.8,419642.0,30854.5,449.5,242720.5,6.1,93.9,0.776317656296,724.008771929825,778,6.94,353060,0.83,0.0,1.0,0.61,MOGI DAS CRUZES,2.0,9.0,10.0,8.0,0.0,0.357447538616249,1.82695408626083,29.7158053769642,77.5661158797261,0.0,10.0,2.0,2.0,0.0,0.0,9.0,7.0,0.0,8.0,0.0,0.0,66.64427526496492,66.41644223130962,42.23450539285893,0.7699999999999999,76.99999999999999,0.6600146928836004,1.5141132908209314,2.3890331251503336,4.166730499533523,0.0,1.7459783216776779,Alto,Alta,Alta,Alto Clima / Alta Biodiv
98,3521002,Iperó,13.4,1.6,5,37.9,70.3,67.9,1.0,0.5,0.0,0.4,0.6,32379.5,2203.0,18.0,18778.5,17.0,83.0,0.885270951911,733.981818181818,757,3.04,352100,0.29,0.0,0.78,0.41,IPERO,1.0,1.0,6.0,7.0,0.0,3.08837381676678,3.08837381676678,8.23566351137808,994.456368998904,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,38.782463562360846,66.65405238443114,38.01164077860879,0.5,50.0,5.702576954576398,22.60941590206744,0.4741250939384119,7.043647934590572,0.0,7.165953177034564,Bajo,Alta,Alta,Bajo Clima / Alta Biodiv
104,3509205,Cajamar,13.2,2.0,63,25.1,71.9,0.4,0.67,0.38,0.0,0.4,0.4,78401.5,5937.5,51.5,40587.5,0.9,99.1,0.563616335296,736.130434782609,785,6.23,350920,0.57,0.0,0.78,0.7,CAJAMAR,0.0,1.0,8.0,7.0,0.0,0.0,2.55097160130865,3.02927877655402,768.571301022849,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,56.24402498943952,60.46682544458642,50.55321952935959,0.37,37.0,0.0,17.412377490865683,0.009987193701052173,5.8179957857458255,0.0,4.6480720940625115,Medio,Alta,Alta,Medio Clima / Alta Biodiv
106,3518800,Guarulhos,13.5,1.8,1549,38.2,71.8,13.6,1.0,0.5,0.75,0.8,1.0,1256875.0,99902.5,1507.0,640951.0,0.0,100.0,0.546030766944,662.872549019608,787,15.77,351880,0.94,1.0,0.84,0.5,GUARULHOS,6.0,10.0,10.0,8.0,0.0,0.185645615779877,1.74241670810542,9.69865738438588,347.478866235704,0.0,10.0,6.0,6.0,4.0,0.0,10.0,8.0,0.0,8.0,0.0,0.0,86.97844708483007,59.762248463024875,49.21728971502866,0.8099999999999999,81.0,0.3427882999515846,7.72411620886165,0.6045478227344829,3.973926271687999,0.0,2.5290757206471435,Alto,Alta,Alta,Alto Clima / Alta Biodiv
112,3516408,Franco da Rocha,10.7,1.5,144,40.6,72.3,1.9,1.0,0.5,0.5,1.0,0.4,138226.5,12918.0,135.0,66779.5,4.0,96.0,0.740886879754,734.414634146341,786,6.56,351640,0.94,0.0,0.79,0.62,FRANCO DA ROCHA,2.0,7.0,10.0,8.0,0.0,0.723450279070945,2.48040095681467,10.6347191023429,450.890386430967,0.0,9.0,2.0,2.0,2.0,0.0,7.0,6.0,0.0,8.0,0.0,0.0,64.5447637468914,68.04691325464024,51.775752321689616,0.6799999999999999,68.0,1.3358262742723468,10.103351133201663,0.6879956934535163,5.657045459190754,0.0,3.556843712023656,Alto,Alta,Alta,Alto Clima / Alta Biodiv
113,3516309,Francisco Morato,15.2,1.4,191,30.6,72.0,0.1,1.0,0.38,0.0,0.4,0.4,159805.5,17366.0,131.5,64268.5,0.5,99.5,0.790351367598,729.466666666667,737,1.02,351630,0.94,1.0,0.82,0.7,FRANCISCO MORATO,1.0,9.0,10.0,7.0,0.0,0.625760690339194,1.18199241508514,45.8682586018629,260.316447181105,0.0,10.0,1.0,1.0,0.0,0.0,9.0,6.0,0.0,7.0,0.0,0.0,92.94003868471953,62.55692626402896,53.548003374511474,0.43599999999999994,43.599999999999994,1.1554457794050061,5.7187315949126045,3.8289892761703554,2.6957677169832306,0.0,2.6797868734942396,Alto,Alta,Alta,Alto Clima / Alta Biodiv
115,3528502,Mairiporã,11.3,1.8,115,59.9,70.1,24.7,1.0,0.5,0.75,0.8,0.2,87404.5,4926.5,77.0,53073.5,9.8,90.2,0.589358480221,720.203883495146,774,6.95,352850,0.94,1.0,0.78,0.57,MAIRIPORA,1.0,3.0,10.0,7.0,0.0,1.14410585267349,1.52547447023132,20.0218524217861,689.405498082397,0.0,8.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,87.65542967670626,76.28965199544434,45.29805638809976,0.65,65.0,2.112552448680636,15.590974587072276,1.524838256968323,3.4791465473452075,0.0,4.541502368013289,Alto,Alta,Alta,Alto Clima / Alta Biodiv
117,3554003,Tatuí,10.6,1.8,162,13.6,73.8,90.4,0.33,0.75,1.0,1.0,0.6,115634.0,3971.5,96.0,86918.5,3.1,96.9,0.959750695522,714.645962732919,750,4.71,355400,0.48,0.0,0.78,0.45,TATUI,1.0,2.0,9.0,6.0,0.0,0.864797550893336,0.864797550893336,4.0357219041689,115.018074268814,0.0,6.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,45.54093497600468,52.58926259221427,33.48135699100216,0.736,73.6,1.5968191924581578,2.3757871857215562,0.09970941434967226,1.9723420300091283,0.0,1.208931564507703,Bajo,Media,Media,Bajo Clima / Media Biodiv
118,3508405,Cabreúva,17.8,2.2,27,47.1,71.5,81.1,0.33,0.75,0.5,0.4,0.4,44307.5,2592.5,76.5,25193.0,7.7,92.3,0.86842873762,725.361445783133,784,7.48,350840,0.42,0.42,0.78,0.48,CABREUVA,1.0,0.0,6.0,6.0,0.0,2.25695424025278,0.0,5.26622656058982,123.380165133819,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,55.290823018996164,70.4003947266289,34.60683945711038,0.476,47.599999999999994,4.1673890537878835,2.568177536322319,0.2094062340340515,0.0,0.0,1.3889945648288509,Medio,Alta,Media,Medio Clima / Alta Biodiv
119,3555406,Ubatuba,11.3,1.6,242,89.8,80.4,40.4,1.0,0.38,0.75,1.0,0.2,85891.0,5988.0,439.5,48066.0,6.4,93.6,0.473177944047,649.575221238938,738,11.98,355540,0.58,0.59,0.78,0.77,UBATUBA,2.0,2.0,9.0,9.0,0.0,1.16426633756738,1.16426633756738,3.62216193909852,816.797517266717,0.0,9.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,73.55410858400587,84.24544158238393,47.112062865380096,0.666,66.60000000000001,2.1497780966656146,18.521939537139907,0.06284144096958191,2.655339887742315,0.0,4.677979792503484,Alto,Alta,Alta,Alto Clima / Alta Biodiv
123,3546801,Santa Isabel,9.9,2.0,51,37.4,73.8,6.1,0.33,0.88,0.75,0.4,0.2,51813.5,2537.5,43.0,33996.5,20.4,79.6,0.868792737828,747.483050847458,793,5.74,354680,0.44,0.0,0.84,0.54,SANTA ISABEL,0.0,8.0,10.0,6.0,0.0,0.0,4.34249761162631,55.9699692165169,163.406576793049,0.0,10.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,6.0,0.0,0.0,48.90933229157734,67.74105154429942,49.345827340292956,0.512,51.2,0.0,3.4890830247614355,4.729534854780846,9.903925543934873,0.0,3.6245086846954306,Medio,Alta,Alta,Medio Clima / Alta Biodiv
125,3556503,Várzea Paulista,12.4,2.0,64,20.0,69.0,93.9,0.67,0.5,0.0,0.6,0.6,111430.0,7352.0,67.0,64984.0,0.3,99.7,0.900514985593,757.166666666667,776,2.43,355650,0.94,0.0,0.82,0.59,VARZEA PAULISTA,1.0,2.0,10.0,7.0,0.0,1.79484878398995,0.897424391994974,8.88450148075025,317.303624312509,0.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,64.36861011329096,60.0,30.491221149657555,0.47400000000000003,47.400000000000006,3.3141270842808352,7.029860972128721,0.531967590802764,2.046754000700668,0.0,2.5845419295825978,Alto,Alta,Media,Alto Clima / Alta Biodiv
126,3524402,Jacareí,9.4,1.9,251,18.5,68.0,75.0,1.0,0.38,0.5,0.8,1.0,225744.5,12510.5,158.0,150957.5,2.2,97.8,0.932746533501,735.896551724138,783,6.02,352440,0.75,0.0,0.78,0.44,JACAREI,2.0,8.0,10.0,7.0,0.0,0.442978677221372,0.719840350484729,14.839785686916,302.301305869499,0.0,10.0,2.0,2.0,0.0,0.0,8.0,5.0,0.0,7.0,0.0,0.0,52.97488034098452,57.14366448881096,33.57358882375439,0.736,73.6,0.8179450241343935,6.684695946817404,1.0628682536520473,1.6417384354186815,0.0,2.041449532004505,Medio,Alta,Media,Medio Clima / Alta Biodiv
129,3509601,Campo Limpo Paulista,4.7,2.1,106,31.4,68.9,79.5,0.67,0.5,0.0,0.4,0.6,75853.0,5020.0,76.5,46641.0,1.9,98.1,0.842152111179,749.730769230769,779,3.76,350960,0.56,0.0,0.79,0.57,CAMPO LIMPO PAULISTA,1.0,5.0,10.0,8.0,0.0,1.31833941966699,2.63667883933398,9.88754564750241,150.125901414578,0.0,10.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,0.0,52.001846893629725,64.9636384491052,31.027687449647658,0.434,43.4,2.4342687896418984,3.1835286085840386,0.6213868014668817,6.013468110637047,0.0,2.4505304620659727,Medio,Alta,Media,Medio Clima / Alta Biodiv
140,3525904,Jundiaí,11.3,2.3,273,35.6,67.1,98.4,1.0,1.0,0.75,0.6,0.8,406673.5,19542.5,267.5,296331.5,3.1,96.9,0.87359246431,714.109489051095,776,7.98,352590,0.58,0.0,0.79,0.73,JUNDIAI,3.0,8.0,10.0,8.0,0.0,0.327863343279888,0.737692522379747,8.99984877303291,370.198697480903,0.0,10.0,3.0,3.0,1.0,0.0,8.0,6.0,0.0,8.0,0.0,0.0,57.771364732113085,63.53613671255178,27.446417861012712,0.8300000000000001,83.0,0.6053884848679406,8.246841490064556,0.5422505515836,1.6824538478514746,0.0,2.215386874873514,Alto,Alta,Baja,Alto Clima / Alta Biodiv
141,3538808,Piraju,6.7,2.9,11,17.9,77.2,100.0,0.67,0.25,0.25,0.4,0.2,28955.5,746.0,11.5,23520.0,6.3,93.7,0.928763201356,651.575,688,5.29,353880,0.55,0.0,0.73,0.43,PIRAJU,1.0,3.0,4.0,6.0,0.0,3.45357531384366,3.45357531384366,4.31696914230457,57.5595885640609,0.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,45.57329134548504,48.49347553896236,27.586090242626177,0.354,35.4,6.3769090673863955,1.0538142021476995,0.12478199526800458,7.876562252355364,0.0,3.086413503431493,Bajo,Media,Baja,Bajo Clima / Media Biodiv
146,3556701,Vinhedo,5.7,2.3,206,23.9,59.9,85.0,1.0,0.5,0.0,0.6,0.8,70075.5,3364.0,60.5,49444.5,1.3,98.7,0.864180739982,750.64,770,2.51,355670,0.35,0.0,0.79,0.56,VINHEDO,2.0,1.0,10.0,6.0,0.0,1.42703227233484,2.85406454466968,26.1146905837276,425.493455867838,0.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,45.64268881033371,61.30367769253532,25.818786254956514,0.5800000000000001,58.00000000000001,2.63496643621104,9.519032635100688,2.068001556456052,6.509259250325027,0.0,4.146251975618561,Bajo,Alta,Baja,Bajo Clima / Alta Biodiv
148,3520509,Indaiatuba,10.1,2.5,416,14.5,59.7,99.3,1.0,0.75,0.75,1.0,0.8,228683.5,11416.5,178.5,151591.0,1.7,98.3,0.952421046496,712.65625,761,6.35,352050,0.48,0.0,0.79,0.7,INDAIATUBA,1.0,2.0,10.0,7.0,0.0,0.437285593407482,0.655928390111224,13.6433105143135,202.15088289523,0.0,7.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,53.92377553969631,52.842225453593436,23.26282882410424,0.86,86.0,0.8074329389776982,4.3804905393552644,0.9562050885994507,1.4959745563064824,0.0,1.528020624647779,Medio,Media,Baja,Medio Clima / Media Biodiv
149,3504107,Atibaia,7.5,2.2,229,32.7,68.2,80.5,1.0,0.88,0.25,0.8,0.6,142625.0,6676.5,136.5,95733.0,10.3,89.7,0.867353755191,739.274509803922,787,6.06,350410,0.88,0.93,0.78,0.4,ATIBAIA,1.0,5.0,10.0,9.0,0.0,2.1034180543383,0.84136722173532,6.17002629272568,333.041191936897,0.0,9.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,9.0,0.0,0.0,78.66181122619128,64.57817669422131,30.895100625035887,0.706,70.6,3.8838897213119705,7.391942202976169,0.2899780187319416,1.918904525557866,0.0,2.6969428937155895,Alto,Alta,Media,Alto Clima / Alta Biodiv
153,3514908,Elias Fausto,34.1,1.7,1,12.2,73.7,100.0,0.0,0.25,0.0,0.4,0.6,16737.0,810.0,4.0,10536.5,13.1,86.9,0.968983406914,724.861538461538,759,4.5,351490,0.39,0.0,0.78,0.64,ELIAS FAUSTO,1.0,1.0,8.0,4.0,0.0,5.97478640138615,5.97478640138615,12.6964211029456,1538.50749835693,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,49.123559248284124,52.900889938026474,37.73590428837923,0.25,25.0,11.032239379859387,35.126642659309674,0.8717919525110477,13.626683294382236,0.0,12.131471457212466,Medio,Media,Alta,Medio Clima / Media Biodiv
154,3520905,Ipaussu,40.2,1.6,11,13.6,70.5,88.0,0.33,0.25,0.25,0.6,0.4,13687.5,731.5,12.5,9194.5,2.9,97.1,0.960612404943,582.761194029851,669,12.89,352090,0.56,0.0,0.77,0.64,IPAUSSU,1.0,0.0,10.0,4.0,0.0,7.30593607305936,0.0,215.525114155251,584.474885844749,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,53.742659272739985,39.52898659206983,40.773758716829484,0.366,36.6,13.49016186306532,13.176789235219882,18.9535297602273,0.0,0.0,9.1240961717025,Medio,Baja,Alta,Medio Clima / Baja Biodiv
155,3525201,Jarinu,16.5,2.6,22,31.7,69.9,53.5,0.33,0.63,0.75,0.6,0.6,30691.0,1569.5,27.0,17586.0,12.5,87.5,0.835070273081,748.970149253731,780,3.98,352520,0.15,0.0,0.78,0.66,JARINU,1.0,0.0,10.0,6.0,0.0,3.25828418754684,0.0,22.4821608940732,58.6491153758431,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,42.87635817349684,65.03831582520382,37.5902980930169,0.5820000000000001,58.20000000000001,6.016310661128888,1.0788814309893444,1.744169417922587,0.0,0.0,1.7678723020081641,Bajo,Alta,Alta,Bajo Clima / Alta Biodiv
156,3508504,Caçapava,7.3,2.2,90,18.0,73.8,81.7,0.0,0.63,0.25,0.6,0.2,90477.0,4506.0,36.5,60683.0,3.4,96.6,0.954580303624,736.284482758621,777,5.24,350850,0.44,0.0,0.89,0.44,CACAPAVA,1.0,4.0,10.0,8.0,0.0,1.10525326878654,1.10525326878654,12.9314632448025,320.385291289499,0.0,8.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,46.99236627886665,56.93208049718852,32.80423812906889,0.33599999999999997,33.599999999999994,2.040812477211956,7.100762257430353,0.8927454493702154,2.520748900804348,0.0,2.5110138169633744,Bajo,Alta,Media,Bajo Clima / Alta Biodiv
158,3538600,Piracaia,14.0,2.2,22,29.9,76.8,58.6,0.33,0.5,0.5,0.4,0.4,25572.5,951.0,31.5,18077.0,17.7,82.3,0.83857192599,724.791666666667,782,7.32,353860,0.45,0.0,0.78,0.46,PIRACAIA,0.0,2.0,7.0,5.0,0.0,0.0,3.91045067944081,9.49680879292767,326.131586665363,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,45.003541335162765,61.7439706786259,40.27945660612154,0.426,42.6,0.0,7.232969835638409,0.5865534588568683,8.918556977146379,0.0,3.3476160543283315,Bajo,Alta,Alta,Bajo Clima / Alta Biodiv
164,3523404,Itatiba,15.6,2.7,181,21.6,66.4,86.8,1.0,0.75,1.0,0.8,0.6,111530.5,6384.0,57.5,74337.5,3.7,96.3,0.903341134136,746.33,774,3.57,352340,0.29,0.0,0.97,0.69,ITATIBA,1.0,5.0,10.0,7.0,0.0,0.896615723949951,1.61390830310991,6.54529478483464,72.4977856793817,0.0,9.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,7.0,0.0,0.0,52.92656414263164,59.726867302570156,28.962212484903613,0.8299999999999998,82.99999999999999,1.655570364166812,1.397503959501006,0.3234323903974998,3.680837411618665,0.0,1.4114688251367966,Medio,Alta,Baja,Medio Clima / Alta Biodiv
169,3533809,Óleo,0.0,1.4,1,10.8,71.7,97.2,0.0,0.38,0.5,0.2,0.0,2592.5,70.5,0.5,2039.5,23.5,76.5,0.950067589551,649.21875,678,4.25,353380,0.4,0.0,0.25,0.24,OLEO,1.0,0.0,9.0,4.0,0.0,38.572806171649,0.0,197.14989821065,86.7888138862102,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.32815790225915,44.710140972522574,30.145771670201704,0.21600000000000003,21.6,71.223371456396,1.7263040134042087,17.31541913657525,0.0,0.0,18.05301892127509,Bajo,Media,Media,Bajo Clima / Media Biodiv
172,3531803,Monte Mor,11.0,1.9,33,14.6,68.0,80.2,0.0,0.63,0.0,0.6,0.4,56805.5,4333.5,40.0,29300.5,3.0,97.0,0.977968399452,727.315068493151,757,3.92,353180,0.48,0.48,0.78,0.44,MONTE MOR,1.0,1.0,10.0,6.0,0.0,1.76039291969968,1.76039291969968,11.090475394108,394.914811652628,0.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,57.21625965132935,54.343857944890516,32.86246205170265,0.32599999999999996,32.599999999999994,3.2505055056413004,8.815496142083076,0.7286253777841667,4.014924581212663,0.0,3.3619103213442414,Alto,Media,Media,Alto Clima / Media Biodiv
173,3526407,Laranjal Paulista,3.0,1.9,26,11.1,65.6,100.0,0.33,0.38,0.75,0.6,0.2,25756.0,1387.0,10.0,18500.0,11.4,88.6,0.972864662336,717.3125,752,4.61,352640,0.44,0.0,0.78,0.4,LARANJAL PAULISTA,1.0,2.0,8.0,5.0,0.0,3.88259046435782,3.88259046435782,131.522751980121,198.012113682249,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,42.76813306527173,51.603324265258244,25.93825431683128,0.45200000000000007,45.20000000000001,7.1690709155422665,4.285268031875303,11.464901473854496,8.855016240801195,0.0,6.354851332414652,Bajo,Media,Baja,Bajo Clima / Media Biodiv
176,3534708,Ourinhos,9.5,2.2,318,10.2,66.8,67.7,0.33,0.75,0.5,0.8,0.6,103502.5,5060.5,101.0,71947.0,1.8,98.2,0.961027625886,579.626373626374,659,12.04,353470,0.5,0.0,0.78,0.45,OURINHOS,2.0,2.0,10.0,6.0,0.0,1.93232047535084,0.966160237675418,7.24620178256564,1121.71203594116,0.0,7.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,46.11564761968284,37.518551808107226,33.42301637464143,0.596,59.599999999999994,3.5679638752823726,25.53724373534462,0.38591672814007577,2.203519705302533,0.0,6.33892880881392,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
180,3519071,Hortolândia,8.9,1.9,263,4.5,69.7,93.5,1.0,0.63,0.0,1.0,0.6,214666.5,17970.0,226.0,108990.0,0.3,99.7,0.981616240924,570.052631578947,755,24.5,351907,0.9,0.0,0.83,0.56,HORTOLANDIA,1.0,8.0,10.0,8.0,0.0,0.465838870992912,1.33928675410462,9.36336130695754,599.7093165445,0.0,10.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,8.0,0.0,0.0,62.511116298717184,33.72048392488489,30.433866784364106,0.646,64.60000000000001,0.8601555925153971,13.527294570649092,0.5746569050897514,3.05450859871925,0.0,3.603323133394698,Alto,Baja,Media,Alto Clima / Baja Biodiv
181,3504503,Avaré,16.9,1.8,153,13.4,72.7,98.9,1.0,0.13,0.75,0.8,0.4,87869.5,4011.0,68.5,62119.0,5.0,95.0,0.923036738936,663.167101827676,712,6.86,350450,0.46,0.32,0.78,0.6,AVARE,0.0,0.0,10.0,6.0,0.0,0.0,0.0,149.084722230125,62.2134718721134,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,57.83635220245638,47.39141741868076,32.912538801106,0.6159999999999999,61.59999999999999,0.0,1.160888169143001,13.030513008735289,0.0,0.0,2.8382802355756582,Alto,Media,Media,Alto Clima / Media Biodiv
182,3507605,Bragança Paulista,11.7,2.1,155,20.3,66.7,70.8,1.0,0.88,1.0,0.6,0.8,161777.5,6718.0,138.0,118520.0,7.0,93.0,0.911072336511,719.006211180124,775,7.23,350760,0.55,0.56,0.78,0.41,BRAGANCA PAULISTA,4.0,3.0,10.0,6.0,0.0,0.772666161858108,1.4423101688018,3.70879757691892,161.02362813123,0.0,10.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,60.25372793017695,56.371048982027865,33.65191113282536,0.8560000000000001,85.60000000000001,1.4267017238236672,3.4342574630792972,0.07056482006500783,3.2894738928188976,0.0,1.6441995799573739,Alto,Alta,Media,Alto Clima / Alta Biodiv
