Unnamed: 0,Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,idx_clima,idx_biodiv,idx_vulnerabilidad,idx_gobernanza,idx_gobernanza_100,incidence_malaria_norm,incidence_dengue_norm,incidence_diarrhea_norm,incidence_leptospirose_norm,incidence_chagas_norm,idx_carga_enfermedad,tercil_clima,tercil_biodiv,tercil_vuln,grupo_clima_biodiv
183,3512308,Conchas,11.4,1.7,19,18.5,68.0,93.1,0.33,0.5,0.25,0.6,0.6,15760.0,461.5,10.0,12606.5,21.7,78.3,0.934017075703,714.797297297297,741,3.54,351230,0.5,0.33,0.59,0.59,CONCHAS,1.0,2.0,9.0,6.0,0.0,6.34517766497462,6.34517766497462,264.382402707276,899.957698815567,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,53.857910675775685,55.054248941271666,31.162208002840895,0.45600000000000007,45.60000000000001,11.716154219587981,20.435242889434534,23.30905100477743,14.471433902162154,0.0,13.986376403192418,Medio,Alta,Media,Medio Clima / Alta Biodiv
184,3549904,São José dos Campos,10.4,2.2,931,26.9,66.4,89.3,1.0,1.0,0.5,0.8,1.0,663487.5,35678.0,551.0,459984.5,1.3,98.7,0.897906487548,730.626062322946,798,8.44,354990,0.83,0.0,0.78,0.36,SAO JOSE DOS CAMPOS,3.0,10.0,10.0,7.0,0.0,0.40191663997689,1.0851749279376,22.0501516607321,424.854596786999,0.0,10.0,3.0,3.0,2.0,0.0,10.0,7.0,0.0,7.0,0.0,0.0,52.67632831829457,60.821738819059206,29.367698996054834,0.86,86.0,0.7421253723723272,9.504334119558186,1.7056567323146796,2.4749562693285707,0.0,2.8854144987147525,Medio,Alta,Baja,Medio Clima / Alta Biodiv
185,3502507,Aparecida,11.8,2.4,15,26.1,70.5,0.0,0.0,0.63,0.0,0.4,0.4,33788.0,1808.0,27.0,22646.5,2.0,98.0,0.937580709901,746.210526315789,787,5.18,350250,0.93,0.0,0.78,0.44,APARECIDA,1.0,0.0,9.0,6.0,0.0,2.95963063809637,0.0,11.1808268550307,799.100272286019,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,58.14729413408798,61.9650360706099,48.13780889325497,0.28600000000000003,28.6,5.464857064659253,18.114771136141908,0.7366800144451007,0.0,0.0,4.863261643049252,Alto,Alta,Alta,Alto Clima / Alta Biodiv
190,3540754,Potim,16.9,1.8,1,6.1,78.3,0.0,1.0,0.5,0.5,0.6,0.4,19894.5,1203.5,7.0,11419.0,14.8,85.2,0.954228486929,679.466666666667,763,10.95,354075,0.94,0.0,0.78,0.44,POTIM,1.0,2.0,5.0,8.0,0.0,5.02651486591772,5.02651486591772,13.0689386513861,2332.30289778582,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,58.43465045592705,45.35552962870217,54.88743480038363,0.6,60.0,9.281288320928233,53.38984712178655,0.9050010835186483,11.463962316121327,0.0,15.008019768470954,Alto,Media,Alta,Alto Clima / Media Biodiv
191,3552403,Sumaré,10.8,1.8,239,7.3,66.3,23.7,1.0,0.63,0.25,0.8,0.4,260428.0,17886.5,174.0,143874.0,0.4,99.6,0.986156057397,641.9,755,14.98,355240,0.94,1.0,0.8,0.57,SUMARE,1.0,8.0,10.0,7.0,0.0,0.383983289047261,0.863962400356337,13.7850000767967,1043.00832256352,0.0,9.0,1.0,1.0,1.0,0.0,8.0,6.0,0.0,7.0,0.0,0.0,88.18734457032329,42.23538029002661,43.89046772588978,0.6159999999999999,61.59999999999999,0.7090120513182405,23.726472332025626,0.9688364056007913,1.9704373038639094,0.0,5.474951618561713,Alto,Media,Alta,Alto Clima / Media Biodiv
198,3533403,Nova Odessa,12.1,2.1,96,11.2,72.8,100.0,1.0,0.88,0.0,0.6,0.6,56630.5,2749.5,56.5,39053.0,0.8,99.2,0.974106514525,725.375,752,3.54,353340,0.44,0.0,0.79,0.46,NOVA ODESSA,2.0,3.0,10.0,8.0,0.0,1.76583289923275,2.94305483205458,4.94433211785169,788.223660395017,0.0,9.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,44.98214246013219,52.45173697270469,30.337551006186988,0.616,61.6,3.2605502423730512,17.864528079848945,0.1807100430377863,6.712219219268646,0.0,5.603601516905686,Bajo,Media,Media,Bajo Clima / Media Biodiv
199,3509502,Campinas,10.4,1.9,2506,14.4,68.3,80.3,1.0,1.0,0.25,1.0,0.8,1109580.0,89713.0,1178.0,697182.5,0.5,99.5,0.9508891559,699.814960629921,770,9.11,350950,0.94,1.0,0.92,0.75,CAMPINAS,10.0,10.0,10.0,10.0,2.0,0.234322896952,1.20766416121415,10.2561329512068,1313.18156419546,0.135186286703077,10.0,10.0,10.0,10.0,2.0,10.0,10.0,2.0,10.0,2.0,2.0,97.22298977618127,51.5205791139881,33.61956724497635,0.8099999999999999,81.0,0.43266923998435214,29.942468488924877,0.6542455596856569,2.7543172165992575,99.26571167757862,26.60988243655455,Alto,Media,Media,Alto Clima / Media Biodiv
202,3538006,Pindamonhangaba,8.2,2.3,203,30.9,74.9,91.2,0.67,0.75,0.75,0.8,0.2,156211.5,8801.0,129.5,97456.0,3.7,96.3,0.956007181052,714.207627118644,789,9.48,353800,0.58,0.0,1.0,0.69,PINDAMONHANGABA,2.0,6.0,10.0,7.0,0.0,0.640157734865871,1.06692955810979,22.3415049468189,440.428521587719,0.0,7.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,7.0,0.0,0.0,62.057769816390504,61.19585512250097,31.214831494263002,0.634,63.4,1.1820294312563837,9.86265034704379,1.7316302454757564,2.4333440911635464,0.0,3.041930822987895,Alto,Alta,Media,Alto Clima / Alta Biodiv
204,3545803,Santa Bárbara d'Oeste,13.0,2.2,56,10.9,65.8,100.0,1.0,0.5,0.75,0.4,0.6,181678.0,8452.5,80.0,124832.5,0.6,99.4,0.979767523401,658.788235294118,754,12.63,354580,0.74,0.0,0.78,0.58,SANTA BARBARA D'OESTE,2.0,2.0,10.0,8.0,0.0,0.550424377194817,0.550424377194817,2.91724919913253,644.61574874228,0.0,9.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,57.23297856459999,45.70778731826467,27.3517321371343,0.65,65.0,1.0163398457749784,14.560476866110205,0.0,1.2553517668516574,0.0,3.366433695747368,Alto,Media,Baja,Alto Clima / Media Biodiv
206,3537107,Pedreira,6.5,1.7,69,20.9,64.7,79.2,1.0,0.63,0.75,0.6,0.4,42335.0,1499.0,35.0,29887.5,1.7,98.3,0.878256304613,740.194444444444,764,3.12,353710,0.59,0.31,0.78,0.46,PEDREIRA,1.0,4.0,10.0,8.0,0.0,2.36211172788473,5.31475138774064,8.03117987480808,1140.30943663635,0.0,8.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,56.776529840909895,58.769275919897325,31.410876192088118,0.6759999999999999,67.6,4.361558769356482,25.965122419966917,0.45589582150764396,12.121342770064246,0.0,8.580783956179058,Alto,Alta,Media,Alto Clima / Alta Biodiv
208,3536505,Paulínia,14.8,2.0,218,11.5,68.2,82.3,0.33,1.0,0.0,0.6,0.8,96341.5,5939.5,77.5,60983.0,1.0,99.0,0.974427544784,727.659090909091,754,3.49,353650,0.38,0.0,0.9,0.47,PAULINIA,3.0,8.0,10.0,7.0,0.0,1.03797428937685,1.81645500640949,16.3999937721543,971.099088732715,0.0,10.0,2.0,3.0,1.0,0.0,8.0,5.0,0.0,7.0,0.0,0.0,46.508211768666655,52.82792577354576,33.14082538496384,0.546,54.6,1.9165841356082913,22.072024547197287,1.201957418494631,4.142785269293419,0.0,5.866670274118726,Bajo,Media,Media,Bajo Clima / Media Biodiv
211,3510005,Cândido Mota,6.4,1.7,9,6.5,60.0,98.0,1.0,0.63,0.5,0.4,0.2,29666.5,949.5,19.5,21867.0,5.4,94.6,0.976970983407,538.180412371134,638,15.65,351000,0.56,0.0,0.68,0.57,CANDIDO MOTA,4.0,1.0,10.0,7.0,0.0,3.37080545396322,3.37080545396322,52.9216456272226,2265.18126506329,0.0,10.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,49.076314978736114,31.56424394596564,25.722532481223915,0.546,54.6,6.224077343154951,51.84554980896665,4.457783422253092,7.687789199874445,0.0,14.043039954849828,Medio,Baja,Baja,Medio Clima / Baja Biodiv
214,3543204,Ribeirão do Sul,0.0,2.6,2,9.3,61.5,100.0,0.0,0.0,0.5,0.2,0.4,4561.5,130.5,0.0,3389.5,20.5,79.5,0.964667022095,603.757575757576,658,8.24,354320,0.37,0.0,0.44,0.58,RIBEIRAO DO SUL,1.0,1.0,4.0,6.0,0.0,21.9226131754905,43.845226350981,27.4032664693631,646.71708867697,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.55824146506465,39.458214868883715,20.79203923415168,0.22000000000000003,22.000000000000004,40.47935777720189,14.608823330325068,2.1828753001989964,99.99771930201703,0.0,31.453755141948598,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
215,3501608,Americana,9.4,2.3,188,12.1,65.2,95.6,1.0,0.63,0.5,0.4,1.0,223939.0,8510.5,194.0,166928.0,0.2,99.8,0.961655555303,698.790697674419,751,6.95,350160,0.61,0.0,0.8,0.46,AMERICANA,2.0,5.0,10.0,7.0,0.0,0.446550176610595,0.446550176610595,10.1366890090605,1747.54221972438,0.0,9.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,7.0,0.0,0.0,50.13315737820508,50.26914847095684,26.742161899212284,0.706,70.6,0.8245396759863473,39.935997637730175,0.6435973914600082,1.018446087095484,0.0,8.4845161584544,Medio,Media,Baja,Medio Clima / Media Biodiv
217,3527207,Lorena,13.8,1.5,132,21.1,73.0,92.4,0.33,0.63,0.0,1.0,0.8,83696.0,5489.0,54.5,53579.0,2.7,97.3,0.959730496037,718.641221374046,771,6.79,352720,0.71,0.0,0.78,0.61,LORENA,1.0,6.0,10.0,7.0,0.0,1.19480022940164,2.19046708723635,10.872682087555,549.096048283584,0.0,9.0,1.0,1.0,1.0,0.0,6.0,4.0,0.0,7.0,0.0,0.0,57.344935573108714,56.73490479607301,34.7273982087753,0.5519999999999999,55.199999999999996,2.2061578868847493,12.36281255497056,0.709209577158999,4.9957938676456735,0.0,4.054794777331996,Alto,Alta,Media,Alto Clima / Alta Biodiv
218,3524709,Jaguariúna,10.4,2.5,59,15.5,71.1,73.4,1.0,0.75,0.75,0.8,0.4,51829.0,2372.5,40.5,34727.0,3.1,96.9,0.973818708274,725.227272727273,754,3.82,352470,0.32,0.0,0.78,0.46,JAGUARIUNA,1.0,4.0,10.0,7.0,0.0,1.92942175230084,2.41177719037604,28.1695575835922,606.940956938063,0.0,9.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,7.0,0.0,0.0,41.26790915125471,54.58710784628216,32.97048885468269,0.74,74.0,3.562611482002489,13.69367614353522,2.251188490031069,5.500535373489628,0.0,5.001602297811681,Bajo,Media,Media,Bajo Clima / Media Biodiv
219,3518404,Guaratinguetá,9.2,2.0,181,33.0,74.4,25.5,0.0,0.75,0.5,0.8,0.2,115058.0,5764.0,60.0,77496.5,4.1,95.9,0.954903891079,695.258333333333,793,12.33,351840,0.52,0.0,0.78,0.62,GUARATINGUETA,1.0,5.0,10.0,6.0,0.0,1.73825375028247,3.65033287559318,24.3355525039545,384.154078812425,0.0,7.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,52.20984078284152,60.369345732692814,45.5737233497706,0.45,45.0,3.2096262841472467,8.567919166746469,1.9093952577215578,8.325306826573705,0.0,4.402449507037796,Medio,Alta,Alta,Medio Clima / Alta Biodiv
222,3507506,Botucatu,10.8,1.8,103,19.7,73.8,92.1,1.0,0.88,1.0,0.6,0.8,136241.5,6383.5,109.0,99552.5,3.1,96.9,0.898638054137,674.323404255319,735,8.26,350750,0.41,0.0,0.78,0.68,BOTUCATU,2.0,6.0,10.0,6.0,0.0,0.733990744376713,1.34564969802397,17.7625760139165,149.489448271391,0.0,9.0,1.0,2.0,1.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,50.99697319066358,51.646202984739155,33.172107084804665,0.8560000000000001,85.60000000000001,1.3552888840823574,3.1688854475211587,1.323428668278017,3.0690205520819305,0.0,1.783324710392693,Medio,Media,Media,Medio Clima / Media Biodiv
233,3548005,Santo Antônio de Posse,10.3,1.9,17,13.1,66.3,69.8,1.0,0.38,0.25,0.4,0.4,21947.0,1007.0,11.5,14168.0,6.7,93.3,0.961962471186,725.448979591837,747,2.89,354800,0.38,0.0,0.78,0.57,SANTO ANTONIO DE POSSE,1.0,2.0,8.0,6.0,0.0,4.55643140292523,9.11286280585046,11.3910785073131,3460.60965052171,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,46.56347565371777,53.40906301874677,34.08087901270666,0.48599999999999993,48.599999999999994,8.41329523400495,79.34930334493248,0.7554234929589076,20.78368782048349,0.0,21.860341978475965,Bajo,Media,Media,Bajo Clima / Media Biodiv
239,3538709,Piracicaba,10.2,2.1,638,17.2,66.5,100.0,1.0,1.0,1.0,1.0,0.8,393947.0,28149.5,283.0,267307.5,2.1,97.9,0.947343213167,698.761467889908,749,6.71,353870,0.55,0.0,0.78,0.61,PIRACICABA,2.0,10.0,10.0,7.0,0.0,0.380761879136026,0.609219006617641,12.9205197653491,408.938258192092,0.0,10.0,2.0,2.0,2.0,0.0,10.0,7.0,0.0,7.0,0.0,0.0,52.74723442368344,52.81625390582327,27.51433902732625,0.96,96.0,0.7030638277510932,9.138139825333331,0.8917698619264336,1.3894445595863931,0.0,2.42448361491945,Medio,Media,Baja,Medio Clima / Media Biodiv
245,3550506,São Pedro do Turvo,21.3,1.8,8,17.1,68.9,85.5,0.0,0.63,0.75,0.4,0.4,7207.5,228.5,2.0,5146.0,23.9,76.1,0.928381027354,626.052863436123,663,5.57,355050,0.6,0.0,0.21,0.4,SAO PEDRO DO TURVO,1.0,1.0,3.0,5.0,0.0,13.8744363510232,13.8744363510232,13.8744363510232,1171.00242802636,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.20625974661192,45.566071116787725,35.12218361741933,0.43599999999999994,43.599999999999994,25.618673673354987,26.67128974938719,0.9768094553538926,31.64339900077348,0.0,16.98203437577391,Bajo,Media,Media,Bajo Clima / Media Biodiv
246,3520004,Igaraçu do Tietê,8.1,1.4,20,6.1,72.5,86.5,0.0,0.25,0.0,0.4,0.0,23234.0,1575.0,15.5,13984.0,1.3,98.7,0.93693411586,638.709677419355,707,9.66,352000,0.77,0.0,0.78,0.49,IGARACU DO TIETE,1.0,0.0,10.0,5.0,0.0,4.30403718688129,0.0,159.679779633296,80.0550916759921,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,55.17296960803931,41.31944924019836,34.637612075101615,0.13,13.0,7.947257919458828,1.5713782660299929,13.97503938288314,0.0,0.0,4.698735113674392,Medio,Media,Media,Medio Clima / Media Biodiv
250,3526803,Lençóis Paulista,9.8,2.0,96,9.9,67.8,98.1,1.0,0.88,0.5,0.8,0.8,63966.5,2596.5,28.5,44067.0,2.5,97.5,0.94084275551,652.562992125984,704,7.31,352680,0.52,0.0,0.78,0.57,LENCOIS PAULISTA,3.0,1.0,10.0,6.0,0.0,1.56331829942235,1.56331829942235,70.9746507937749,219.646221068841,0.0,8.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,50.586464159464896,44.59131435672888,28.53069985290002,0.7959999999999999,79.6,2.8866139385569967,4.783013580474826,6.067169654302449,3.5654568922494576,0.0,3.4604508131167457,Medio,Media,Baja,Medio Clima / Media Biodiv
257,3513405,Cruzeiro,10.6,2.0,176,36.7,78.4,6.8,0.0,0.38,0.25,0.6,0.2,76000.0,4730.0,28.5,53541.0,2.4,97.6,0.800608721141,713.632653061224,786,9.21,351340,0.85,0.0,0.78,0.63,CRUZEIRO,1.0,5.0,8.0,6.0,0.0,1.31578947368421,2.10526315789474,8.38815789473684,162.719298245614,0.0,6.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,62.0172747282065,64.03891663023478,51.26529841461341,0.286,28.599999999999998,2.4295604013250856,3.473270500975697,0.487719637272236,4.801469437854228,0.0,2.2384039954854495,Alto,Alta,Alta,Alto Clima / Alta Biodiv
258,3526902,Limeira,12.3,2.3,319,11.9,70.1,95.9,0.67,0.88,1.0,0.8,0.4,283945.5,17288.5,175.0,195197.0,3.0,97.0,0.970893860184,687.342245989305,744,7.62,352690,0.94,1.0,0.78,0.56,LIMEIRA,3.0,5.0,10.0,9.0,0.0,0.469573679925666,0.77479657187735,19.7925306088668,858.341555764124,0.0,10.0,1.0,3.0,3.0,0.0,5.0,4.0,0.0,9.0,0.0,0.0,87.33075435203095,49.03543196788936,29.41383107207406,0.7499999999999999,74.99999999999999,0.8670517898714432,19.47776174248531,1.504394715019711,1.7670769787010758,0.0,4.723257045215508,Alto,Media,Baja,Alto Clima / Media Biodiv
259,3504008,Assis,11.6,2.3,63,16.2,66.1,95.7,0.67,0.63,0.5,0.6,0.4,98276.5,3805.5,104.5,71899.0,3.7,96.3,0.92825511446,578.77397260274,635,8.85,350400,0.58,0.0,0.78,0.72,ASSIS,1.0,7.0,10.0,8.0,0.0,2.03507450916547,1.4536246494039,12.9227231332007,1093.0893957355,0.0,9.0,0.0,1.0,0.0,0.0,7.0,7.0,0.0,8.0,0.0,0.0,57.180731960629245,40.43414029689982,27.592099642527092,0.5599999999999999,55.99999999999999,3.7576956953230303,24.878709898151843,0.8919662873886649,3.3152788059065825,0.0,6.568730137354024,Alto,Baja,Baja,Alto Clima / Baja Biodiv
260,3511706,Charqueada,10.3,2.3,0,18.6,75.1,68.8,0.0,0.63,0.25,0.4,0.2,15310.0,672.5,10.5,10552.0,7.0,93.0,0.842382956058,704.864406779661,733,3.84,351170,0.38,0.32,0.78,0.59,CHARQUEADA,1.0,0.0,10.0,6.0,0.0,6.53167864141084,0.0,115.610711952972,176.355323318093,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,55.21282630306841,54.120615327509825,36.23375908680105,0.296,29.599999999999998,12.06052191382799,3.7870006059036414,10.046377637670242,0.0,0.0,5.1787800314803745,Medio,Media,Alta,Medio Clima / Media Biodiv
262,3500501,Águas de Lindóia,5.1,3.1,6,23.2,62.1,75.9,0.0,0.38,0.5,0.4,0.6,17598.0,536.5,10.5,13886.0,12.8,87.2,0.953644704219,705.5,735,4.01,350050,0.52,0.53,0.78,0.66,AGUAS DE LINDOIA,1.0,0.0,10.0,6.0,0.0,5.68246391635413,0.0,94.897147403114,262.340417471682,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,66.75854208154281,56.48355681016229,25.168040960736302,0.376,37.6,10.492475877980825,5.765297981250168,8.19980831053292,0.0,0.0,4.891516433952782,Alto,Alta,Baja,Alto Clima / Alta Biodiv
264,3550407,São Pedro,15.1,2.5,0,22.8,76.1,62.3,0.0,0.25,0.25,0.4,0.6,34959.0,1146.5,24.0,25604.0,3.8,96.2,0.92929936498,696.938461538462,743,6.2,355040,0.47,0.47,0.75,0.62,SAO PEDRO,1.0,1.0,10.0,7.0,0.0,2.86049372121628,2.86049372121628,52.9191338425012,684.883925251213,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,61.725186833220576,55.43572535552868,38.35024696451726,0.3,30.0,5.281804127712648,15.486944746174599,4.457559502096243,6.523922260307084,0.0,6.350046127258115,Alto,Alta,Alta,Alto Clima / Alta Biodiv
271,3515350,Euclides da Cunha Paulista,10.4,2.1,3,9.8,67.2,96.0,0.33,0.5,0.5,0.2,0.2,8754.5,548.0,3.0,3171.5,37.7,62.3,0.967062194174,493.461538461538,608,18.84,351535,0.47,0.0,0.28,0.3,EUCLIDES DA CUNHA PAULISTA,1.0,0.0,6.0,7.0,0.0,11.4226968987378,0.0,26.6529594303882,827.329618237152,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27.085576443610194,28.785826309734105,28.43771895575029,0.346,34.599999999999994,21.091620366749297,18.764256277172535,2.115987055987269,0.0,0.0,8.39437273998182,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
283,3552908,Taciba,0.0,1.7,0,12.5,66.1,100.0,0.0,0.5,0.5,0.4,0.2,5987.0,267.5,11.5,3304.5,16.7,83.3,0.96458159739,523.793650793651,615,14.83,355290,0.68,0.0,0.21,0.17,TACIBA,1.0,0.0,9.0,7.0,0.0,16.7028561884082,0.0,122.487612048327,150.325705695674,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,27.037577853792094,33.139552688605676,26.16448583441392,0.31999999999999995,31.999999999999996,30.841254468132018,3.188125594710136,10.659438356954183,0.0,0.0,8.937763683959266,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
284,3545506,Sandovalina,21.3,2.1,0,8.8,66.6,100.0,0.0,0.25,0.5,0.4,0.2,3672.0,280.0,10.0,1523.0,30.6,69.4,0.966032304628,483.702127659574,606,20.18,354550,0.47,0.0,0.15,0.31,SANDOVALINA,1.0,0.0,8.0,5.0,0.0,27.2331154684096,0.0,71.4869281045752,871.459694989107,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23.95280495977488,27.31937203358178,30.121259185036735,0.26999999999999996,26.999999999999996,50.28501919953886,19.779576616954817,6.112838064818433,0.0,0.0,15.235486776262423,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
287,3544251,Rosana,10.0,2.4,0,16.1,66.5,99.8,1.0,0.5,1.0,0.2,0.4,18565.5,1081.0,30.0,8999.0,20.7,79.3,0.973311812427,489.0,608,19.57,354425,0.47,0.0,0.45,0.34,ROSANA,3.0,0.0,9.0,8.0,0.0,7.18177982458503,0.0,20.3483761696576,1683.22964638712,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,32.90555433805618,31.4940093791973,26.1197084364808,0.62,62.0,13.260911583363885,38.4563296058778,1.5539471404707315,0.0,0.0,10.654237665942484,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
288,3530805,Mogi Mirim,5.5,1.9,188,9.2,67.8,100.0,1.0,0.38,0.25,0.8,0.2,89531.5,3905.5,114.5,67240.5,5.7,94.3,0.970967519648,706.805194805195,743,4.87,353080,0.43,0.0,1.0,0.63,MOGI MIRIM,1.0,3.0,10.0,6.0,0.0,1.1169253279572,1.861542213262,27.4763630677471,979.171204175812,0.0,8.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,55.79937304075235,49.61280755350006,27.497873518529342,0.526,52.6,2.062364536511805,22.25774330405587,2.1893917033110286,4.245615571020175,0.0,6.151023022979776,Medio,Media,Baja,Medio Clima / Media Biodiv
291,3512209,Conchal,18.6,2.8,35,7.8,74.7,89.6,0.0,0.5,0.75,0.6,0.0,26665.0,1744.0,9.0,16267.5,4.7,95.3,0.960530818578,707.896551724138,738,4.08,351220,0.56,0.0,0.78,0.58,CONCHAL,1.0,3.0,10.0,6.0,0.0,3.75023438964935,3.75023438964935,205.512844552785,1577.59859991249,0.0,8.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,52.060564771496544,49.02088237302796,32.039073567672865,0.37,37.0,6.924679936272509,36.02602905142821,18.0609576537489,8.553152008178335,0.0,13.91296372992559,Medio,Media,Media,Medio Clima / Media Biodiv
292,3535507,Paraguaçu Paulista,15.7,1.8,21,10.5,68.6,99.8,0.33,0.75,0.25,0.6,0.4,41699.0,1963.5,47.0,25288.5,8.3,91.7,0.945990207192,561.288888888889,638,12.02,353550,0.63,0.0,0.63,0.56,PARAGUACU PAULISTA,2.0,1.0,6.0,7.0,0.0,3.59720856615267,2.39813904410178,6.39503745093807,2246.37110173934,0.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,49.4333466728918,35.852628603516436,30.74618464121278,0.466,46.6,6.6421229706002585,51.412775999739424,0.31003727516839563,5.469430880790326,0.0,12.76687342525968,Medio,Baja,Media,Medio Clima / Baja Biodiv
295,3543907,Rio Claro,11.3,2.5,473,16.6,63.7,91.3,0.67,0.38,1.0,0.8,0.8,193835.5,10922.5,154.0,138407.0,1.4,98.6,0.921719747648,697.690322580645,738,5.46,354390,0.66,0.0,0.78,0.56,RIO CLARO,1.0,5.0,10.0,9.0,0.0,0.515901369976088,0.722261917966523,5.36537424775132,1368.80097929544,0.0,10.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,9.0,0.0,0.0,54.284777340536706,52.41018060021865,26.784632603934245,0.7299999999999999,72.99999999999999,0.9525942900072825,31.222129155622035,0.21824503517464452,1.6472612994900604,0.0,6.808045956058805,Medio,Media,Baja,Medio Clima / Media Biodiv
298,3539202,Pirapozinho,11.5,1.9,5,9.0,65.8,97.0,1.0,0.5,0.75,0.4,0.4,25021.0,1450.5,26.0,13585.5,5.1,94.9,0.964343290816,505.860927152318,614,17.61,353920,0.62,0.0,0.7,0.51,PIRAPOZINHO,1.0,0.0,10.0,7.0,0.0,3.99664282003117,0.0,40.765756764318,1110.49575499438,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,49.384315855335664,29.613712138606854,28.73656297594464,0.61,61.0,7.379664701678847,25.279185761732016,3.3741123107792474,0.0,0.0,7.206592554838022,Medio,Baja,Baja,Medio Clima / Baja Biodiv
299,3503307,Araras,8.5,2.1,247,12.0,66.9,100.0,0.67,0.75,0.25,0.6,0.8,124854.5,7117.0,62.5,86719.5,3.0,97.0,0.964370053179,702.79702970297,738,4.77,350330,0.51,0.0,0.78,0.69,ARARAS,2.0,4.0,9.0,6.0,0.0,0.800932285179949,1.20139842776992,2.93675171232648,530.617638931716,0.0,7.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,54.19521173372971,50.61588724948024,27.122088256350867,0.6140000000000001,61.40000000000001,1.4788941568041718,11.937671557205503,0.001738606726976221,2.740026970971107,0.0,3.2316662583415514,Medio,Media,Baja,Medio Clima / Media Biodiv
