Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,UAI_promedio,pct_preta,pct_indigena,pct_branca,riesgo_climatico,cuadrante,idx_clima,mort_norm,pobreza_pct,pobreza_norm,idx_social,idx_capacidad_inv,idx_politicas,idx_riesgo_eco,IVM,IVM_100,categoria_IVM
3517604,Guapiara,10.2,2.0,7,44.6,70.9,52.7,0.33,0.5,0.5,0.2,0.2,17534.5,283.0,6.5,9224.5,59.5,40.5,0.827560554096,691.038759689922,735,5.98,351760,0.4,0.0,0.64,0.49,GUAPIARA,2.0,0.0,8.0,5.0,0.0,5.70304257321281,0.0,11.4060851464256,55.8898172174855,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.346,1.613961048219225,0.03706977672588326,52.60771621660155,0.245,Q2_Conservar,0.40817381444674183,0.1275,0.40434571844078815,0.06983140619895055,0.09866570309947528,0.6673913043478261,0.8293074669583391,0.13696747595052683,0.4281011529605818,50.288012692491414,Alta
3551801,Sete Barras,20.5,1.0,0,78.6,74.7,73.8,0.0,0.38,0.75,0.6,0.8,12867.5,609.5,131.5,6299.5,43.1,56.9,0.706832463647,683.918367346939,764,10.48,355180,0.59,0.33,0.24,0.26,,,,,,,,,,,,,,,,,,,,,,,0.506,4.736739848455411,1.0219545366232758,48.95667379055761,0.29500000000000004,Q1_Modelo,0.3642132121974382,0.25625,0.5805323489411308,0.10030224328184018,0.17827612164092008,0.49347826086956514,0.7083245293528293,0.24003664681630787,0.3968657541754121,43.48833733818511,Moderada
3543253,Ribeirão Grande,12.7,2.9,0,63.4,51.5,50.7,1.0,0.5,0.75,0.2,0.4,7436.0,97.5,3.5,5499.5,59.7,40.3,0.907054509419,699.622641509434,766,8.67,354325,0.17,0.0,0.54,0.44,,,,,,,,,,,,,,,,,,,,,,,0.5700000000000001,1.3111888111888113,0.04706831629908553,73.95777299623454,0.22,Q1_Modelo,0.29925234950913604,0.15875,0.6925766541151157,0.11967989843834437,0.13921494921917218,0.42391304347826075,0.9089692275402348,0.1985799358680715,0.39398590112297505,42.86141831085458,Moderada
3526100,Juquiá,19.2,2.7,31,78.7,75.7,81.3,0.0,0.75,0.75,0.6,0.6,18200.0,868.0,25.0,8771.5,33.0,67.0,0.615356131484,682.34749034749,768,11.15,352610,0.43,0.43,0.42,0.37,,,,,,,,,,,,,,,,,,,,,,,0.54,4.769230769230769,0.13736263736263737,48.19505494505494,0.4,Q1_Modelo,0.42682282684300293,0.24,0.41593406593406596,0.07183556875955355,0.15591778437977677,0.4565217391304347,0.6166550981102946,0.25538250114521305,0.3822599899217444,40.308789162426734,Moderada
3529906,Miracatu,23.6,2.2,18,80.9,73.3,88.5,0.0,0.38,0.25,0.4,0.2,19572.5,971.0,160.5,9807.0,35.4,64.6,0.604508709721,675.51582278481,770,12.27,352990,0.41,0.34,0.37,0.33,,,,,,,,,,,,,,,,,,,,,,,0.246,4.96104227870737,0.8200281006514243,50.106016094009455,0.335,Q2_Conservar,0.3722908150787828,0.29500000000000004,0.37450504534423296,0.06467057029564327,0.17983528514782166,0.7760869565217391,0.6057847783242953,0.2810352725606963,0.44300662152666703,53.5328038971844,Alta
3531100,Mongaguá,14.4,1.6,148,84.4,80.4,91.2,0.67,0.63,0.5,0.6,0.4,54122.0,6175.5,409.5,27223.5,1.1,98.9,0.0,656.957446808511,722,9.01,353110,0.5,0.0,0.78,0.55,,,,,,,,,,,,,,,,,,,,,,,0.5599999999999999,11.410332212409003,0.756623923727874,50.3002475887809,0.275,Q1_Modelo,0.49362400866436085,0.18,0.1485532685414434,0.025593032119249973,0.10279651605962498,0.4347826086956522,0.0,0.20636738433348603,0.24751410355062484,10.975778594721888,Baja
3537206,Pedro de Toledo,33.9,2.0,3,90.6,73.4,68.2,0.33,0.5,0.5,0.4,0.6,10742.5,535.0,16.0,5680.5,34.3,65.7,0.565185855794,653.390697674419,739,11.58,353720,0.36,0.35,0.33,0.41,,,,,,,,,,,,,,,,,,,,,,,0.466,4.980218757272516,0.1489411217128229,52.87875261810565,0.38,Q1_Modelo,0.3757587270885143,0.42374999999999996,0.6832673958575751,0.11806989607367849,0.2709099480368392,0.5369565217391303,0.5663789170584741,0.2652313330279432,0.40304708939018025,44.83396039251668,Moderada
3541000,Praia Grande,10.7,2.1,532,68.7,75.6,72.6,1.0,0.63,0.0,1.0,0.4,305993.0,23755.5,450.5,165968.5,0.3,99.7,0.0,653.717391304348,691,5.4,354100,0.94,1.0,1.0,0.69,PRAIA GRANDE,0.0,9.0,10.0,7.0,0.0,0.0,1.34353109747972,2.94124375394208,293.050587991976,0.0,10.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,7.0,0.0,0.0,0.606,7.76341288853013,0.14722559012787875,54.239312664015195,0.845,Q1_Modelo,0.974025974025974,0.13374999999999998,0.024706447533113497,0.004174174766329118,0.06896208738316455,0.3847826086956522,0.0,0.12368300503893725,0.31029073502874555,24.641706692006682,Baja
3522109,Itanhaém,9.1,2.1,239,85.9,78.6,58.2,0.67,0.5,0.75,1.0,0.6,99766.5,7097.5,403.0,54509.0,1.1,98.9,0.26817291975,651.775401069519,786,17.08,352210,0.94,1.0,0.78,0.61,ITANHAEM,2.0,7.0,10.0,7.0,0.0,1.50351069747861,2.7206384049613,4.61076613893441,743.73662501942,0.0,9.0,2.0,2.0,2.0,0.0,7.0,5.0,0.0,7.0,0.0,0.0,0.704,7.114111450236302,0.4039432073892539,54.6365764059078,0.8049999999999999,Q1_Modelo,0.8895413097540756,0.11374999999999999,0.07878396054787928,0.013526684001798987,0.06363834200089949,0.27826086956521745,0.26873901092063834,0.39120476408612,0.3782768592653901,39.441696171449664,Moderada
3551009,São Vicente,12.9,1.7,843,69.4,80.5,74.5,1.0,0.5,0.5,1.0,1.0,331178.0,29646.5,422.5,165029.5,0.1,99.9,0.840241730213,616.061224489796,743,17.08,355100,0.94,0.0,1.0,0.63,SAO VICENTE,5.0,10.0,10.0,8.0,0.0,0.543514363876828,2.83835278913454,11.896925520415,42.5752918370182,0.0,10.0,5.0,5.0,3.0,0.0,10.0,8.0,0.0,8.0,0.0,0.0,0.8,8.951832549263539,0.12757489929886648,49.83105761856162,0.315,Q4_Desarrollo,0.7045454545454546,0.16125,0.024307170162269232,0.004105121196921895,0.08267756059846094,0.17391304347826075,0.8420154120042816,0.39120476408612,0.43887124694251556,52.632568723813414,Alta
