cod_ibge,incidence_diarrhea_mean,incidence_diarrhea_max,total_cases_diarrhea,persist_diarrhea
354530,5.9998566638655255,13.905627143784185,26.0,9
354540,258.41094625270154,458.4075380535557,234.0,10
354550,52.35263675417228,150.9813789632612,21.0,8
354560,216.15200559073295,434.87440196002103,320.0,10
354570,45.45300021845604,116.80293675955281,27.0,8
354580,2.793525190752117,4.6517637937718055,53.0,10
354600,9.312503596891021,36.542254905615,13.0,5
354610,51.891479467742286,140.58106841611996,11.0,7
354620,59.394359803297675,200.06952415964548,25.0,8
354625,230.0069507430394,374.0065451145395,47.0,9
354630,74.1611446388427,179.100790513834,244.0,10
354640,10.085983245836562,20.38412755934046,46.0,9
354650,3.5202069731759176,17.63046544428773,2.0,2
354660,53.5615378885444,109.76003369633034,164.0,10
354670,5.772296902828449,13.333925952264545,14.0,8
354680,53.825208337803794,85.21717795982545,290.0,10
354690,13.977256128831709,34.67807189920241,12.0,8
354700,5.108965124785442,18.281535648994517,3.0,3
354710,51.596973261316805,136.00816048962938,15.0,7
354720,25.737688231273278,67.24949562878278,4.0,4
354730,11.834500820189525,20.185177059107463,145.0,10
354740,19.73116432766519,39.8406374501992,5.0,5
354750,180.94695312402513,396.34221863989836,487.0,10
354760,87.42439407707475,193.98241776383674,218.0,10
354765,6.5359477124183005,65.359477124183,1.0,1
354770,14.871667074988338,28.50220892119139,31.0,10
354780,21.980579506242506,29.182621306850837,1535.0,10
354790,83.54149800092361,218.02325581395348,56.0,10
354800,8.86155849720833,18.037518037518037,20.0,8
354805,46.3011060752385,78.91414141414141,37.0,10
354810,3.4084731233373047,34.08473123337305,2.0,1
354820,55.63513392821685,93.25444007702816,37.0,10
354830,10.43723749958428,35.75578796817735,3.0,3
354840,22.59304935762943,92.74287039183862,10.0,6
354850,5.193599870410002,16.14521467369368,223.0,10
354860,243.6125333932726,448.2166698455083,260.0,10
354870,6.325608869018071,12.408564391142766,510.0,10
354880,32.01373222087767,52.44240928102736,498.0,10
354890,9.35066693598064,17.24034240121885,227.0,10
354900,21.129035657274688,70.07708479327259,6.0,4
354910,6.031043196069051,19.21280110512032,52.0,10
354920,58.17025542323554,117.55485893416929,15.0,7
