cod_ibge,incidence_diarrhea_mean,incidence_diarrhea_max,total_cases_diarrhea,persist_diarrhea
354925,37.2264638814944,156.90376569037656,7.0,4
354930,37.86195727971206,142.11274277593557,8.0,4
354940,0.8016106630214945,3.8874958695356385,4.0,3
354950,3.378965424927672,11.33401337413578,3.0,3
354960,4.822763443453099,48.22763443453099,2.0,1
354970,5.570731890830219,14.61614353052947,30.0,9
354980,31.059850198636315,49.765113273231215,1342.0,10
354990,21.78231640459207,29.95436364597466,1463.0,10
354995,19.27139399268022,38.797284190106694,29.0,10
355000,5.610205637062968,28.071488724618696,6.0,3
355010,7.281780698680061,9.909084152897169,29.0,10
355020,13.125035253192081,30.385900941962927,43.0,9
355030,25.877668806390364,32.52712419167809,30528.0,10
355040,54.62005221887588,226.69728552081494,185.0,10
355050,4.090554112813253,13.986444338147468,3.0,3
355060,8.832520214916567,16.37388599097097,76.0,10
355070,2.4230715107742737,5.619240278714318,20.0,8
355080,269.8777021164357,476.9363616282105,329.0,10
355090,175.07356053479901,498.1050959659099,257.0,10
355100,11.25223022767457,15.694968528117098,394.0,10
355110,5.3034842771133395,22.1489093323322,5.0,4
355120,5.507198990817304,27.949668237438022,2.0,2
355130,66.21612836283097,146.5845793022574,22.0,8
355140,14.430630240127176,34.984882157797564,18.0,9
355150,116.82990101419334,379.8144042046481,472.0,10
355160,42.46878253310676,85.91707134852446,118.0,10
355170,26.10097429208475,42.90617848970251,305.0,10
355180,2.3067869522566293,7.793017456359102,3.0,3
355190,62.065040704545844,120.14898474107893,102.0,10
355200,8.396488142632569,34.687534687534686,5.0,4
355210,2.029136960331673,5.098529074362046,8.0,6
355220,13.03906608974828,34.363194881639544,798.0,10
355230,279.4455230747197,583.7164821172347,212.0,10
355240,13.725045205986396,16.696225169002904,359.0,10
355250,7.9756085840723525,12.332622027557804,225.0,10
355255,32.95658805941479,108.3130246412131,12.0,6
355260,20.858851050785166,49.88775255674732,25.0,10
355270,311.8621885489851,545.3741027743863,480.0,10
355280,23.5258294869584,33.38140662978347,626.0,10
355290,111.97041719853637,259.11210917256864,66.0,9
355300,142.27501846785765,238.17925194071984,171.0,10
355310,20.81768692912592,95.31374106433678,13.0,6
355320,0.0,0.0,0.0,0
355330,73.67836328909911,137.84785043508228,169.0,10
355340,32.21724351926055,71.05146131958446,81.0,10
355350,7.511194290881127,25.347578672547304,6.0,4
355360,34.974707882433876,71.45817552986237,45.0,10
355365,7.10229511826923,35.574528637495554,2.0,2
355370,7.023332600473012,24.25615695897948,39.0,9
355380,216.4673279593497,322.32070910556,494.0,10
355385,12.813073671100991,57.099352874000765,7.0,5
355390,45.200547762138605,89.13980092111127,32.0,9
355395,5.182622122065408,15.480475250590194,7.0,5
355400,3.5946679395085552,14.716703458425313,42.0,9
355410,1.6932647857176715,2.6214553009103003,51.0,10
355420,12.626330213013542,41.77109440267335,6.0,5
355430,336.0185926659311,588.0990970131975,750.0,10
355440,316.16159572516034,434.8310848478091,284.0,10
355450,67.29806351485453,110.65006915629321,270.0,9
355460,124.00480828717794,227.7904328018223,33.0,9
355465,12.849440091989374,44.635484317322586,3.0,3
355470,58.81063266700254,101.56408693885842,57.0,10
355475,49.660375272741234,129.74964805407967,8.0,7
355480,2.6530542040082254,6.431971184769092,12.0,7
355490,58.566566026181036,140.49877063575693,33.0,9
355495,6.371153450905185,32.90556103981573,4.0,3
355500,128.95596312008928,421.6245336474675,828.0,10
355510,40.55148271018046,58.742901899353825,61.0,10
355520,55.963231944687564,209.0224542371464,11.0,6
355530,32.96698070811205,115.80775911986102,6.0,5
355535,13.997434090867774,56.40921500936393,8.0,5
355540,3.34505856140798,7.602556587729323,28.0,9
355550,17.254540677962694,86.26266982963124,8.0,5
355560,13.136248325476842,29.673590504451038,13.0,8
355570,23.61008621603233,62.4289870272565,4.0,4
355580,65.21256740224167,164.09583196586806,59.0,10
355590,131.2379691333076,403.22580645161287,16.0,8
355600,325.4642930511688,600.5920573280923,429.0,10
355610,22.98688445417935,55.51149881046788,29.0,8
355620,3.6261333441690633,6.7617824058421805,43.0,9
355630,101.2916561668459,214.12340499912602,243.0,10
355635,5.13192029101633,19.71803214039239,5.0,4
355640,5.558040717933549,19.135551462673714,23.0,8
355645,13.293452177511842,22.57799671592775,63.0,10
355650,8.719729867924922,15.765963037575546,99.0,10
355660,15.66674114059426,28.201982599376738,17.0,7
355670,25.581414549160968,43.59924199603558,183.0,10
355680,102.99956874971329,214.79159410193893,186.0,10
355690,15.248494225310498,42.98302170642596,12.0,7
355695,72.3836168668935,228.96393817973666,13.0,7
355700,3.65158279881802,9.797517962116263,43.0,10
355710,25.986047782788752,50.14082102927371,238.0,10
355715,16.308331104566832,83.5421888053467,4.0,3
355720,20.312114049765114,64.1025641025641,25.0,8
355730,36.753103529897714,59.792877472435485,39.0,10
