cod_ibge,ano,hosp_circulatorio,hosp_respiratorio,hosp_calor,obit_circulatorio,obit_respiratorio,obit_calor,populacao,inc_hosp_circulatorio,inc_hosp_respiratorio,inc_hosp_calor,inc_obit_circulatorio,inc_obit_respiratorio,inc_obit_calor
350395,2010,30,29,0,3,0,0,1787.94,1677.9086546528408,1621.9783661644126,0,167.79086546528407,0,0
350400,2010,792,719,0,163,76,0,94792.5,835.5091383812011,758.4988263839439,0,171.95453226784818,80.1751193396102,0
350410,2010,518,576,0,284,140,0,126500.22,409.4854538592897,455.3351764921831,0,224.50553840934032,110.67174428629453,0
350420,2010,174,230,0,27,9,0,14112.45,1232.9538811474974,1629.7666245053126,0,191.32042983323234,63.77347661107745,0
350430,2010,33,33,0,7,6,0,4937.13,668.4045184145446,668.4045184145446,0,141.7827766333882,121.5280942571899,0
350440,2010,69,92,0,23,5,0,11385.99,606.0079097206303,808.0105462941738,0,202.00263657354344,43.91361664642249,0
350450,2010,814,841,0,177,58,0,82595.7,985.5234594537004,1018.2128125314031,0,214.29687017605033,70.22157327802779,0
350460,2010,136,77,0,27,12,0,14689.62,925.8238130053738,524.1796588339249,0,183.80325699371392,81.69033644165063,0
350470,2010,17,13,0,6,0,0,3847.14,441.88670025005587,337.9133590147486,0,155.96001185296092,0,0
350480,2010,107,46,0,22,13,0,8140.77,1314.3719820115296,565.057113761966,0,270.2447065818098,159.69005388925126,0
350490,2010,75,69,0,28,14,0,10160.37,738.1620944906533,679.1091269314011,0,275.5805152765106,137.7902576382553,0
350500,2010,25,38,0,3,1,0,3109.59,803.9645097906797,1222.0260548818333,0,96.47574117488158,32.15858039162719,0
350510,2010,56,51,0,11,4,0,6585.48,850.3556308727686,774.4310209734143,0,167.03414177857954,60.73968791948347,0
350520,2010,382,438,0,48,61,0,31533.48,1211.41085601716,1388.9998820301469,0,152.2191651539887,193.44518904986066,0
350530,2010,506,557,0,73,24,0,34875.72,1450.8661039829428,1597.099644107706,0,209.31467508054314,68.81578358812376,0
350535,2010,34,39,0,14,2,0,5222.25,651.060366700177,746.8045382737325,0,268.08368040595525,38.29766862942218,0
350540,2010,30,31,0,15,8,0,7623,393.5458480913027,406.6640430276794,0,196.77292404565134,104.94555949101404,0
350550,2010,790,1318,0,226,115,0,111602.7,707.8681788164623,1180.9750122532878,0,202.5040612816715,103.04410197961161,0
350560,2010,139,164,0,48,13,0,28537.74,487.07430931811695,574.6776023609438,0,168.19832264222742,45.553712382269936,0
350570,2010,2242,3230,0,510,183,0,240809.58,931.026082932415,1341.3087635466995,0,211.7855942442157,75.9936544052774,0
350580,2010,213,714,0,37,22,0,20230.65,1052.8579160827753,3529.2983665873317,0,182.89081171390933,108.74588804610825,0
350590,2010,605,701,0,96,56,0,56319.12,1074.2355349302331,1244.692743778667,0,170.4572088484337,99.43337182825299,0
350600,2010,1932,1733,0,815,284,0,342616.23,563.8962287338227,505.813749687223,0,237.87547951245628,82.89157813685593,0
350610,2010,348,513,0,132,65,0,74301.48,468.3621376047961,690.4303925036218,0,177.65460391906058,87.48143374802225,0
350620,2010,10,23,0,1,2,0,2669.04,374.6665467733717,861.7330575787549,0,37.46665467733717,74.93330935467434,0
350630,2010,107,100,0,30,11,0,10672.2,1002.6048987087947,937.013924026911,0,281.1041772080733,103.07153164296021,0
350635,2010,209,329,0,64,19,0,48507.03,430.865381780744,678.2522038558122,0,131.93963844003642,39.16958016188582,0
350640,2010,38,108,0,17,9,0,7050.78,538.9474639685255,1531.7454239105462,0,241.10807598591927,127.64545199254552,0
350650,2010,752,884,0,144,88,0,108737.64,691.5728537054879,812.9659610048554,0,132.42884432658278,80.92873819957836,0
350660,2010,119,116,0,51,25,0,28588.23,416.25522111722205,405.76139201342653,0,178.39509476452372,87.4485758649626,0
350670,2010,97,89,0,26,11,0,13590.72,713.7223046313956,654.858609404064,0,191.30700948882767,80.93758093758095,0
350680,2010,87,157,0,18,11,0,10858.32,801.228919390845,1445.8958660271571,0,165.7715005636231,101.3048058999919,0
350690,2010,72,46,0,11,5,0,9694.08,742.721330956625,474.5164058889549,0,113.47131445170662,51.57787020532118,0
350700,2010,281,322,0,61,27,0,48891.15,574.7461452635088,658.6059031133447,0,124.76695680097522,55.22471858403821,0
350710,2010,90,100,0,40,17,0,19997.01,450.06728505911633,500.074761176796,0,200.02990447071838,85.01270940005531,0
350715,2010,10,29,0,3,1,0,3562.02,280.7395803504753,814.1447830163783,0,84.22187410514259,28.073958035047532,0
350720,2010,10,7,0,2,1,0,797.9399999999999,1253.2270596786727,877.2589417750708,0,250.64541193573453,125.32270596786726,0
350730,2010,26,51,0,6,4,0,4265.91,609.4830880163904,1195.5245188013812,0,140.6499433883978,93.76662892559852,0
350740,2010,171,152,0,41,11,0,14485.68,1180.4761668074952,1049.3121482733293,0,283.0381452579375,75.93706336188566,0
350745,2010,14,26,0,7,2,0,2297.79,609.2810918317166,1131.5220276874736,0,304.6405459158583,87.04015597595952,0
350750,2010,1211,879,0,292,109,0,127501.11,949.7956527594152,689.4057628204179,0,229.01761404273265,85.48945181732144,0
350760,2010,853,681,0,355,151,0,146926.88999999998,580.5608490045628,463.49582435182566,0,241.6167659983819,102.7722018753681,0
350770,2010,42,48,0,11,6,0,5019.3,836.7700675392983,956.3086486163409,0,219.15406530791148,119.53858107704261,0
350775,2010,22,13,0,2,1,0,2568.06,856.677803478112,506.2187020552479,0,77.87980031619199,38.939900158095995,0
350780,2010,171,141,0,33,28,0,21197.88,806.6844420291085,665.1608557082124,0,155.67594495298587,132.0886805661698,0
350790,2010,106,222,0,37,18,0,21569.13,491.4430948304359,1029.2487457769505,0,171.5414576294918,83.45260100894194,0
350800,2010,66,82,0,27,14,0,18448.65,357.74975404704406,444.4769671493578,0,146.35217211015438,75.8863114645245,0
350810,2010,152,203,0,35,10,0,15383.61,988.0645700196507,1319.5862349604545,0,227.5148680966301,65.0042480276086,0
350820,2010,53,27,0,10,3,0,4042.17,1311.1769173488497,667.9580522343197,0,247.39187119789617,74.21756135936886,0
350830,2010,52,53,0,12,2,0,4299.57,1209.4232679081863,1232.6814076756514,0,279.09767720958143,46.51627953493024,0
350840,2010,219,138,0,71,14,0,41834.43,523.4922526732167,329.87183045161606,0,169.7166663917735,33.46525816175815,0
350850,2010,420,410,0,120,65,0,84559.86,496.6895640555696,484.86362205424655,0,141.91130401587705,76.86862300860005,0
350860,2010,333,162,0,55,11,0,30009.87,1109.6349301079945,539.8223984309162,0,183.27303650432341,36.65460730086468,0
350870,2010,166,193,0,45,13,0,18365.49,903.8691589497475,1050.8840221524172,0,245.02477200444963,70.78493413461878,0
350880,2010,209,329,0,33,22,0,16503.3,1266.4133839898689,1993.5406858022336,0,199.96000799840033,133.30667199893355,0
350890,2010,40,66,0,6,0,0,4031.28,992.2406778988311,1637.1971185330713,0,148.83610168482465,0,0
350900,2010,260,315,0,155,68,0,86826.96,299.4461628047325,362.79054339804134,0,178.51598167205208,78.31668873354543,0
350910,2010,60,92,0,6,3,0,5053.95,1187.1902175526075,1820.3583335806645,0,118.71902175526075,59.35951087763038,0
350920,2010,163,237,0,104,33,0,64487.61,252.76173205984838,367.51245704407404,0,161.27128916701983,51.172620601073604,0
350925,2010,163,215,0,57,14,0,28023.93,581.6457577506081,767.2014596096978,0,203.39759626861755,49.957304346678,0
350930,2010,73,183,0,22,9,0,9715.86,751.3488255285687,1883.5182886538091,0,226.43389262504812,92.63204698297423,0
350940,2010,467,483,0,34,21,0,23335.29,2001.2607514198453,2069.8264302693474,0,145.70206755519214,89.99245348997162,0
350945,2010,37,76,0,15,12,0,5539.05,667.9845821936974,1372.0764391005678,0,270.80456034879626,216.643648279037,0
350950,2010,5344,5532,0,1905,994,0,1079482.14,495.05219234104237,512.4679506045371,0,176.47350793594418,92.08118996762653,0
350960,2010,336,444,0,156,51,0,74120.31,453.3170462994556,599.0260968957092,0,210.46862863903294,68.80705167045308,0
350970,2010,318,416,0,112,49,0,47580.39,668.342567179462,874.3097734171578,0,235.39109284308094,102.98360311884792,0
350980,2010,51,33,0,10,4,0,4521.33,1127.9866764867859,729.8737318443909,0,221.17385813466393,88.46954325386557,0
350990,2010,68,42,0,27,9,0,12098.79,562.0396750418843,347.1421522317521,0,223.1628121489835,74.38760404966116,0
350995,2010,25,20,0,6,2,0,4400.55,568.1108043312768,454.4886434650214,0,136.34659303950642,45.44886434650214,0
351000,2010,285,377,0,56,42,0,29631.69,961.8081182679759,1272.2865283755332,0,188.98685832633913,141.74014374475433,0
351010,2010,28,27,0,10,3,0,2646.27,1058.0930895184542,1020.3040506070809,0,377.8903891137337,113.36711673412009,0
351015,2010,40,27,0,7,3,0,4393.62,910.4110050482291,614.5274284075546,0,159.3219258834401,68.28082537861718,0
351020,2010,288,570,0,96,36,0,45674.64,630.5468417485064,1247.9572909605856,0,210.18228058283546,78.8183552185633,0
351030,2010,61,36,0,26,17,0,17607.15,346.4501637119011,204.4623916988269,0,147.6672828935972,96.55168496889047,0
351040,2010,311,418,0,93,56,0,48630.78,639.5126707817559,859.5379305040963,0,191.2369079829688,115.1534069574866,0
351050,2010,1000,571,0,141,76,0,101497.77,985.2433211094195,562.5739363534785,0,138.91930827642813,74.87849240431588,0
351060,2010,2376,2388,0,584,209,0,367786.98,646.0261317570296,649.2888899982268,0,158.7875677382598,56.82637270084983,0
351070,2010,227,200,0,26,11,0,11702.79,1939.7083943230632,1708.99418002032,0,222.1692434026416,93.99467990111759,0
351080,2010,310,234,0,87,24,0,28138.77,1101.6828383045884,831.5928521395925,0,309.1819578467716,85.29157457841974,0
351090,2010,54,29,0,6,3,0,2589.84,2085.070892410342,1119.7602940722206,0,231.6745436011491,115.83727180057456,0
351100,2010,132,216,0,22,14,0,18055.62,731.0743137039881,1196.3034224247076,0,121.84571895066468,77.53818478678662,0
351110,2010,1312,811,0,250,114,0,112222.44,1169.1066421296846,722.6718649140047,0,222.77184491800392,101.58396128260979,0
351120,2010,58,24,0,17,6,0,7099.29,816.9831067613804,338.06197521160567,0,239.46056577488733,84.51549380290142,0
351130,2010,62,24,0,20,12,0,7989.3,776.0379507591404,300.401787390635,0,250.33482282552913,150.2008936953175,0
351140,2010,215,238,0,42,9,0,17538.84,1225.8507404138472,1356.988261481375,0,239.46851673200737,51.314682156858716,0
351150,2010,245,280,0,55,27,0,39989.07,612.667411370157,700.1913272801794,0,137.53758214432094,67.518449416303,0
351160,2010,101,192,0,32,11,0,15586.56,647.9941693356327,1231.8305001231831,0,205.30508335386386,70.57362240289069,0
351170,2010,158,179,0,25,12,0,15090.57,1047.0114780289944,1186.1712314379113,0,165.66637310585352,79.5198590908097,0
351190,2010,38,60,0,12,8,0,7121.07,533.6276711224577,842.5700070354596,0,168.5140014070919,112.34266760472794,0
351200,2010,144,173,0,31,17,0,17251.74,834.6984130296421,1002.7973989870006,0,179.69201947165908,98.54078487155496,0
351210,2010,73,78,0,10,6,0,5938.0199999999995,1229.366017628772,1313.5691695211535,0,168.40630378476328,101.04378227085797,0
351220,2010,241,349,0,30,16,0,25170.75,957.4605444811933,1386.5300000993216,0,119.18595989392449,63.56584527675973,0
351230,2010,286,307,0,55,17,0,16231.05,1762.0548270136558,1891.4364751510225,0,338.85669750262616,104.73752468262991,0
351240,2010,69,53,0,29,10,0,21134.52,326.48009039240065,250.7745621854672,0,137.21626987506696,47.31595512933343,0
351250,2010,28,26,0,5,2,0,5248.98,533.4369725165652,495.3343316225248,0,95.25660223510093,38.10264089404037,0
351260,2010,48,37,0,8,5,0,4906.44,978.3060630518258,754.110923602449,0,163.05101050863763,101.90688156789852,0
351270,2010,16,13,0,4,1,0,3842.19,416.42917190456484,338.3487021724589,0,104.10729297614121,26.026823244035302,0
351280,2010,279,278,0,83,29,0,59338.62,470.18282528309555,468.49758218172246,0,139.8751774139675,48.872049939819966,0
351290,2010,67,33,0,27,6,0,7129.98,939.6940804883043,462.83439785244843,0,378.68268915200326,84.15170870044517,0
351300,2010,1415,867,0,382,143,0,203102.46,696.692693924042,426.8781382559325,0,188.08240924309828,70.40781288419647,0
351310,2010,273,186,0,65,34,0,31623.57,863.2801419953535,588.1688879528782,0,205.54289095127464,107.51474295912827,0
351320,2010,41,28,0,19,6,0,7589.34,540.2314298740074,368.93853747493193,0,250.3511504294181,79.05825803034256,0
351330,2010,14,8,0,8,0,0,2226.51,628.7867559543859,359.30671768822054,0,359.30671768822054,0,0
351340,2010,630,529,0,147,53,0,76538.88,823.1110776640578,691.1520001337882,0,192.05925145494683,69.24585256538899,0
351350,2010,686,607,0,214,76,0,118324.8,579.7601179127283,512.9947399023704,0,180.8581125850202,64.22998390869877,0
351360,2010,436,176,0,59,17,0,21555.27,2022.7072080284775,816.5056619564496,0,273.7149662240371,78.86702416624797,0
351370,2010,253,236,0,68,31,0,30907.8,818.5635988326571,763.5613016778937,0,220.0091886190541,100.29830657633349,0
351380,2010,2763,3611,0,696,236,0,384690.24,718.2402132167429,938.6773108670499,0,180.92478769411983,61.34806019513258,0
351385,2010,43,22,0,4,0,0,1678.05,2562.4981377193767,1311.0455588331695,0,238.37191978784898,0,0
351390,2010,190,253,0,36,22,0,11034.54,1721.866067819773,2292.8006060968555,0,326.2483075869044,199.37396574755266,0
351400,2010,51,68,0,16,5,0,7930.89,643.0551930489515,857.4069240652689,0,201.7428056624162,63.04462676950506,0
351410,2010,297,529,0,62,20,0,24683.67,1203.224642040669,2143.117291715535,0,251.17820810276592,81.02522842024707,0
351420,2010,42,17,0,9,1,0,2071.08,2027.927458137783,820.827780674817,0,434.55588388666786,48.283987098518644,0
351430,2010,60,54,0,26,4,0,8523.9,703.9031429275332,633.5128286347799,0,305.0246952685977,46.92687619516888,0
351440,2010,468,503,0,81,56,0,43035.3,1087.4793483489134,1168.8079320929562,0,188.21757952192732,130.1257339904683,0
351450,2010,290,408,0,40,13,0,12111.66,2394.386896593861,3368.6546683113625,0,330.2602615991532,107.3345850197248,0
351460,2010,46,54,0,5,4,0,8201.16,560.8962634554136,658.443439708529,0,60.96698515819713,48.773588126557705,0
351470,2010,28,18,0,5,7,0,6216.21,450.4352330439287,289.5655069568113,0,80.43486304355869,112.60880826098217,0
351480,2010,75,106,0,30,12,0,14533.2,516.0597803649574,729.3644895824732,0,206.423912145983,82.56956485839319,0
351490,2010,69,82,0,19,17,0,15760.8,437.7950357849856,520.2781584691132,0,120.55225623064818,107.86254504847471,0
351492,2010,45,27,0,9,6,0,3130.38,1437.525156690242,862.5150940141452,0,287.5050313380484,191.67002089203228,0
351495,2010,8,10,0,4,1,0,2394.81,334.0557288469649,417.5696610587061,0,167.02786442348244,41.75696610587061,0
351500,2010,1555,1366,0,397,150,0,240302.7,647.1005111469825,568.4497094705968,0,165.20829770119101,62.421271171734645,0
351510,2010,476,356,0,133,45,0,62586.81,760.5436353122967,568.8099457377681,0,212.50483927843584,71.9001335904482,0
351512,2010,45,38,0,3,1,0,2999.7,1500.1500150015004,1266.7933460012669,0,100.0100010001,33.33666700003334,0
351515,2010,71,77,0,16,8,0,15996.42,443.84931128339963,481.35770378622215,0,100.02238000752668,50.01119000376334,0
351518,2010,741,407,0,133,36,0,41596.83,1781.3857450195123,978.4399436207036,0,319.73590295222016,86.54505643819493,0
351519,2010,42,27,0,7,0,0,4245.12,989.3713251922208,636.0244233378562,0,164.89522086537013,0,0
351520,2010,62,172,0,11,5,0,8122.95,763.2695018435421,2117.4573276949877,0,135.41878258514456,61.55399208415662,0
351530,2010,21,18,0,6,2,0,2634.39,797.1484859872685,683.2701308462301,0,227.7567102820767,75.9189034273589,0
351535,2010,117,81,0,16,7,0,9441.63,1239.1928088688078,857.9027138322515,0,169.46226446069164,74.1397407015526,0
351540,2010,197,180,0,29,7,0,15190.56,1296.8580486828662,1184.9464404208932,0,190.9080376233661,46.081250460812505,0
351550,2010,627,581,0,108,56,0,64281.69,975.3943930223364,903.8343578085766,0,168.01051745839288,87.11656460805557,0
351560,2010,63,34,0,17,4,0,5486.58,1148.2562908041075,619.6938712276136,0,309.8469356138068,72.905161320895715,0
351565,2010,18,10,0,0,0,0,1558.26,1155.1345731777753,641.7414295432085,0,0,0,0
351570,2010,1030,1021,0,209,103,0,168594.03,610.9350372608093,605.5967699449382,0,123.96642989078559,61.09350372608093,0
351580,2010,20,21,0,9,2,0,1702.8,1174.5360582569886,1233.2628611698378,0,528.5412262156448,117.45360582569886,0
351590,2010,24,26,0,10,1,0,2957.13,811.5977315843402,879.2308758830352,0,338.1657214934751,33.81657214934751,0
351600,2010,224,406,0,21,12,0,12852.18,1742.8949796843801,3158.997150677939,0,163.39640434541064,93.36937391166323,0
351610,2010,34,13,0,7,2,0,2778.93,1223.4924953129444,467.8059540902434,0,251.89551374090027,71.97014678311437,0
351620,2010,1498,1251,0,631,268,0,317801.88,471.36285033933723,393.6414724796468,0,198.551374208359,84.32926828500825,0
351630,2010,616,974,0,299,88,0,154503.36,398.69683092976106,630.4070021519274,0,193.52329942856906,56.956690132823,0
351640,2010,554,741,0,279,89,0,132072.93,419.46521516559073,561.05365421968,0,211.24692243898883,67.38701110060934,0
351650,2010,21,27,0,7,3,0,2679.93,783.6025567831997,1007.4890015783996,0,261.20085226106653,111.94322239759995,0
351660,2010,62,58,0,19,3,0,6877.53,901.4864348101717,843.3260196611284,0,276.26197195795584,43.620311361782505,0
351670,2010,414,608,0,109,36,0,42680.88,969.9893722903557,1424.5254549578174,0,255.38367531316135,84.34690193829181,0
351680,2010,39,44,0,6,5,0,4197.6,929.1023441966837,1048.2180293501046,0,142.9388221841052,119.115685153421,0
351685,2010,19,15,0,5,3,0,4397.58,432.05581251506516,341.09669409084086,0,113.69889803028029,68.21933881816818,0
351690,2010,308,169,0,24,6,0,10551.42,2919.0383853547673,1601.680153003103,0,227.4575365211507,56.864384130287675,0
351700,2010,76,94,0,22,13,0,10688.04,711.0751831018596,879.4877264680895,0,205.8375530031699,121.63128132005492,0
351710,2010,24,33,0,9,1,0,4530.24,529.7732570459843,728.4382284382285,0,198.66497139224413,22.073885710249346,0
351720,2010,75,79,0,19,10,0,10674.18,702.6300849339246,740.103689463734,0,177.99962151659423,93.68401132452328,0
351730,2010,31,32,0,15,5,0,5387.58,575.3974882971576,593.9586975970659,0,278.4181394986246,92.80604649954154,0
351740,2010,320,439,0,68,30,0,37242.81,859.2262506507967,1178.751012611562,0,182.5855782632943,80.5524609985122,0
351750,2010,159,93,0,35,23,0,17978.4,884.3946068615672,517.2874115605392,0,194.67805811418145,127.93129533217639,0
351760,2010,109,252,0,46,21,0,17687.34,616.2599916098181,1424.7478705107721,0,260.0730239821251,118.72898920923102,0
351770,2010,118,132,0,32,8,0,19731.69,598.0227745317304,668.97462913719,0,162.17566766962182,40.543916917405454,0
351780,2010,115,133,0,20,8,0,8316,1382.8763828763829,1599.3265993265993,0,240.50024050024052,96.2000962000962,0
351790,2010,75,63,0,19,10,0,9962.37,752.8329102412378,632.3796446026397,0,190.7176705944469,100.37772136549836,0
351800,2010,12,18,0,4,1,0,1948.32,615.9152500615916,923.8728750923873,0,205.30508335386386,51.326270838465966,0
351810,2010,45,49,0,15,2,0,6346.89,709.0086640858751,772.0316564490639,0,236.33622136195837,31.511496181594453,0
351820,2010,264,419,0,65,37,0,30424.68,867.716603757213,1377.1714279328492,0,213.64234562204106,121.61179673870028,0
351830,2010,178,237,0,31,29,0,25885.53,687.6428645656473,915.569432034036,0,119.7580269749161,112.03170265395377,0
351840,2010,1291,750,0,233,91,0,111548.25,1157.3467087112529,672.354788174624,0,208.8782208595832,81.57904763185438,0
351850,2010,52,48,0,25,16,0,14751.99,352.4948159536442,325.3798301110562,0,169.4686615161751,108.45994337035206,0
351860,2010,242,287,0,47,17,0,35465.76,682.3482705572925,809.2312134295163,0,132.52218477765595,47.933556196173434,0
351870,2010,1160,825,0,696,239,0,289816.56,400.2531808396318,284.66282257991054,0,240.1519085037791,82.4659570867862,0
351880,2010,7150,5752,0,2298,902,0,1221101.64,585.536843599686,471.05005935460053,0,188.19072260029068,73.86772488488346,0
351885,2010,78,45,0,10,3,0,6941.88,1123.6149285208041,648.2393818389254,0,144.05319596420566,43.2159587892617,0
351890,2010,46,93,0,5,3,0,4742.1,970.0343729571285,1961.1564496741948,0,105.4385187996879,63.26311127981273,0
351900,2010,170,282,0,16,7,0,8663.49,1962.2577044585958,3255.039250925435,0,184.68307806669137,80.79884665417748,0
351905,2010,27,22,0,12,5,0,11496.87,234.84652779408654,191.3564300544409,0,104.37623457514957,43.490097739645655,0
351907,2010,1188,1479,0,270,90,0,193818.24,612.9454069957503,763.0860748709719,0,139.30577431721596,46.435258105738654,0
351910,2010,33,69,0,17,11,0,10044.54,328.5366975491162,686.9403676026975,0,169.2461775253023,109.51223251637207,0
351920,2010,67,108,0,12,2,0,6328.08,1058.7729611509337,1706.678803049266,0,189.63097811658514,31.605163019430854,0
351925,2010,61,61,0,4,0,0,6564.69,929.2137176317541,929.2137176317541,0,60.93204705781994,0,0
351930,2010,225,245,0,41,20,0,30751.38,731.6744809501232,796.7122125901342,0,133.32734986202243,65.03773164001095,0
351940,2010,134,192,0,18,22,0,10897.92,1229.5924359877847,1761.8040873854827,0,165.169133192389,201.87338501291987,0
351950,2010,50,25,0,12,6,0,6735.96,742.2846929019769,371.14234645098844,0,178.14832629647447,89.07416314823723,0
351960,2010,396,350,0,144,55,0,53123.4,745.4342154304883,658.8433722239164,0,271.06698742926847,103.53252992090114,0
351970,2010,200,83,0,105,39,0,71024.58,281.59265426138387,116.86095151847431,0,147.83614348722654,54.91056758096985,0
351980,2010,71,40,0,14,10,0,7439.85,954.3203155977606,537.6452482240906,0,188.17583687843168,134.41131205602264,0
351990,2010,106,140,0,23,4,0,7580.43,1398.3375613256767,1846.8609300527805,0,303.41286708009966,52.76745514436516,0
352000,2010,466,994,0,58,21,0,23185.8,2009.8508569900544,4287.106763622562,0,250.15311095584366,90.57267810470202,0
352010,2010,273,263,0,67,22,0,27826.92,981.0643793851423,945.1279552318402,0,240.77404182712283,79.0601331372642,0
352020,2010,58,68,0,21,6,0,8784.27,660.2711437603807,774.1109961328602,0,239.06368998220682,68.30391142348766,0
