cod_ibge,year,diarrhea,population,incidence_diarrhea
351160,2012,19.0,15942.0,119.18203487642704
351160,2013,20.0,16717.0,119.63869115271879
351160,2014,79.0,16943.0,466.2692557398335
351160,2015,33.0,17163.0,192.27407795839886
351160,2016,35.0,17378.0,201.40407411669926
351160,2017,19.0,17587.0,108.0343435492125
351160,2018,11.0,17915.0,61.40106056377338
351160,2019,4.0,18148.0,22.040996253030638
351170,2010,37.0,15090.57,245.1862321966632
351170,2011,26.0,15243.0,170.57009774978678
351170,2012,21.0,15395.0,136.40792465086068
351170,2013,17.0,16092.0,105.64255530698483
351170,2014,19.0,16268.0,116.79370543398082
351170,2015,13.0,16440.0,79.07542579075427
351170,2016,14.0,16608.0,84.29672447013488
351170,2017,6.0,16772.0,35.77390889577868
351170,2018,14.0,17009.0,82.30936562996061
351170,2019,10.0,17190.0,58.17335660267597
351190,2010,5.0,7121.07,70.21416725295497
351190,2011,9.0,7193.0,125.12164604476575
351190,2012,6.0,7316.0,82.01202843083652
351190,2013,2.0,7717.0,25.91680704937152
351190,2014,1.0,7856.0,12.729124236252545
351190,2015,2.0,7992.0,25.025025025025023
351190,2016,1.0,8124.0,12.309207287050715
351190,2017,1.0,8254.0,12.1153380179307
351190,2018,1.0,8472.0,11.803588290840416
351190,2019,3.0,8617.0,34.814900777532785
351200,2010,21.0,17251.74,121.72685190015615
351200,2011,22.0,17426.0,126.24813497073337
351200,2012,22.0,17478.0,125.872525460579
351200,2013,15.0,18107.0,82.84089026343403
351200,2014,20.0,18177.0,110.0291577267976
351200,2015,10.0,18245.0,54.80953685941354
351200,2016,17.0,18311.0,92.84036917699744
351200,2017,22.0,18376.0,119.7213757074445
351200,2018,9.0,18398.0,48.9183606913795
351200,2019,6.0,18468.0,32.48862897985705
351210,2010,22.0,5938.02,370.4938683264792
351210,2011,1.0,5998.0,16.672224074691563
351210,2012,11.0,6001.0,183.30278286952174
351210,2013,9.0,6196.0,145.25500322788895
351210,2014,2.0,6203.0,32.24246332419796
351210,2015,0.0,6211.0,0.0
351210,2016,0.0,6218.0,0.0
351210,2017,0.0,6225.0,0.0
351210,2018,1.0,6203.0,16.12123166209898
351210,2019,1.0,6210.0,16.10305958132045
351220,2010,127.0,25170.75,504.55389688428033
351220,2011,72.0,25425.0,283.1858407079646
351220,2012,91.0,25615.0,355.2605894983408
351220,2013,81.0,26689.0,303.4958222488666
351220,2014,61.0,26914.0,226.64784127220034
351220,2015,30.0,27132.0,110.57054400707652
351220,2016,7.0,27345.0,25.598829767782046
351220,2017,19.0,27554.0,68.95550555273282
351220,2018,38.0,27820.0,136.5923795830338
351220,2019,22.0,28050.0,78.4313725490196
351230,2010,86.0,16231.05,529.8486542768336
351230,2011,67.0,16395.0,408.6611771881671
351230,2012,70.0,16497.0,424.3195732557435
351230,2013,76.0,17162.0,442.8388299731966
351230,2014,48.0,17286.0,277.6813606386671
351230,2015,4.0,17406.0,22.98058140870964
351230,2016,8.0,17523.0,45.65428294241853
351230,2017,11.0,17638.0,62.365347545073135
351230,2018,5.0,17770.0,28.137310073157007
351230,2019,0.0,17896.0,0.0
351240,2010,0.0,21134.52,0.0
351240,2011,0.0,21348.0,0.0
351240,2012,1.0,21607.0,4.628129772758828
351240,2013,1.0,22648.0,4.415400918403391
351240,2014,1.0,22945.0,4.3582479843103075
351240,2015,2.0,23234.0,8.608074373762589
351240,2016,2.0,23517.0,8.504486116426415
351240,2017,3.0,23793.0,12.608750472828143
351240,2018,1.0,24221.0,4.128648693282689
351240,2019,7.0,24528.0,28.538812785388128
351250,2010,1.0,5248.98,19.051320447020185
351250,2011,0.0,5302.0,0.0
351250,2012,0.0,5362.0,0.0
351250,2013,1.0,5615.0,17.809439002671418
351250,2014,0.0,5685.0,0.0
351250,2015,1.0,5753.0,17.382235355466715
351250,2016,2.0,5820.0,34.364261168384886
351250,2017,2.0,5885.0,33.98470688190314
351250,2018,1.0,5986.0,16.70564650851988
351250,2019,2.0,6058.0,33.01419610432486
351260,2010,8.0,4906.44,163.05101050863763
351260,2011,2.0,4956.0,40.35512510088781
351260,2012,1.0,4913.0,20.35416242621616
351260,2013,1.0,5009.0,19.964064683569575
351260,2014,4.0,4965.0,80.56394763343404
351260,2015,1.0,4922.0,20.316944331572532
351260,2016,2.0,4881.0,40.97520999795124
351260,2017,3.0,4840.0,61.98347107438017
351260,2018,8.0,4728.0,169.2047377326565
351260,2019,2.0,4681.0,42.72591326639607
351270,2010,0.0,3842.19,0.0
351270,2011,0.0,3881.0,0.0
351270,2012,0.0,3887.0,0.0
351270,2013,0.0,4018.0,0.0
351270,2014,0.0,4027.0,0.0
351270,2015,0.0,4036.0,0.0
351270,2016,0.0,4045.0,0.0
351270,2017,0.0,4054.0,0.0
351270,2018,0.0,4047.0,0.0
351270,2019,0.0,4055.0,0.0
351280,2010,39.0,59338.62,65.724480953551
351280,2011,14.0,59938.0,23.357469385031198
351280,2012,16.0,61013.0,26.223919492567155
351280,2013,15.0,64415.0,23.286501591244278
351280,2014,35.0,65628.0,53.330895349545926
351280,2015,26.0,66807.0,38.91807744697412
351280,2016,23.0,67960.0,33.843437316068275
351280,2017,9.0,69086.0,13.027241409258025
351280,2018,3.0,70998.0,4.225471140032114
351280,2019,5.0,72252.0,6.920223661628744
351290,2010,0.0,7129.98,0.0
351290,2011,0.0,7202.0,0.0
351290,2012,1.0,7191.0,13.906271728549575
351290,2013,0.0,7404.0,0.0
351290,2014,1.0,7396.0,13.520822065981612
351290,2015,2.0,7388.0,27.070925825663238
351290,2016,0.0,7381.0,0.0
351290,2017,0.0,7374.0,0.0
351290,2018,2.0,7316.0,27.33734281027884
351290,2019,5.0,7307.0,68.42753524018065
351300,2010,59.0,203102.46,29.04937734382932
351300,2011,55.0,205154.0,26.80912875205943
351300,2012,55.0,209027.0,26.312390265372414
351300,2013,35.0,220941.0,15.841333206602668
351300,2014,60.0,225306.0,26.630449255678943
351300,2015,40.0,229548.0,17.425549340442956
351300,2016,32.0,233696.0,13.693002875530603
351300,2017,28.0,237750.0,11.77707676130389
351300,2018,42.0,244694.0,17.164294997016682
351300,2019,38.0,249210.0,15.248184262268769
351310,2010,3.0,31623.57,9.486594966981906
351310,2011,5.0,31943.0,15.652881695520145
351310,2012,4.0,32187.0,12.42737751266039
351310,2013,4.0,33543.0,11.924991801568137
351310,2014,3.0,33831.0,8.86760663296976
351310,2015,7.0,34110.0,20.52184110231604
351310,2016,5.0,34384.0,14.54164727780363
351310,2017,6.0,34651.0,17.315517589679953
351310,2018,4.0,34998.0,11.429224527115835
351310,2019,8.0,35292.0,22.66802674827156
351320,2010,0.0,7589.34,0.0
351320,2011,0.0,7666.0,0.0
351320,2012,0.0,7741.0,0.0
351320,2013,0.0,8089.0,0.0
351320,2014,0.0,8176.0,0.0
351320,2015,0.0,8260.0,0.0
351320,2016,1.0,8343.0,11.986096128490951
351320,2017,0.0,8424.0,0.0
351320,2018,1.0,8541.0,11.708230886313078
351320,2019,1.0,8631.0,11.586142973004288
351330,2010,1.0,2226.51,44.91333971102757
351330,2011,0.0,2249.0,0.0
351330,2012,0.0,2224.0,0.0
351330,2013,0.0,2260.0,0.0
351330,2014,0.0,2234.0,0.0
351330,2015,0.0,2209.0,0.0
351330,2016,1.0,2185.0,45.766590389016024
351330,2017,0.0,2161.0,0.0
351330,2018,0.0,2100.0,0.0
351330,2019,1.0,2073.0,48.2392667631452
351340,2010,0.0,76538.88,0.0
351340,2011,0.0,77312.0,0.0
351340,2012,2.0,77575.0,2.5781501772478244
351340,2013,3.0,80408.0,3.730972042582828
351340,2014,2.0,80749.0,2.476810858338803
351340,2015,10.0,81082.0,12.333193557139685
351340,2016,1.0,81406.0,1.2284106822592928
351340,2017,2.0,81724.0,2.447261514365425
351340,2018,14.0,81895.0,17.095060748519444
351340,2019,17.0,82238.0,20.671708942338093
351350,2010,43.0,118324.8,36.340648790447986
351350,2011,38.0,119520.0,31.79384203480589
351350,2012,34.0,120293.0,28.264321282202623
351350,2013,29.0,125178.0,23.16701017750723
351350,2014,19.0,126105.0,15.066809404861027
351350,2015,17.0,127006.0,13.385194400264554
351350,2016,7.0,127887.0,5.473582146738917
351350,2017,3.0,128748.0,2.330133283623823
351350,2018,19.0,129760.0,14.64241676942047
351350,2019,21.0,130705.0,16.066715121839255
351360,2010,12.0,21555.27,55.67084058793974
351360,2011,26.0,21773.0,119.41395306113075
351360,2012,45.0,21682.0,207.54542938843278
351360,2013,33.0,22251.0,148.3079412161251
351360,2014,22.0,22167.0,99.2466278702576
351360,2015,21.0,22086.0,95.08285791904373
351360,2016,18.0,22007.0,81.79215704094152
351360,2017,26.0,21929.0,118.5644580236217
351360,2018,16.0,21639.0,73.94057026664818
351360,2019,43.0,21547.0,199.5637443727665
351370,2010,33.0,30907.8,106.76916506512919
351370,2011,31.0,31220.0,99.29532351057014
351370,2012,25.0,31379.0,79.67111762643806
351370,2013,25.0,32595.0,76.69888019634912
351370,2014,24.0,32790.0,73.19304666056725
351370,2015,35.0,32980.0,106.12492419648271
351370,2016,11.0,33165.0,33.16749585406302
351370,2017,34.0,33346.0,101.96125472320519
351370,2018,20.0,33520.0,59.66587112171838
351370,2019,28.0,33718.0,83.04169879589536
351380,2010,296.0,384690.24,76.94502465152223
351380,2011,179.0,388576.0,46.065634521946805
351380,2012,222.0,390980.0,56.78039797432094
351380,2013,254.0,406718.0,62.45113321761024
351380,2014,280.0,409613.0,68.35720545978765
351380,2015,199.0,412428.0,48.25084620830788
351380,2016,247.0,415180.0,59.49226841370009
351380,2017,201.0,417869.0,48.10119917964721
351380,2018,218.0,420934.0,51.7895917174664
351380,2019,269.0,423884.0,63.46075813194175
351385,2010,0.0,1678.05,0.0
351385,2011,0.0,1695.0,0.0
351385,2012,1.0,1699.0,58.85815185403178
351385,2013,1.0,1760.0,56.81818181818181
351385,2014,0.0,1766.0,0.0
351385,2015,0.0,1772.0,0.0
351385,2016,0.0,1779.0,0.0
351385,2017,0.0,1785.0,0.0
351385,2018,1.0,1786.0,55.99104143337066
351385,2019,1.0,1793.0,55.772448410485225
351390,2010,3.0,11034.54,27.187358965575363
351390,2011,1.0,11146.0,8.971828458639871
351390,2012,3.0,11086.0,27.061158217571712
351390,2013,0.0,11604.0,0.0
351390,2014,1.0,11547.0,8.660258075690654
351390,2015,1.0,11492.0,8.70170553428472
351390,2016,1.0,11437.0,8.74355163067238
351390,2017,1.0,11384.0,8.784258608573436
351390,2018,2.0,11208.0,17.84439685938615
351390,2019,0.0,11146.0,0.0
351400,2010,11.0,7930.89,138.69817889291113
351400,2011,2.0,8011.0,24.965672200724004
351400,2012,5.0,8080.0,61.881188118811885
351400,2013,5.0,8432.0,59.297912713472485
351400,2014,8.0,8513.0,93.97392223657936
351400,2015,4.0,8592.0,46.554934823091244
351400,2016,16.0,8669.0,184.56569385165534
351400,2017,11.0,8744.0,125.80054894784996
351400,2018,3.0,8846.0,33.91363328057879
351400,2019,3.0,8929.0,33.59838727741068
351410,2010,1.0,24683.67,4.051261421012354
351410,2011,3.0,24933.0,12.03224642040669
351410,2012,1.0,25100.0,3.9840637450199203
351410,2013,2.0,26126.0,7.655209369976269
351410,2014,67.0,26324.0,254.52058957605226
351410,2015,81.0,26517.0,305.464419051929
351410,2016,64.0,26706.0,239.6465213809631
351410,2017,31.0,26891.0,115.2802052731397
351410,2018,39.0,27112.0,143.84774269696075
351410,2019,48.0,27315.0,175.7276221856123
351420,2010,0.0,2071.08,0.0
351420,2011,1.0,2092.0,47.80114722753346
351420,2012,1.0,2088.0,47.89272030651341
351420,2013,1.0,2148.0,46.554934823091244
351420,2014,0.0,2145.0,0.0
351420,2015,0.0,2142.0,0.0
351420,2016,1.0,2139.0,46.75081813931744
351420,2017,0.0,2136.0,0.0
351420,2018,0.0,2119.0,0.0
351420,2019,0.0,2115.0,0.0
351430,2010,3.0,8523.9,35.19515714637666
351430,2011,1.0,8610.0,11.614401858304298
351430,2012,3.0,8610.0,34.84320557491289
351430,2013,0.0,8884.0,0.0
351430,2014,0.0,8890.0,0.0
351430,2015,0.0,8897.0,0.0
351430,2016,1.0,8903.0,11.232168931820734
351430,2017,1.0,8909.0,11.224604332697274
351430,2018,0.0,8868.0,0.0
351430,2019,2.0,8873.0,22.54029076975093
351440,2010,73.0,43035.3,169.62818895186044
351440,2011,74.0,43470.0,170.23234414538763
351440,2012,81.0,43675.0,185.4607899255867
351440,2013,99.0,45346.0,218.32135138711243
351440,2014,89.0,45600.0,195.17543859649123
351440,2015,78.0,45847.0,170.13108818461404
351440,2016,79.0,46088.0,171.4112133310189
351440,2017,68.0,46324.0,146.7921595717123
351440,2018,78.0,46536.0,167.61217122227953
351440,2019,64.0,46793.0,136.77259419143888
351450,2010,1.0,12111.66,8.256506539978831
351450,2011,1.0,12234.0,8.173941474579042
351450,2012,38.0,12218.0,311.0165329841218
351450,2013,66.0,12585.0,524.4338498212157
351450,2014,51.0,12576.0,405.53435114503816
351450,2015,57.0,12567.0,453.568870852232
351450,2016,22.0,12558.0,175.18713170887085
351450,2017,20.0,12549.0,159.3752490238266
351450,2018,37.0,12457.0,297.021754836638
351450,2019,23.0,12445.0,184.81317798312577
351460,2010,2.0,8201.16,24.386794063278852
351460,2011,0.0,8284.0,0.0
351460,2012,2.0,8421.0,23.75014843842774
351460,2013,1.0,8874.0,11.268875366238449
351460,2014,0.0,9028.0,0.0
351460,2015,1.0,9178.0,10.895619960775768
351460,2016,2.0,9325.0,21.447721179624665
351460,2017,3.0,9468.0,31.685678073510772
351460,2018,2.0,9708.0,20.601565718994642
351460,2019,1.0,9868.0,10.133765707336845
351470,2010,1.0,6216.21,16.08697260871174
351470,2011,2.0,6279.0,31.852205765249245
351470,2012,0.0,6242.0,0.0
351470,2013,0.0,6389.0,0.0
351470,2014,0.0,6352.0,0.0
351470,2015,0.0,6316.0,0.0
351470,2016,0.0,6281.0,0.0
351470,2017,0.0,6247.0,0.0
351470,2018,3.0,6141.0,48.85197850512946
351470,2019,1.0,6102.0,16.38806948541462
351480,2010,0.0,14533.2,0.0
351480,2011,0.0,14680.0,0.0
351480,2012,0.0,14718.0,0.0
351480,2013,1.0,15238.0,6.56254101588135
351480,2014,0.0,15289.0,0.0
351480,2015,1.0,15339.0,6.519329812895235
351480,2016,0.0,15388.0,0.0
351480,2017,0.0,15436.0,0.0
351480,2018,0.0,15443.0,0.0
351480,2019,0.0,15494.0,0.0
351490,2010,2.0,15760.8,12.689711182173495
351490,2011,2.0,15920.0,12.56281407035176
351490,2012,2.0,16060.0,12.453300124533001
351490,2013,1.0,16762.0,5.965875193890944
351490,2014,3.0,16926.0,17.72421127259837
351490,2015,0.0,17085.0,0.0
351490,2016,3.0,17241.0,17.400382808421785
351490,2017,0.0,17393.0,0.0
351490,2018,2.0,17604.0,11.361054305839582
351490,2019,2.0,17772.0,11.253657438667567
351492,2010,3.0,3130.38,95.83501044601614
351492,2011,0.0,3162.0,0.0
351492,2012,0.0,3202.0,0.0
351492,2013,0.0,3359.0,0.0
351492,2014,0.0,3406.0,0.0
351492,2015,1.0,3451.0,28.977108084613157
351492,2016,1.0,3494.0,28.620492272467082
351492,2017,0.0,3537.0,0.0
351492,2018,1.0,3604.0,27.74694783573807
351492,2019,2.0,3651.0,54.779512462339085
351495,2010,0.0,2394.81,0.0
351495,2011,2.0,2419.0,82.67879288962381
351495,2012,0.0,2415.0,0.0
351495,2013,1.0,2486.0,40.22526146419951
351495,2014,0.0,2484.0,0.0
351495,2015,0.0,2481.0,0.0
351495,2016,1.0,2479.0,40.338846308995564
351495,2017,0.0,2476.0,0.0
351495,2018,0.0,2456.0,0.0
351495,2019,1.0,2452.0,40.78303425774878
351500,2010,53.0,240302.7,22.055515814012907
351500,2011,54.0,242730.0,22.24694104560623
351500,2012,80.0,245148.0,32.633348018339944
351500,2013,48.0,256247.0,18.731926617677473
351500,2014,77.0,259053.0,29.72364728453251
351500,2015,62.0,261781.0,23.683919000997015
351500,2016,87.0,264448.0,32.89871732817038
351500,2017,54.0,267054.0,20.220629535599542
351500,2018,55.0,270843.0,20.306967505159815
351500,2019,64.0,273726.0,23.3810452788555
351510,2010,20.0,62586.81,31.955614929088096
351510,2011,8.0,63219.0,12.654423511918885
351510,2012,11.0,63653.0,17.28119648720406
351510,2013,9.0,66273.0,13.58019102802046
351510,2014,25.0,66792.0,37.42963229129237
351510,2015,21.0,67296.0,31.205420827389442
351510,2016,11.0,67788.0,16.227060836726263
351510,2017,24.0,68270.0,35.15453347004541
351510,2018,27.0,68856.0,39.212269083304285
351510,2019,19.0,69385.0,27.38344022483246
351512,2010,0.0,2999.7,0.0
351512,2011,0.0,3030.0,0.0
351512,2012,2.0,3040.0,65.78947368421052
351512,2013,1.0,3149.0,31.756113051762465
351512,2014,0.0,3162.0,0.0
351512,2015,0.0,3174.0,0.0
351512,2016,1.0,3186.0,31.387319522912744
351512,2017,1.0,3197.0,31.279324366593684
351512,2018,0.0,3202.0,0.0
351512,2019,1.0,3214.0,31.113876789047914
351515,2010,1.0,15996.42,6.251398750470417
351515,2011,1.0,16158.0,6.1888847629657135
351515,2012,2.0,16580.0,12.062726176115802
351515,2013,6.0,17681.0,33.934732198405065
351515,2014,3.0,18153.0,16.526194017517767
351515,2015,2.0,18611.0,10.746332813927248
351515,2016,1.0,19059.0,5.2468649981635975
351515,2017,1.0,19497.0,5.128994204236549
351515,2018,0.0,20284.0,0.0
351515,2019,2.0,20773.0,9.627882347277717
351518,2010,2.0,41596.83,4.808058691010829
351518,2011,0.0,42017.0,0.0
351518,2012,0.0,42123.0,0.0
351518,2013,1.0,43611.0,2.2929994726101213
351518,2014,0.0,43756.0,0.0
351518,2015,3.0,43897.0,6.834180012301523
351518,2016,0.0,44036.0,0.0
351518,2017,1.0,44170.0,2.2639800769753227
351518,2018,5.0,44186.0,11.315801385054089
351518,2019,2.0,44330.0,4.511617414843221
351519,2010,0.0,4245.12,0.0
351519,2011,1.0,4288.0,23.32089552238806
351519,2012,0.0,4330.0,0.0
351519,2013,2.0,4525.0,44.19889502762431
351519,2014,0.0,4574.0,0.0
351519,2015,1.0,4621.0,21.64033758926639
351519,2016,0.0,4668.0,0.0
351519,2017,0.0,4713.0,0.0
351519,2018,0.0,4779.0,0.0
351519,2019,0.0,4829.0,0.0
351520,2010,79.0,8122.95,972.5530749296746
351520,2011,63.0,8205.0,767.8244972577696
351520,2012,66.0,8201.0,804.7799048896477
351520,2013,15.0,8458.0,177.34689051785293
351520,2014,27.0,8460.0,319.1489361702127
351520,2015,17.0,8462.0,200.89813282911842
351520,2016,16.0,8464.0,189.0359168241966
351520,2017,26.0,8466.0,307.1107961256792
351520,2018,18.0,8418.0,213.82751247327158
351520,2019,19.0,8419.0,225.68000950231618
351530,2010,1.0,2634.39,37.95945171367945
351530,2011,3.0,2661.0,112.73957158962796
351530,2012,2.0,2663.0,75.10326699211416
351530,2013,1.0,2752.0,36.33720930232558
351530,2014,0.0,2756.0,0.0
351530,2015,1.0,2761.0,36.218761318362915
351530,2016,3.0,2765.0,108.499095840868
351530,2017,2.0,2769.0,72.22824124232575
351530,2018,2.0,2762.0,72.4112961622013
351530,2019,1.0,2766.0,36.153289949385396
351535,2010,0.0,9441.63,0.0
351535,2011,0.0,9537.0,0.0
351535,2012,1.0,9491.0,10.536297545042672
351535,2013,0.0,9729.0,0.0
351535,2014,0.0,9685.0,0.0
351535,2015,1.0,9642.0,10.371292263015972
351535,2016,2.0,9600.0,20.833333333333336
351535,2017,2.0,9559.0,20.92269065801862
351535,2018,6.0,9419.0,63.70102983331564
351535,2019,2.0,9371.0,21.342439440828088
351540,2010,0.0,15190.56,0.0
351540,2011,0.0,15344.0,0.0
351540,2012,0.0,15367.0,0.0
351540,2013,1.0,15889.0,6.293662282081944
351540,2014,1.0,15925.0,6.279434850863422
351540,2015,5.0,15960.0,31.32832080200501
351540,2016,5.0,15994.0,31.26172314617982
351540,2017,3.0,16028.0,18.717244821562264
351540,2018,1.0,16001.0,6.249609399412537
351540,2019,5.0,16036.0,31.179845347967078
351550,2010,9.0,64281.69,14.000876454866074
351550,2011,5.0,64931.0,7.700482050176341
351550,2012,7.0,65157.0,10.743281612106143
351550,2013,9.0,67543.0,13.324844913610589
351550,2014,19.0,67836.0,28.00872692965387
351550,2015,30.0,68120.0,44.039929536112744
351550,2016,31.0,68399.0,45.32230003362622
351550,2017,39.0,68670.0,56.793359545653125
351550,2018,25.0,68823.0,36.325065748369006
351550,2019,23.0,69116.0,33.27738873777418
351560,2010,3.0,5486.58,54.67887099067178
351560,2011,1.0,5542.0,18.044027426921687
351560,2012,0.0,5550.0,0.0
351560,2013,1.0,5736.0,17.433751743375172
351560,2014,0.0,5748.0,0.0
351560,2015,2.0,5760.0,34.72222222222222
351560,2016,1.0,5771.0,17.32801940738174
351560,2017,1.0,5782.0,17.295053614666205
351560,2018,5.0,5771.0,86.64009703690868
351560,2019,3.0,5783.0,51.87618882932734
351565,2010,0.0,1558.26,0.0
351565,2011,2.0,1574.0,127.06480304955528
351565,2012,0.0,1583.0,0.0
351565,2013,0.0,1646.0,0.0
351565,2014,1.0,1658.0,60.313630880579005
351565,2015,0.0,1669.0,0.0
351565,2016,0.0,1680.0,0.0
351565,2017,0.0,1691.0,0.0
351565,2018,0.0,1704.0,0.0
351565,2019,0.0,1716.0,0.0
351570,2010,76.0,168594.03,45.07870177846748
351570,2011,61.0,170297.0,35.81977368949541
351570,2012,79.0,172222.0,45.87102693035733
351570,2013,73.0,180326.0,40.48223772500915
351570,2014,77.0,182544.0,42.18161100885266
351570,2015,82.0,184700.0,44.39631835408771
351570,2016,40.0,186808.0,21.41235921373817
351570,2017,41.0,188868.0,21.708283033653135
351570,2018,31.0,191993.0,16.146422004968933
351570,2019,31.0,194276.0,15.956680186950525
351580,2010,6.0,1702.8,352.3608174770966
351580,2011,8.0,1720.0,465.1162790697674
351580,2012,8.0,1688.0,473.93364928909955
351580,2013,2.0,1699.0,117.71630370806356
351580,2014,2.0,1666.0,120.04801920768307
351580,2015,0.0,1634.0,0.0
351580,2016,4.0,1602.0,249.68789013732834
351580,2017,2.0,1571.0,127.3074474856779
351580,2018,4.0,1499.0,266.84456304202797
351580,2019,4.0,1464.0,273.224043715847
351590,2010,1.0,2957.13,33.81657214934751
351590,2011,3.0,2987.0,100.43521928356209
351590,2012,1.0,2970.0,33.670033670033675
351590,2013,4.0,3042.0,131.49243918474687
351590,2014,5.0,3027.0,165.18004625041294
351590,2015,7.0,3011.0,232.4809033543673
351590,2016,4.0,2996.0,133.5113484646195
351590,2017,9.0,2982.0,301.8108651911469
351590,2018,5.0,2934.0,170.41581458759373
351590,2019,3.0,2917.0,102.84538909838875
351600,2010,61.0,12852.18,474.6276507176214
351600,2011,53.0,12982.0,408.25758742874746
351600,2012,96.0,13112.0,732.1537522879805
351600,2013,84.0,13704.0,612.9597197898424
351600,2014,76.0,13854.0,548.5780280063519
351600,2015,86.0,14000.0,614.2857142857142
351600,2016,62.0,14143.0,438.3794103089868
351600,2017,63.0,14282.0,441.11468981935303
351600,2018,52.0,14486.0,358.9672787518984
351600,2019,50.0,14640.0,341.53005464480873
351610,2010,1.0,2778.93,35.98507339155719
351610,2011,1.0,2807.0,35.62522265764161
351610,2012,1.0,2785.0,35.90664272890485
351610,2013,0.0,2843.0,0.0
351610,2014,2.0,2821.0,70.89684509039348
351610,2015,0.0,2799.0,0.0
351610,2016,0.0,2778.0,0.0
351610,2017,0.0,2758.0,0.0
351610,2018,1.0,2699.0,37.05075954057058
351610,2019,0.0,2676.0,0.0
351620,2010,9.0,317801.88,2.831953039421919
351620,2011,12.0,321012.0,3.7381780120369332
351620,2012,8.0,323307.0,2.474428329729947
351620,2013,9.0,336734.0,2.672732780176638
351620,2014,13.0,339461.0,3.8296004548387006
351620,2015,7.0,342112.0,2.046113553456178
351620,2016,12.0,344704.0,3.4812476791682134
351620,2017,15.0,347237.0,4.319816148624715
351620,2018,21.0,350400.0,5.993150684931507
351620,2019,32.0,353187.0,9.06035612862308
351630,2010,45.0,154503.36,29.12558018155722
351630,2011,38.0,156064.0,24.348985031781833
351630,2012,58.0,157603.0,36.801329923922765
351630,2013,51.0,164718.0,30.962007795140785
351630,2014,118.0,166505.0,70.86874268039999
351630,2015,111.0,168243.0,65.97599900144434
351630,2016,116.0,169942.0,68.25858233985713
351630,2017,101.0,171602.0,58.85712287735575
351630,2018,62.0,174008.0,35.63054572203577
351630,2019,33.0,175844.0,18.76663406200951
351640,2010,39.0,132072.93,29.529139695772635
351640,2011,15.0,133407.0,11.243787807236501
351640,2012,10.0,135150.0,7.3991860895301516
351640,2013,9.0,141824.0,6.345893501805054
351640,2014,21.0,143817.0,14.601889901750141
351640,2015,11.0,145755.0,7.546910912147097
351640,2016,13.0,147650.0,8.804605485946496
351640,2017,14.0,149502.0,9.364423218418484
351640,2018,8.0,152433.0,5.24820740915681
351640,2019,7.0,154489.0,4.531066936804562
351650,2010,6.0,2679.93,223.8864447951999
351650,2011,5.0,2707.0,184.7063169560399
351650,2012,2.0,2706.0,73.90983000739098
351650,2013,2.0,2790.0,71.68458781362007
351650,2014,1.0,2790.0,35.842293906810035
351650,2015,0.0,2790.0,0.0
351650,2016,0.0,2791.0,0.0
351650,2017,0.0,2791.0,0.0
351650,2018,0.0,2776.0,0.0
351650,2019,0.0,2776.0,0.0
351660,2010,4.0,6877.53,58.16041514904334
351660,2011,4.0,6947.0,57.57881099755291
351660,2012,3.0,6884.0,43.57931435212086
351660,2013,4.0,7019.0,56.988174953697104
351660,2014,4.0,6956.0,57.50431282346176
351660,2015,4.0,6894.0,58.021467943138965
351660,2016,2.0,6834.0,29.2654375182909
351660,2017,0.0,6776.0,0.0
351660,2018,4.0,6615.0,60.46863189720332
351660,2019,3.0,6548.0,45.815516188149054
351670,2010,104.0,42680.88,243.66882782173192
351670,2011,46.0,43112.0,106.69883095193913
351670,2012,36.0,43108.0,83.51118121926324
351670,2013,78.0,44479.0,175.36365475842533
351670,2014,125.0,44506.0,280.86100750460616
351670,2015,61.0,44532.0,136.98014910626068
351670,2016,51.0,44557.0,114.46012972148034
351670,2017,26.0,44582.0,58.31950114395945
351670,2018,25.0,44370.0,56.34437683119225
351670,2019,12.0,44390.0,27.033115566569048
351680,2010,8.0,4197.6,190.58509624547358
351680,2011,6.0,4240.0,141.50943396226415
351680,2012,4.0,4285.0,93.34889148191365
351680,2013,3.0,4482.0,66.93440428380187
351680,2014,5.0,4534.0,110.27790030877813
351680,2015,6.0,4585.0,130.86150490730643
351680,2016,4.0,4634.0,86.31851532153647
351680,2017,5.0,4683.0,106.76916506512919
351680,2018,3.0,4754.0,63.10475389145982
351680,2019,2.0,4808.0,41.597337770382694
351685,2010,1.0,4397.58,22.739779606056057
351685,2011,1.0,4442.0,22.512381809995496
351685,2012,1.0,4464.0,22.40143369175627
351685,2013,2.0,4635.0,43.14994606256742
351685,2014,2.0,4662.0,42.9000429000429
351685,2015,2.0,4688.0,42.66211604095563
351685,2016,0.0,4714.0,0.0
351685,2017,1.0,4739.0,21.101498206372653
351685,2018,1.0,4762.0,20.999580008399832
351685,2019,0.0,4789.0,0.0
351690,2010,90.0,10551.42,852.9657619543151
351690,2011,86.0,10658.0,806.9056108087822
351690,2012,64.0,10646.0,601.1647567161375
351690,2013,40.0,10970.0,364.63081130355516
351690,2014,34.0,10966.0,310.04924311508296
351690,2015,29.0,10961.0,264.5744001459721
351690,2016,68.0,10956.0,620.6644760861628
351690,2017,59.0,10951.0,538.7635832344079
351690,2018,65.0,10876.0,597.6461934534756
351690,2019,45.0,10869.0,414.0215291195142
351700,2010,24.0,10688.04,224.55005782163988
351700,2011,18.0,10796.0,166.72841793256762
