"cod_ibge","deng_2010","deng_2011","deng_2012","deng_2013","deng_2014","deng_2015","deng_2016","deng_2017","deng_2018","deng_2019","leiv_2010","leiv_2011","leiv_2012","leiv_2013","leiv_2014","leiv_2015","leiv_2016","leiv_2017","leiv_2018","leiv_2019","lept_2010","lept_2011","lept_2012","lept_2013","lept_2014","lept_2015","lept_2016","lept_2017","lept_2018","lept_2019","ltan_2010","ltan_2011","ltan_2012","ltan_2013","ltan_2014","ltan_2015","ltan_2016","ltan_2017","ltan_2018","ltan_2019","mala_2010","mala_2011","mala_2012","mala_2013","mala_2014","mala_2015","mala_2016","mala_2017","mala_2018","mala_2019"
"352470",341,42,53,276,141,1553,96,29,213,329,0,1,2,1,0,0,0,0,0,0,20,27,10,28,16,20,11,16,16,13,0,1,4,3,1,0,0,0,1,0,0,1,4,2,0,2,0,0,0,0
"352480",336,191,9,2041,485,3375,1797,26,48,2564,6,12,7,16,6,3,1,1,3,4,2,2,3,2,6,6,2,4,2,2,0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"352490",6,2,1,1,3,33,9,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"352500",54,61,62,106,559,2899,162,20,24,100,0,2,0,1,0,0,0,0,0,1,6,15,13,8,7,6,6,10,10,2,1,0,2,0,1,1,0,0,0,1,1,3,0,0,2,1,0,0,1,0
"352510",1023,406,14,1542,1260,411,2893,17,10,265,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,2,2,0,2,3,1,2,0,0,0,0,2,1,0,2,0,1,2,1,0,0,0,0,0,0
"352520",9,1,2,11,14,95,14,3,5,28,0,1,0,0,0,0,0,0,0,0,2,1,6,4,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352530",344,94,9,604,4450,256,67,3,13,1901,0,0,1,0,0,0,0,0,0,0,8,8,6,14,3,2,7,11,8,10,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"352550",3,2,1,4,3,16,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,3,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"352560",2,0,0,7,5,44,5,2,3,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352570",186,8,2,201,213,600,457,15,32,1021,1,0,0,0,0,1,0,0,1,1,0,1,1,5,1,2,1,1,4,3,0,0,0,0,0,1,0,1,0,1,3,1,0,0,1,2,1,0,1,0
"352580",5,0,0,1,1,301,13,0,0,42,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352585",3,0,2,10,1,21,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352590",185,112,53,225,519,4625,469,11,6,2932,0,0,0,0,1,0,1,0,0,0,32,29,32,24,16,16,18,14,19,16,4,3,1,0,1,0,3,1,2,0,4,4,3,2,0,0,1,0,0,0
"352600",39,15,2,148,136,579,16,2,0,90,11,6,1,5,4,8,5,5,5,1,2,2,0,0,0,0,0,3,0,1,0,0,0,1,1,13,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"352610",27,11,21,647,16,132,178,3,0,9,0,0,0,0,0,0,0,0,1,0,6,7,7,9,12,11,6,4,6,0,4,1,0,1,8,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
"352620",2,4,9,2,8,74,33,10,17,3,0,0,0,0,0,0,2,0,0,0,6,5,6,3,4,3,5,2,6,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,0
"352630",3,4,0,0,12,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352640",2,96,2,142,46,163,16,0,0,31,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"352650",18,3,2,31,18,169,49,1,1,102,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"352660",1,26,37,301,20,13,23,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352670",1141,690,76,4709,30,224,48,9,208,2855,1,0,0,0,0,0,1,0,1,0,3,3,3,0,5,5,7,6,2,10,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352680",69,17,6,35,27,473,40,2,5,296,1,0,0,1,1,1,0,0,0,0,3,8,0,1,2,3,4,2,3,2,1,0,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,1
"352690",520,2377,43,1248,711,19855,113,25,14,1226,0,0,0,1,0,0,0,0,0,0,16,25,16,14,15,27,18,26,27,25,1,2,0,0,2,2,0,0,0,1,0,1,3,1,3,1,0,0,0,0
"352710",611,480,16,245,219,1757,69,18,23,2805,9,9,4,1,8,1,1,1,2,1,1,0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,19,2,0,3
"352720",16,2717,66,246,122,2380,79,26,12,584,0,0,0,0,0,0,0,0,0,0,4,11,8,7,3,14,19,10,15,10,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"352725",35,1,8,5,39,66,17,4,3,129,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352730",1,60,15,38,83,371,48,2,3,129,1,0,0,0,0,0,2,0,0,0,6,24,8,4,6,9,7,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"352740",383,0,2,177,27,442,39,1,2,485,3,5,7,2,5,2,7,3,5,3,2,0,2,1,1,1,0,3,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352760",94,42,7,128,28,436,140,6,29,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"352770",113,8,2,9,16,57,17,2,1,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0
"352780",7,2,0,1,3,51,0,0,0,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"352790",1,5,2,17,0,88,22,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352800",2,8,0,31,21,114,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352810",228,2,0,47,16,47,39,2,54,433,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"352820",52,1,0,120,9,34,36,1,4,87,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352830",48,3,1,8,11,38,9,1,2,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"352840",8,10,3,28,41,496,16,0,2,14,0,0,0,0,0,0,1,0,0,0,16,6,5,10,10,11,8,11,1,2,0,2,1,3,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"352850",32,10,3,43,4825,194,24,0,1,23,0,0,1,0,0,0,1,0,0,0,10,6,5,19,7,3,8,4,18,6,4,2,4,4,13,4,2,0,2,1,0,0,0,0,0,0,0,0,1,1
"352870",6,1,0,20,5,22,10,0,2,184,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"352880",12,2,0,17,36,607,2,4,4,75,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,3,7,1,9,7,1,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2
"352885",5,1,0,1,0,117,2,1,2,49,0,0,0,0,0,0,0,0,0,0,1,6,3,7,3,13,0,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"352890",16,1,0,17,38,160,2,0,0,101,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352900",943,77,27,507,1772,18698,470,66,54,2992,1,1,2,2,3,8,17,51,24,38,12,19,25,14,26,16,16,9,15,17,0,0,0,0,0,2,0,0,3,1,4,6,3,4,2,3,5,3,2,2
"352910",8,18,3,21,6,43,22,1,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352920",19,4,7,61,25,131,345,3,1,166,0,0,0,0,1,0,0,0,0,1,1,4,0,2,4,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"352930",1246,447,347,1096,218,778,2204,9,31,1424,0,0,0,0,0,0,0,0,0,1,2,4,5,3,4,8,7,5,4,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"352940",66,31,15,51,96,815,411,15,11,503,0,0,1,2,0,1,0,2,0,2,58,74,35,28,34,32,22,16,19,37,1,0,2,1,3,0,0,1,0,1,2,0,0,0,1,0,2,2,4,3
"352950",92,18,12,182,20,387,109,1,15,457,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352960",17,3,0,108,22,108,18,6,9,126,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"352965",6,1,1,16,6,70,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352970",288,152,133,144,11,41,204,2,7,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352980",4,2,1,7,156,29,6,0,0,225,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352990",62,10,3,348,15,571,25,3,5,58,0,0,0,0,0,1,0,1,0,0,10,8,17,10,11,3,5,2,7,8,6,1,4,2,2,0,2,1,4,2,0,0,0,0,1,0,0,0,0,0
"353000",24,4,3,123,18,57,9,1,3,77,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"353010",320,27,13,280,135,801,745,43,30,2412,5,4,5,2,5,2,1,3,3,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2,4,2,0,3,0,0,0,0,0,0,0,0,0,0
"353020",10,40,15,114,56,159,843,10,4,122,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"353030",1252,34,47,1669,34,458,143,232,290,772,0,1,1,1,0,0,3,1,6,1,1,3,3,2,4,4,4,2,5,2,1,0,2,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0
"353040",90,2,0,140,0,139,44,5,7,312,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353050",78,86,2,589,459,3392,268,20,31,494,0,0,0,0,0,0,0,0,0,0,8,3,1,2,1,0,4,2,5,3,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
"353060",45,14,4,33,118,885,262,10,7,164,0,0,0,0,0,1,0,0,0,0,54,45,30,32,23,16,22,15,21,9,0,0,1,0,1,0,0,0,0,1,2,1,20,0,0,0,2,0,0,0
"353070",817,349,23,335,1180,9190,150,44,39,3030,0,0,0,1,0,0,1,0,1,0,9,4,1,4,1,3,9,16,33,39,2,3,0,2,3,1,3,2,1,1,1,3,0,0,0,0,0,1,0,0
"353080",412,1399,27,166,1119,2080,185,90,49,1801,0,0,0,0,0,0,0,1,2,0,12,2,3,8,0,4,10,7,5,4,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0
"353090",1,0,0,80,1,28,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353100",91,0,1,30,9,61,65,0,4,104,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"353110",141,120,18,170,290,891,40,12,12,452,0,0,0,0,0,0,0,1,0,0,4,3,10,9,5,11,10,5,9,3,1,0,1,0,7,20,5,0,0,0,0,0,1,0,0,0,0,0,0,0
"353120",8,0,0,5,10,128,17,6,9,11,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,5,4,3,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"353130",533,163,5,139,25,328,76,14,53,693,0,0,0,0,0,0,0,0,0,0,10,2,6,5,15,15,9,8,15,3,0,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"353140",246,88,11,272,118,604,202,8,14,1138,0,0,1,0,0,0,0,0,3,1,1,0,2,3,0,1,2,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
"353150",258,17,6,426,29,423,596,10,3,635,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0
"353160",20,1,4,15,7,41,11,3,1,79,2,0,1,6,1,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"353180",63,24,6,98,355,1070,49,6,1,334,0,0,1,0,0,0,0,1,0,0,2,3,6,6,2,13,7,5,6,5,2,0,0,0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0
"353190",195,121,102,1586,21,78,120,5,5,2312,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353205",33,5,2,7,43,21,18,1,58,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353210",6,11,3,62,5,105,73,1,18,165,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"353220",2,0,16,11,18,19,30,0,0,71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353230",7,13,6,0,28,7,6,8,4,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"353240",4,1,0,1,26,78,41,3,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,3,6,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0
"353250",160,11,2,246,12,798,80,9,88,689,0,0,0,1,0,2,0,0,12,3,0,2,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"353260",119,8,4,17,84,77,26,1,4,436,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
"353270",33,3,0,43,6,167,17,1,0,39,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"353280",92,27,0,269,7,178,145,21,17,687,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"353284",13,19,2,8,5,305,13,10,2,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353286",43,0,0,0,1,0,32,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353290",141,12,2,140,26,58,33,8,12,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"353300",889,10,12,158,1,190,117,11,16,576,0,3,0,1,2,2,1,1,1,5,0,1,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,2
"353310",1,0,20,3,1,79,2,0,0,46,1,0,4,2,0,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"353320",7,5,4,74,10,58,40,0,9,174,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353325",1,48,46,5,7,189,8,3,1,64,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353330",24,1,52,8,13,21,5,8,8,121,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353340",384,76,11,199,630,2866,145,8,10,1191,0,0,0,0,0,1,0,0,0,0,5,12,5,3,9,6,4,3,4,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"353350",132,53,5,57,21,355,59,26,10,793,1,1,0,0,0,0,0,0,1,0,0,5,1,2,2,1,0,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"353360",48,20,0,99,3,181,247,0,5,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353390",364,70,72,657,135,543,212,18,122,3514,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,5,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
"353400",16,2,5,26,2,754,28,0,5,238,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
"353410",3,19,0,8,11,219,14,1,5,79,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"353420",24,5,11,29,1,107,6,3,2,558,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353430",427,195,18,530,37,506,795,9,32,834,0,0,1,0,1,0,0,0,0,1,1,2,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353440",640,712,84,228,6589,2465,770,19,30,538,3,1,0,1,0,0,3,3,0,4,49,59,51,51,65,35,32,22,33,25,2,0,2,0,2,5,1,1,1,2,4,5,7,3,3,1,0,2,2,3
"353460",825,16,1,1232,17,835,208,1,2,1168,16,7,8,12,17,7,8,9,5,11,1,1,0,0,0,3,2,2,1,6,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"353470",63,634,4,117,217,6260,91,14,24,337,0,1,1,0,0,0,0,1,0,0,1,3,5,6,3,18,2,3,3,6,1,1,3,1,1,2,0,2,1,2,1,2,0,3,0,1,0,0,0,0
"353475",35,10,1,98,36,250,96,20,8,364,0,0,0,2,0,1,0,1,3,4,0,1,3,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"353480",57,9,2,38,34,167,12,0,2,163,0,2,7,8,2,4,2,6,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"353490",12,2,7,149,18,175,51,0,2,207,9,6,4,3,2,2,1,3,3,2,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353500",121,7,1,38,11,334,69,6,149,1046,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353510",19,2,1,115,5,464,16,6,5,265,1,0,0,1,0,1,0,0,1,0,1,2,0,0,1,2,0,1,2,0,1,0,0,8,3,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0
"353520",87,15,13,35,58,75,47,1,6,178,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353530",79,29,5,24,79,569,22,4,6,95,0,0,0,0,0,0,0,0,0,0,9,6,5,7,7,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353540",44,65,2,220,32,200,63,1,6,592,10,2,3,7,2,4,8,7,9,5,1,1,0,1,1,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353550",123,17,1,1255,174,4687,78,23,4,1596,0,0,0,0,0,0,1,2,0,0,0,0,20,5,3,4,10,4,9,7,2,1,2,1,0,3,2,0,0,0,2,0,1,0,0,1,0,0,1,1
"353560",2,4,3,3,6,170,18,3,5,21,0,0,0,0,0,0,0,0,0,0,2,3,2,4,13,2,1,1,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"353570",3,2,3,15,8,87,10,0,2,40,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,0,3,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"353580",4,2,0,0,1,102,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"353590",13,2,0,10,40,360,48,9,31,136,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353600",174,54,22,243,33,446,18,1,4,279,0,5,1,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"353620",23,84,2,1011,19,139,23,3,4,8,0,0,0,1,0,0,0,0,0,0,6,5,12,32,37,18,15,13,10,8,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
"353625",65,11,0,5,148,42,28,0,5,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"353630",6,1,2,33,20,137,178,9,2,321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"353640",14,0,15,33,64,205,16,0,2,216,2,1,1,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"353650",252,230,221,752,1020,3714,170,21,20,967,0,0,1,0,0,0,0,0,0,0,40,47,48,66,70,69,46,40,91,65,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
"353660",52,105,2,75,4,143,62,16,4,813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353670",44,16,18,112,74,707,141,0,5,1204,0,0,0,0,1,1,0,1,1,0,1,1,2,0,2,0,8,3,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"353690",15,7,1,60,30,39,14,0,2,35,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"353710",53,14,0,88,1368,394,38,16,29,2720,0,0,0,0,0,0,0,0,0,0,9,10,3,4,10,7,8,13,28,37,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
"353715",1,1,0,19,11,74,0,4,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"353720",69,0,1,317,3,202,5,5,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,1,3,8,6,2,1,1,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0
"353730",1468,29,70,397,292,3044,161,46,13,2250,6,6,16,13,10,8,6,13,14,16,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,3
"353740",428,68,44,368,39,365,204,7,240,686,7,2,3,4,1,1,2,2,3,9,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353750",10,1,0,0,5,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"353760",688,133,7,1037,316,2280,131,13,16,422,0,0,0,0,1,0,0,0,0,0,10,23,7,9,5,4,4,3,13,23,0,0,0,0,0,0,2,1,0,2,1,3,0,0,1,0,1,1,0,0
"353770",9,0,1,3,50,25,22,1,1,146,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0
