cod_ibge,inc_hosp_circ_media,inc_hosp_resp_media,inc_hosp_calor_media,inc_hosp_circ_max,inc_hosp_resp_max,inc_hosp_calor_max,inc_obit_circ_media,inc_obit_resp_media,inc_obit_calor_media,inc_obit_circ_max,inc_obit_resp_max,inc_obit_calor_max,total_hosp_circ,total_hosp_resp,total_hosp_calor,total_obit_circ,total_obit_resp,total_obit_calor
352060,1011.3148655203012,964.1104791393767,0,1471.7906786590352,1509.804291618699,0,249.7595291679778,116.35903948665822,0,348.0040941658137,182.51875887243966,0,494,470,0,122,57,0
352070,1902.8767802203229,2368.512865499819,0,2343.1594860166288,3541.185527328714,0,228.78940939572942,178.00981543181683,0,329.0306251581878,309.2783505154639,0,748,929,0,90,70,0
352080,1101.815540171546,704.31568235177,0,1568.2174594877154,927.5959804174182,0,243.96207626288393,101.20738379719573,0,363.25895173845356,206.1324400927596,0,420,269,0,94,39,0
352090,1189.1908401808882,767.6252524944416,0,1760.128009309768,1120.0814604698523,0,229.1667438341479,53.21585310841399,0,305.4767619463234,82.8557619277774,0,1696,1097,0,328,77,0
352100,308.67918093793116,252.2114295986284,0,371.6246590943148,390.4882449573156,0,111.99053344039571,53.72036400257752,0,140.94905698369018,83.48369374949506,0,1008,827,0,367,178,0
352110,384.3368233404478,273.28288802964136,0,654.8697227253728,410.8136761197986,0,136.400300508331,76.22878493435854,0,202.67531414673692,113.52348517099475,0,265,187,0,93,52,0
352115,990.5883838838852,609.8172237670574,0,1224.0356083086053,1029.230135858378,0,176.68829934607118,101.9708999523675,0,251.0621861722673,169.61929890689785,0,495,302,0,88,51,0
352120,490.58369823532144,389.4509651296246,0,758.6533902323376,497.86628733997156,0,200.47126370729217,85.9883122108392,0,257.0694087403599,207.70828525271176,0,210,167,0,86,37,0
352130,883.6260023723937,970.7648706809196,0,1361.4466243105494,2108.4968232912097,0,145.01392279707298,82.45928197007193,0,204.51671642064713,104.88000493552964,0,1338,1459,0,222,127,0
352140,301.1566754684921,234.9778445279102,0,351.493848857645,284.71219310913966,0,151.41149889250588,74.42163329652074,0,214.56571074891687,94.63295930782749,0,672,521,0,338,165,0
352150,1366.0387193130696,1136.4070836285873,0,1859.1396390283621,1392.8717738631708,0,247.0026093521756,97.95423040327017,0,358.63206694833076,154.36068947774635,0,1044,869,0,189,75,0
352160,739.9251192075707,1007.0352001335473,0,1018.4287099903006,1157.2079281053798,0,235.11442843740835,144.70969828006267,0,318.8775510204082,253.1950807812877,0,597,814,0,190,118,0
352170,719.2395300723515,1148.2883603393223,0,848.1110254433307,1657.6715497301466,0,183.23117337795338,96.94311983769039,0,244.24091035248406,139.8288494882264,0,1283,2049,0,327,173,0
352180,613.1102612015127,540.6211073028718,0,950.2518167314339,783.5409716908314,0,186.47004813392766,66.44891820814517,0,229.9630551157355,103.67867291298673,0,1562,1373,0,478,171,0
352190,1389.7134896464843,1249.954153132925,0,1549.855986833082,1687.0113838979566,0,308.95278010824444,103.22178078357129,0,393.5458480913027,125.79449152542372,0,2083,1872,0,464,155,0
352200,771.4489247199042,846.5032590728354,0,1108.448172558418,1349.6642710125855,0,156.89384436647632,114.96925352956703,0,246.23803009575923,182.52933507170795,0,271,298,0,56,41,0
352210,306.1252867071846,274.6334733631973,0,476.3494932034258,461.3780125603646,0,285.62895469478553,98.13356192029383,0,335.33672982009233,115.26639344262294,0,2895,2567,0,2718,928,0
352215,629.1114065395204,796.4000791374332,0,961.5384615384615,990.3961584633853,0,317.797287383423,84.64011120974689,0,511.1244738424534,120.04801920768307,0,208,263,0,105,28,0
352220,713.7488190031171,648.6613628644449,0.12100910920867178,847.9996042668513,695.6185974129307,0.6121337144885929,201.4327475476416,60.87996521626425,0,228.59182827398774,79.82712324116964,0,11718,10686,2,3327,1000,0
352230,542.6730230757763,455.5231917510246,0,616.7973209048884,600.3624138961934,0,173.10730314842397,91.73586614970301,0,186.16855125882427,120.45837248755998,0,8426,7073,0,2683,1423,0
352240,751.2196263124642,932.2511376731312,0,889.319643846121,1333.2728159856574,0,176.096462163,98.57356246508223,0,226.8054348517286,136.3465564442536,0,6878,8496,0,1616,907,0
352250,525.0402690467957,524.0217439581593,0,592.5696414566369,672.4503529275071,0,173.223935103985,62.79939329534188,0,191.41775347076145,70.50528789659225,0,11541,11461,0,3820,1380,0
352260,744.7442533848919,722.5102715561657,0.13790440466668505,812.2105688359277,825.0447516117309,1.3790440466668505,241.4695978464296,111.19622087195971,0,280.36864312680433,128.6495856129137,0,5359,5207,1,1737,802,0
352265,374.8886498604172,460.10890772275116,0,589.4836123555765,648.8824801730353,0,189.9727427922678,78.0391316973655,0,306.5314784248998,189.88844054118206,0,153,188,0,78,32,0
352270,1419.5101137985616,1022.8185290992866,0,1824.302581747073,1737.012987012987,0,265.50269560571985,135.69768764762958,0,325.9098316132537,187.84786641929497,0,5916,4295,0,1114,568,0
352280,954.4642847766308,1102.5828977122624,0,1283.0862872060345,1302.4793388429753,0,195.36936423795913,99.49010690791472,0,264.2007926023778,184.94055482166448,0,1424,1649,0,292,149,0
352290,944.5955337613727,1310.4523658363726,0,1517.7768589074633,1789.1422867234892,0,183.37559408517828,118.07520293233797,0,230.0556586270872,144.58179715173858,0,1229,1708,0,241,156,0
352300,557.6318356562915,1300.7243422662332,0,1000.6822833750284,1907.992368030528,0,183.83690903320866,99.77482674833115,0,295.6561291789856,224.2152466367713,0,258,608,0,85,47,0
352310,444.09902947506725,337.82224918674063,0,522.3544513390558,393.83382792963835,0,108.7996623405496,50.95288239061964,0,119.73431925376396,63.498043409571494,0,15489,11713,0,3792,1771,0
352320,1557.679360554441,1095.8610395835099,0,1876.8316672688586,1260.58854229395,0,254.68216927117567,71.66035009504435,0,283.40484981538765,117.1564733915806,0,7692,5422,0,1262,356,0
352330,322.28755818850664,218.73294977675968,0,382.1434775056453,275.29249827942186,0,149.118003496755,56.60817300885065,0,173.0413509159258,82.05368655491736,0,534,362,0,247,93,0
352340,592.1328819335318,392.84148175859457,0,667.7317210832942,466.0340918632966,0,194.7055642513068,81.49002010753416,0,212.44436980434963,99.44454398853253,0,6594,4395,0,2174,905,0
352350,699.6269349060992,629.5707097381294,0,826.2066966226989,773.0588974247476,0,173.12519683489234,72.29442606014823,0,217.65041198113698,101.32738879319079,0,1364,1222,0,336,141,0
352360,393.8118780608616,483.9766113189075,0,513.6868654763258,750.46904315197,0,144.11946596421691,79.52068028760158,0,187.25560389932258,145.0730945207008,0,665,825,0,244,136,0
352370,708.9734406317145,691.1995167033773,0,870.1154880556874,965.0371776617624,0,189.00366532709828,63.398683090422125,0,238.96765971005254,126.56225280809998,0,444,432,0,118,40,0
352380,1031.7382867858967,1133.774336437103,0,1444.338793736384,1326.3614334906263,0,191.138717440646,117.68597961425995,0,267.4701469882193,191.30212983037876,0,796,877,0,148,91,0
352390,494.4849450729175,347.74040746824795,0,662.1952903502371,532.8140164150421,0,166.15925513090738,89.40286233844381,0,201.1950867313955,101.14007002004848,0,8085,5646,0,2727,1472,0
352400,415.6391491472293,406.3276298383375,0,623.2542231174111,508.388852450718,0,143.97454762894574,55.53991841009191,0,175.3432343813014,66.55155047125693,0,2216,2148,0,767,296,0
352410,943.2009048529225,699.629987749398,0,1233.9848253638695,979.3942719203766,0,186.59540484427058,135.22173378902045,0,217.0053264943776,163.46939756719073,0,3807,2812,0,756,549,0
352420,770.8718059784987,725.9459314378747,0,1115.9420289855072,1115.9420289855072,0,232.62150480445092,95.29259071388074,0,277.5343266140812,144.57134595923088,0,527,497,0,158,65,0
352430,623.1305515530486,558.5049422097427,0,768.8026610408605,669.3264738306473,0,214.98466322455414,110.43929429651243,0,265.19203060063467,124.89592006661115,0,4674,4178,0,1608,829,0
352440,561.1782817826771,518.6119549066715,0,714.4737336893166,597.2939639694049,0,135.48579492395098,78.41363775551372,0,147.9396047771043,89.18821323379058,0,12505,11553,0,3027,1756,0
352450,1378.3332454483675,2476.0560741355825,0,2325.890483785221,4441.926187078542,0,130.13572415043302,110.03790520853816,0,226.4044148860903,141.50275930380644,0,868,1558,0,84,70,0
352460,416.380711483172,321.6321078176686,0,537.333482592634,408.5973357214822,0,168.71833612262466,74.25228789866,0,229.79486604640735,117.31037803855875,0,735,567,0,297,131,0
352470,726.1290278362743,779.6992403348306,0,824.1487411029397,1115.8880902064373,0,145.12237010825285,73.40848319757288,0,178.36803988567254,99.02951079421666,0,3680,3917,0,738,371,0
352480,1379.004233926694,891.3941723349197,0,1639.3006451635054,1225.6776276659018,0,202.29149698278465,104.7533756127239,0,236.2188690003462,134.4003909829556,0,6657,4298,0,978,508,0
352490,441.1455186017137,332.6687109007617,0,630.5385139740968,528.2890252215406,0,128.33106887945956,45.09340038109491,0,229.80958634274458,91.67583425009168,0,264,197,0,78,27,0
352500,469.4101029777272,433.07294641485055,0,547.3753352673929,620.703343497952,0,134.67132877399368,55.31843852287595,0,157.26802965625703,69.4682521066022,0,5473,5010,0,1579,645,0
352510,617.828554987155,468.466920193711,0,743.6611738042401,613.6606189967982,0,171.34711836918933,84.04239697677424,0,211.5727098708719,99.44697778208985,0,2562,1925,0,703,348,0
352520,590.4303360869135,652.065272054718,0,852.0836107043003,896.9866853538892,0,238.53241760241053,93.85618046766282,0,346.88156972669935,136.65031534688157,0,1617,1786,0,651,254,0
352530,660.0422139774382,911.7608979672449,0.07623749076192206,823.3649002287583,1078.3116800632308,0.7623749076192206,146.1088898079777,133.86382656437564,0,181.1402780503268,175.1777949931255,0,9300,12896,1,2051,1906,0
352540,549.9032370424242,701.7190750030612,0,726.010101010101,1010.1010101010102,0,197.7328740071254,81.59479740221384,0,310.9452736318408,155.13496742165685,0,175,223,0,63,26,0
352550,598.9731345104159,728.8898633328938,0,862.3298033282904,1058.160191550166,0,250.66108188555054,125.10721342449052,0,314.7792249114577,160.1024655779699,0,754,918,0,315,157,0
352560,1203.5931151622963,950.1428697686688,0,1911.7867704355483,1238.1162944948044,0,161.65263298209584,84.45242037486668,0,285.9185132237312,156.6696508504924,0,522,414,0,70,37,0
352570,1096.030804106173,1243.771495776805,0,1210.33042588857,1541.9967345951504,0,194.3244531789124,115.61282930402214,0,235.8347947027877,155.5040240076388,0,3838,4348,0,679,406,0
352580,754.5015577841481,719.9616171970542,0,896.0955835289097,1162.053665751109,0,279.4146952571526,99.03465404821293,0,460.63651591289783,179.7348910357223,0,350,335,0,130,46,0
352585,507.6900187042382,520.1887155769331,0,895.8912573370404,781.0974419058778,0,138.17479002308363,67.18421737500276,0,247.14241581711462,120.6636500754148,0,155,160,0,43,21,0
352590,626.2988357065842,560.4650847745879,0,728.0441647983414,724.3554985951595,0,217.9145496419789,94.53178430519945,0,232.51313023121403,108.9655504929968,0,24885,22337,0,8638,3755,0
352600,936.3373722631504,1438.3992265858321,0,1215.8276117128655,1862.6368109247917,0,233.168516222197,138.1541956633307,0,267.97895147144806,173.81228273464657,0,1848,2840,0,461,274,0
352610,659.6730797654805,557.2279505688746,0,814.5688492269378,838.7177429947288,0,194.69118970116938,84.52812667916699,0,286.5777407253022,126.93039983075947,0,1264,1069,0,373,162,0
352620,608.3996692834374,396.3794493701582,0,814.9650974863313,489.1191941551654,0,234.2713971701055,88.57069599381883,0,305.30466861722425,138.3508577753182,0,1830,1195,0,710,267,0
352630,535.96470349271965,515.5292473601146,0,919.1176470588235,808.244089715094,0,230.45729693090306,126.4699759952427,0,367.6470588235294,241.64317358034634,0,263,253,0,113,62,0
352640,852.5131607405874,1731.0579147914877,0,1057.5016523463316,2219.9758951829244,0,240.54956829311945,100.1756327176272,0,294.23303256178895,126.61527576062264,0,2290,4637,0,649,270,0
352650,778.1237638125958,917.7878607436742,0,1147.9028697571744,1247.2406181015454,0,131.51570188721567,61.389424584586635,0,207.74315391879134,89.19214217227463,0,795,938,0,136,64,0
352660,689.3410339993651,639.0269708066036,0,913.429700166701,783.7226827430294,0,147.13028004388934,73.29454427871893,0,269.54177897574124,137.7410468319559,0,478,443,0,102,51,0
352670,530.4457667302279,549.1461666078179,0,663.0597941706893,752.6916555976718,0,150.08260844459375,90.48314943895319,0,179.87033523086654,104.64039924336943,0,5179,5349,0,1472,888,0
352680,635.0768964667297,587.8710547634438,0.1488427476371214,825.4511718714953,783.036684779284,1.488427476371214,154.6156903495559,91.11310010660296,0,175.50702028081125,118.36567687631518,0,4133,3826,1,1010,597,0
352690,428.23847815550187,427.1066190570452,0.10860402887530503,470.73853318526864,573.5491364399679,0.72644835368097,200.2983856801772,80.43837124355535,0,230.63303213835366,93.715417515478,0,12505,12429,3,5867,2355,0
352700,845.3426853135493,703.8060917510059,0,1171.875,991.0529938059187,0,210.1506188599797,70.21651701231748,0,298.89538661468487,101.7293997965412,0,620,514,0,155,52,0
352710,625.6075968660657,365.85835396877104,0,738.9980625518959,455.8397116062799,0,186.0678329616851,146.85159217387599,0,232.01261328240165,175.3580226295353,0,4688,2752,0,1399,1101,0
352720,772.4205262673881,649.3560060367099,0,859.1617151116106,775.2557544757033,0,197.5282378080571,110.1236416824442,0,230.51034991471118,129.61985822111083,0,6656,5612,0,1701,948,0
352725,849.7182814539593,1035.5348667029068,0,1453.7444933920706,1529.051987767584,0,196.6711283766364,116.3593047367467,0,352.4229074889868,179.61383026493039,0,189,230,0,44,26,0
352730,504.6461443774937,607.4543191358308,0,633.9144215530904,901.6786570743404,0,149.00501146935963,61.828402827428924,0,199.376310004601,80.57140368450851,0,2190,2592,0,637,264,0
352740,1140.80228728246,1028.2213654201519,0,1559.7660350947358,1386.3658093507984,0,206.16244284838902,83.26921465916489,0,262.58687459507337,119.55672046719089,0,2369,2148,0,431,175,0
352750,1316.6242085466733,1567.8464981723805,0,2120.141342756184,2075.971731448763,0,216.40687740186345,72.21596329088162,0,531.6792202038104,167.71488469601675,0,306,366,0,50,17,0
352760,608.9666807180574,399.39648531867783,0,889.520107639408,557.1530177235599,0,120.72089158570485,50.275088066957686,0,142.73719563392106,82.23684210526315,0,808,518,0,158,67,0
352770,563.3981448116385,697.5164040058722,0,1049.5626822157435,1263.3624878522837,0,201.48464037128699,90.70852734673436,0,255.45293770878365,174.73353136466886,0,301,371,0,109,50,0
352780,794.0027970815183,822.5350208141249,0,1400.1312623058411,1028.221395755852,0,235.98316196601704,106.74855945324683,0,320.2195791399817,175.01640778823014,0,358,370,0,106,48,0
352790,975.670315740255,847.8849811617608,0,1786.378861183476,981.5024537561345,0,240.8427640403345,103.96484871374915,0,415.25103812759534,226.50056625141565,0,263,229,0,65,28,0
352800,925.302372769795,1126.1670297000844,0,1136.1650061178116,1662.7807092894832,0,172.399630737527,76.26426445672747,0,250.9794319294809,157.31515469323546,0,1555,1884,0,289,129,0
352810,1016.8545893449214,1285.8510665316742,0,1626.545217957059,2063.5765593475417,0,286.57755920114556,103.6053750571112,0,403.3832140533507,208.19778789850358,0,802,1017,0,227,82,0
352820,1092.6720262468605,662.1187708930275,0,1334.7570742124933,1039.1030899644518,0,193.95082048526092,116.1595690889751,0,453.81740523224767,243.37479718766903,0,405,245,0,72,43,0
352830,1030.2437065837826,2381.2198547636954,0,1339.2857142857142,3529.4117647058824,0,264.77889560042416,122.65240546301116,0,480.92337287592176,223.2142857142857,0,328,759,0,84,39,0
352840,275.8001004786177,223.03172025477997,0,369.43864146955724,322.37539766702014,0,164.52515249175082,77.14905778423659,0,202.76615726116282,94.48751261623038,0,1251,1013,0,750,351,0
352850,487.3969344617388,502.9744136376186,0,589.480852512742,679.5450198575655,0,188.6588441684779,75.16723360949017,0,212.3408750954488,95.63133557598191,0,4441,4511,0,1712,682,0
352860,840.937553107005,705.3760681168699,0,1209.3411175979984,1087.7447425670778,0,164.85814327872328,73.49816184922122,0,192.971765183831,111.72049563274427,0,796,668,0,156,70,0
352870,854.7953740390815,953.9787980116956,0,1237.363426011854,1284.8825537040755,0,128.8784573468113,67.330707792051,0,199.13106444605359,124.75494564248798,0,454,505,0,69,36,0
352880,812.37386930099035,880.1691830652311,0,1073.7710992240113,1156.9505505723503,0,205.57964303104177,107.86314376815449,0,271.79743938201847,149.97857448935866,0,1114,1208,0,283,148,0
352885,1302.0450375714795,966.667424851446,0,1971.6686383353049,1262.5324916450054,0,275.92382622595693,62.8305362807172,0,371.3330857779428,141.94464158978,0,368,274,0,78,18,0
352890,1174.6662656777419,1244.2038089518428,0,1957.8596472246052,2035.1435806676816,0,230.55219558681736,127.10501415353451,0,367.73719048786467,206.09048918153738,0,471,499,0,93,51,0
352900,666.3462737206993,624.7288763799974,0,770.6733868604583,675.3623949120366,0,214.11383235118228,96.6921359647843,0,262.2186612280574,118.55897345905434,0,15264,14290,0,4900,2220,0
352910,1299.0053115060146,1579.6549428003636,0,1953.4883720930231,2130.681818181818,0,206.63096891392337,85.01228685524835,0,325.58139534883725,236.74242424242425,0,276,336,0,44,18,0
352920,995.4235628028252,1351.7169453984502,0,1430.3856195248882,1793.7035668842097,0,199.51426795819177,108.57438995719994,0,262.6934285597012,193.99748944425426,0,2520,3423,0,506,279,0
352930,1042.710289435689,738.2201566439054,0,1268.578388814741,853.3889554453741,0,198.1575379635484,119.09273087371464,0,210.19781806927503,151.4969339906216,0,8365,5924,0,1593,961,0
352940,423.4577164891424,310.20188353024525,0,483.005867825804,422.61814313934053,0,168.43787996619594,68.69684973800699,0,180.08463111871086,76.74373272306717,0,18857,13742,0,7534,3065,0
352950,1090.124097215619,672.672017097917,0,1256.8077084206116,1056.4663023679418,0,207.80241370322724,95.63560080942723,0,295.5847034915943,152.90519877675843,0,555,345,0,107,49,0
352960,889.2625088269743,677.3683812666135,0,1277.3722627737227,1197.2930765226445,0,235.79987673044607,134.0488338524791,0,394.3653084725443,207.9002079002079,0,344,262,0,91,52,0
352965,1545.9379961549403,1005.6640370131271,0,2145.7270527902497,1447.0284237726098,0,246.45211188265074,125.6869928203714,0,425.53191489361706,262.0545073375262,0,295,192,0,47,24,0
352970,860.0965988054111,1306.7448453178856,0,1390.2636551786195,2417.0502260089343,0,173.65836927684046,102.88008657947645,0,216.15896330161203,145.63327720384106,0,1850,2776,0,372,221,0
352980,660.0158059755171,930.750080974017,0,827.3351534706709,1253.5381113191986,0,200.92543232468466,162.91887528255168,0,292.49222597447965,243.00384102845496,0,827,1163,0,251,205,0
352990,442.6827244813826,331.8098966842462,0,581.6246056782335,469.12537746074776,0,180.00053482051484,78.6066131909562,0,254.78955362830123,112.01480543515316,0,900,674,0,366,160,0
353000,1158.5473740714517,852.3894251614712,0,1674.8768472906402,1051.156271899089,0,215.73648619036868,111.51403136945152,0,355.9200176536329,245.26979677645411,0,345,253,0,64,33,0
353010,1277.0665577964676,1405.6572209548801,0,1612.7286502868276,1695.5293094703284,0,208.06362751914415,102.03225284030583,0,266.9841613450229,146.16901216942009,0,3649,4020,0,595,293,0
353020,809.7012999129965,537.4098220972367,0,1166.5480037241907,642.9631517227874,0,201.21142625077132,106.00748913355561,0,276.91626052281794,143.03003630762458,0,1441,953,0,358,189,0
353030,1145.2699715530966,981.8990991492974,0,1303.2890900984326,1215.2313452794865,0,195.09566128132602,120.79512451660823,0,223.5890969012787,156.38727815849586,0,6541,5635,0,1112,688,0
353040,1353.708132492562,740.0565414983819,0,1574.1145605596853,945.1360073766712,0,203.21510689077908,98.97147622617874,0,302.70431376932066,174.901617839965,0,623,339,0,93,45,0
353050,1078.9697784102898,915.1025712896587,0,1285.7035194814982,1015.0755282459072,0,270.58638514608964,117.36009587821452,0,315.88907489628065,138.50415512465375,0,7328,6222,0,1841,799,0
353060,572.4830889128644,525.9727688209879,0,656.1523894708155,655.4536116332534,0,214.34797198490196,74.29503864452597,0,232.22716801647252,86.46171508602107,0,23991,22074,0,8980,3104,0
353070,809.3364762387409,584.4139951489542,0,1011.4143278907558,710.2015854592802,0,182.81969509862694,87.05476790274798,0,210.4300993953423,102.4762855043249,0,11715,8457,0,2651,1265,0
353080,626.1885718140163,540.5164318724626,0,793.171256879827,642.8874457461737,0,215.45641473649692,105.28475716619555,0,242.93539293653885,127.69747502387621,0,5649,4869,0,1949,953,0
353090,715.7497989908488,849.0921601153801,0,1123.9193083573487,1128.392802683745,0,179.6474318217305,94.67643926456782,0,287.5215641173088,182.9826166514181,0,244,288,0,61,32,0
353100,892.2165701609613,1626.5818270472046,0,1352.6119402985073,2472.0149253731342,0,198.25112292443984,121.55099220604664,0,315.45741324921136,354.13899955732626,0,197,359,0,44,27,0
353110,341.6341720095473,395.79937707137424,0,466.9947197464004,625.5158631465547,0,305.1057834649115,98.92391169362763,0,379.6745120445288,124.40512628107659,0,1754,2006,0,1585,509,0
353120,687.8561412294815,469.03210305847756,0,833.5406817616322,715.7207433450528,0,221.8359279389347,111.82608260290628,0,271.45811789038265,161.73177407315254,0,525,360,0,169,86,0
353130,693.219034341864,759.4454113748943,0,890.9716216488002,945.9136530189581,0,169.2092675875428,145.8488642931563,0,229.71206780466554,202.1999352960207,0,3393,3713,0,829,715,0
353140,1590.2791707786353,2303.698444674653,0.42410619619152634,1914.6067415730338,2603.009598859873,4.241061961915263,194.47405363072062,136.34778312951252,0,225.47452137908417,172.71157167530222,0,3728,5409,1,457,320,0
353150,1143.277268637883,2610.887499975628,0,1356.9720286991785,3023.723787333192,0,225.3706654583227,92.09907683624854,0,310.25389110088423,131.52356902356902,0,2187,4985,0,431,176,0
353160,1220.0774109058293,1659.6925798784468,0,1837.7088305489258,2077.8600429902076,0,234.14302336418294,204.8071825218079,0,336.0537686029765,344.82758620689657,0,505,687,0,97,85,0
353170,645.0260621815466,382.79574566806764,0,911.4583333333334,667.1431975220395,0,138.66462736014975,106.98975531886721,0,218.58401276530637,217.01388888888889,0,286,167,0,61,47,0
353180,427.1984051415027,462.84718537180817,0,539.0880373324546,725.5395389662359,0,132.0499909099949,67.68661722400758,0,158.25746617884795,96.99651152897133,0,2322,2507,0,722,373,0
353190,619.1913899767925,818.8727408285405,0,731.8078746650175,977.7032041560452,0,148.00532015925805,56.31367006407298,0,176.87074829931973,85.78168561012224,0,1929,2551,0,460,177,0
353200,431.932630355568,407.7986239060239,0,550.5799442078991,720.7608857185318,0,167.9579260308006,87.6148102347619,0,237.43139928499232,142.71323035594358,0,555,522,0,214,111,0
353205,609.927325962025,391.96941579735005,0,974.5762711864407,711.9889756545705,0,172.45033697612294,76.18635968237851,0,275.6086357372531,127.1186440677966,0,280,178,0,78,35,0
353210,983.9682868347819,1015.2253236653943,0,1160.4095563139933,1417.9386056616606,0,276.20375769026646,119.3762785441452,0,409.55631399317406,192.26286178463195,0,429,440,0,120,52,0
353215,1364.722600122856,1552.6276234487586,0,1730.3532804614274,2162.9416005767844,0,195.03115673370436,85.14517279894238,0,328.34731849689894,229.58346999016072,0,400,451,0,57,25,0
353220,790.0486210865431,657.9110548194654,0,1050.0308832612723,885.3201564751905,0,152.46170723231796,96.6441604102631,0,210.7037505267594,163.29577530501317,0,363,303,0,70,44,0
353230,536.0446688489556,392.11009509344944,0,900.7656508031828,557.1030640668524,0,219.08543892687229,98.13766331378147,0,318.6438517668801,176.83465959328026,0,360,264,0,147,66,0
353240,777.7390992643484,859.4273046322032,0,1144.461239473116,974.1562088132484,0,284.9839551561281,96.1388884254845,0,371.89860946500255,144.77420791803553,0,1373,1510,0,500,169,0
353250,1813.5081284586324,2351.1386374749536,0,2432.450503667121,4691.977985746532,0,258.1999479508232,158.31815029458397,0,311.1456828536504,212.76595744680853,0,1612,2084,0,230,141,0
353260,930.8920463046927,2215.4265187149194,0,1206.9421196370363,2736.804691665186,0,269.3367180725879,117.66835611824906,0,328.771992180558,160.6712487726502,0,1040,2478,0,301,131,0
353270,1208.2497700055133,1825.4518416662804,0,1926.4334521687465,2399.1726990692864,0,153.41525392993378,92.38771068798226,0,225.886604924328,162.47029114676175,0,567,857,0,73,44,0
353280,1304.3171226706538,801.6190847297802,0,1670.4288939051917,1008.2768999247555,0,180.54580524779465,142.7342120877921,0,326.7488489529185,174.54545454545456,0,846,520,0,117,92,0
353282,590.5329974178379,844.2781101716971,0,767.0778480356587,1197.8021978021977,0,143.54291375029163,63.04762596331248,0,184.68223791417708,112.76268580215273,0,544,771,0,132,59,0
353284,1441.1761549908342,934.1297049960418,0,2088.3924235065565,1677.8523489932886,0,280.17182047444453,130.36081450595057,0,485.67265662943174,353.8928210313448,0,290,189,0,56,26,0
353286,1251.2133821566968,1078.446192258589,0,2024.6478873239437,1710.097719869707,0,182.02076605703124,98.87931811051635,0,248.75621890547262,242.13075060532688,0,149,130,0,22,12,0
353290,706.6122104115249,641.4921812513537,0,951.0101544376379,961.6956617908697,0,184.9445753496643,66.77028089739116,0,288.2380288238029,132.0879328238513,0,721,659,0,189,69,0
353300,1406.105547703663,2343.6673097600333,0,1928.0471415279644,3258.053500997779,0,198.80366456059403,115.09030876981254,0,237.77525069781868,147.12163637226521,0,2855,4754,0,405,235,0
353310,1582.3309134647757,1810.066865714695,0,2405.002405002405,2692.8343222272933,0,264.64284119918125,150.74194166226386,0,564.2361111111111,259.0673575129534,0,357,407,0,60,34,0
353320,911.3929746301765,626.8227502940105,0,1239.6694214876034,953.5918626827718,0,180.6425938150795,62.13342355401303,0,362.3188405797101,142.571998859424,0,319,219,0,64,22,0
353325,723.2960635593031,451.0413256451542,0,958.5330277141072,702.576112412178,0,133.5894556366152,61.86198810097305,0,255.45293770878365,166.70139612419254,0,375,230,0,70,32,0
353330,661.9206173968475,1234.3908995909935,0,965.6652360515022,1494.6418499717993,0,179.68768121145146,81.21135740320172,0,260.2133749674733,222.71714922048997,0,249,466,0,68,31,0
353340,501.5387640070285,630.881940269153,0,616.0243329611519,814.3071651330227,0,145.83086757137644,95.11687549791108,0,159.98887033945465,110.83771142293455,0,2789,3497,0,815,532,0
353350,1199.1486020165817,1318.245469488104,0,1542.09875879856,1728.1343360461524,0,230.8273338377132,90.64517503253819,0,276.3801425519519,112.05300594368119,0,4642,5119,0,899,355,0
353360,730.5798276183665,424.7621525116771,0,967.170685192753,614.1820212171971,0,173.92946308894727,94.62366634382062,0,306.30105017502916,152.56588072122054,0,523,305,0,124,68,0
353370,876.0344263577731,1019.252251153186,0,1160.631383472609,1533.1010452961673,0,218.0375580432869,119.30051590771036,0,442.2718808193668,209.8391233387736,0,373,434,0,93,51,0
