cod_ibge,nome_municipio,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_mean
352490,Jambeiro,5399.46,5454,5554,5868,5981,6092,6200,6305,6485,6602,5994.046
352500,Jandira,108517.86,109614,110842,116041,117457,118832,120177,121492,123481,124937,117139.08599999998
352510,Jardinópolis,37812.06,38194,38708,40640,41228,41799,42358,42904,43774,44380,41179.706
352520,Jarinu,24126.3,24370,24875,26353,26921,27473,28012,28540,29456,30044,27017.03
352530,Jaú,131169.06,132494,133900,140077,141703,143283,144828,146338,148581,150252,141262.506
352540,Jeriquara,3119.49,3151,3142,3230,3223,3216,3209,3202,3168,3159,3181.9489999999996
352550,Joanópolis,11754.27,11873,11974,12492,12610,12725,12837,12947,13098,13220,12553.027
352560,João Ramalho,4132.26,4174,4197,4361,4389,4416,4442,4468,4495,4523,4359.726000000001
352570,José Bonifácio,32743.26,33074,33375,34846,35197,35538,35872,36198,36655,37015,35051.326
352580,Júlio Mesquita,4406.49,4451,4470,4639,4663,4687,4710,4733,4752,4776,4628.749
352585,Jumirim,2816.55,2845,2889,3042,3092,3142,3190,3237,3315,3367,3093.555
352590,Jundiaí,369975.87,373713,377183,393920,397965,401896,405740,409497,414810,418962,396366.18700000003
352600,Junqueirópolis,18670.41,18859,18986,19765,19918,20066,20211,20353,20524,20679,19803.141
352610,Juquiá,18957.51,19149,19055,19535,19446,19359,19274,19192,18908,18812,19168.751
352620,Juquitiba,28622.88,28912,29081,30239,30443,30642,30837,31027,31235,31444,30248.288
352630,Lagoinha,4784.67,4833,4824,4966,4960,4954,4949,4943,4903,4896,4901.267
352640,Laranjal Paulista,25235.1,25490,25721,26853,27122,27384,27640,27890,28240,28516,27009.109999999997
352650,Lavínia,8969.4,9060,9330,9995,10297,10590,10876,11156,11667,11980,10392.039999999999
352660,Lavrinhas,6568.65,6635,6678,6950,7002,7052,7102,7150,7207,7260,6960.464999999999
352670,Leme,91674.99,92601,93417,97505,98460,99388,100296,101184,102412,103391,98032.899
352680,Lençóis Paulista,61299.81,61919,62393,65026,65587,66131,66664,67185,67859,68432,65249.581000000006
352690,Limeira,275312.07,278093,280096,291748,294128,296440,298701,300911,303682,306114,292522.50700000004
352700,Lindóia,6745.86,6814,6912,7265,7377,7485,7591,7695,7864,7980,7372.886
352710,Lins,71134.47,71853,72260,75117,75612,76092,76562,77021,77510,78013,75117.447
352720,Lorena,82058.13,82887,83224,86337,86764,87178,87584,87980,88276,88706,86099.413
352725,Lourdes,2116.62,2138,2147,2227,2238,2249,2260,2270,2278,2289,2221.2619999999997
352730,Louveira,37758.6,38140,39122,41700,42796,43862,44904,45922,47748,48885,43083.759999999995
352740,Lucélia,19802.97,20003,20119,20918,21059,21196,21330,21461,21604,21747,20923.997
352750,Lucianópolis,2234.43,2257,2264,2345,2355,2364,2372,2381,2385,2394,2335.143
352760,Luís Antônio,11486.97,11603,11910,12704,13046,13378,13703,14021,14592,14947,13139.097
352770,Luiziânia,5038.11,5089,5145,5384,5449,5511,5573,5633,5723,5790,5433.511
352780,Lupércio,4319.37,4363,4372,4523,4536,4549,4561,4573,4571,4584,4495.137
352790,Lutécia,2673.0,2700,2687,2754,2741,2729,2717,2705,2663,2649,2701.8
352800,Macatuba,16135.02,16298,16336,16909,16961,17013,17063,17111,17111,17163,16810.002
352810,Macaubal,7608.15,7685,7705,7978,8006,8033,8060,8086,8093,8120,7937.414999999999
352820,Macedônia,3620.43,3657,3650,3756,3751,3746,3741,3736,3704,3698,3705.943
352830,Magda,3152.16,3184,3167,3246,3230,3215,3200,3185,3136,3119,3183.416
352840,Mairinque,43038.27,43473,43714,45436,45729,46015,46294,46567,46852,47150,45426.827000000005
352850,Mairiporã,81730.44,82556,84104,88883,90627,92323,93981,95601,98374,100179,90835.844
352860,Manduri,8957.52,9048,9101,9464,9529,9592,9653,9714,9780,9846,9468.452000000001
352870,Marabá Paulista,4849.0199999999995,4898,4981,5251,5345,5435,5524,5611,5757,5853,5350.402
352880,Maracaí,13224.42,13358,13382,13842,13878,13913,13948,13981,13967,14002,13749.541999999998
352885,Marapoama,2637.36,2664,2693,2818,2852,2885,2917,2949,2996,3031,2844.236
352890,Mariápolis,3881.79,3921,3926,4057,4064,4072,4079,4087,4077,4084,4024.879
352900,Marília,216046.71,218229,219664,228618,230336,232006,233639,235234,237130,238882,228978.471
352910,Marinópolis,2085.93,2107,2101,2160,2155,2150,2145,2140,2117,2112,2127.293
352920,Martinópolis,24119.37,24363,24502,25473,25641,25805,25966,26123,26289,26461,25474.237
352930,Matão,76401.27,77173,77546,80528,80990,81439,81878,82307,82702,83170,80413.427
352940,Mauá,416972.16,421184,425169,444136,448776,453286,457696,462005,468148,472912,447028.416
352950,Mendonça,4660.92,4708,4774,5014,5089,5161,5232,5302,5413,5490,5084.392
352960,Meridiano,3803.58,3842,3830,3934,3923,3912,3902,3892,3848,3836,3872.2580000000003
352965,Mesópolis,1864.17,1883,1880,1935,1933,1931,1928,1926,1910,1908,1909.8169999999998
352970,Miguelópolis,20355.39,20561,20668,21471,21602,21728,21852,21973,22093,22226,21452.939000000002
352980,Mineiros do Tietê,11966.13,12087,12133,12583,12642,12700,12757,12812,12849,12908,12543.713
352990,Miracatu,20250.45,20455,20322,20790,20660,20533,20409,20288,19919,19779,20340.545000000002
353000,Mira Estrela,2809.62,2838,2854,2968,2988,3007,3027,3045,3066,3086,2968.862
353010,Mirandópolis,27325.98,27602,27717,28758,28902,29043,29181,29315,29418,29564,28682.597999999998
353020,Mirante do Paranapanema,16952.76,17124,17187,17820,17901,17979,18056,18130,18178,18259,17758.676
353030,Mirassol,53669.88,54212,54618,56910,57390,57857,58314,58760,59333,59824,57088.788
353040,Mirassolândia,4294.62,4338,4379,4574,4622,4668,4714,4758,4822,4871,4604.062
353050,Mococa,65681.55,66345,66399,68590,68695,68797,68897,68994,68788,68885,68007.155
353060,Mogi das Cruzes,388274.04,392196,396468,414907,419839,424633,429321,433901,440769,445842,418615.004
353070,Mogi Guaçu,136862.55,138245,139211,144963,146114,147233,148327,149396,150713,151888,145295.255
353080,Mogi Mirim,86023.08,86892,87266,90558,91027,91483,91929,92365,92715,93189,90344.70800000001
353090,Mombuca,3246.21,3279,3291,3411,3426,3441,3456,3470,3478,3493,3399.121
353100,Monções,2116.62,2138,2144,2219,2227,2235,2242,2249,2252,2259,2208.162
353110,Mongaguá,46681.47,47153,47984,50641,51580,52492,53384,54257,55731,56702,51660.547
353120,Monte Alegre do Sul,7143.84,7216,7278,7593,7665,7736,7804,7871,7964,8038,7630.884
353130,Monte Alto,46406.25,46875,47100,48907,49186,49456,49721,49979,50216,50498,48834.425
353140,Monte Aprazível,21781.98,22002,22250,23294,23579,23857,24128,24393,24794,25087,23516.597999999998
353150,Monte Azul Paulista,18695.16,18884,18838,19376,19339,19304,19268,19234,19050,19008,19099.616
353160,Monte Castelo,4021.38,4062,4060,4187,4187,4188,4189,4190,4166,4166,4141.638000000001
353170,Monteiro Lobato,4117.41,4159,4197,4381,4424,4467,4509,4549,4608,4653,4406.441000000001
353180,Monte Mor,49342.59,49841,50702,53488,54462,55409,56335,57240,58765,59772,54535.659
353190,Morro Agudo,29106.0,29400,29673,30991,31310,31620,31923,32220,32641,32968,31185.2
353200,Morungaba,11792.88,11912,12050,12621,12779,12934,13085,13232,13458,13622,12748.588
353205,Motuca,4279.7699999999995,4323,4354,4534,4571,4607,4642,4676,4720,4758,4546.477000000001
353210,Murutinga do Sul,4160.97,4203,4219,4375,4395,4415,4434,4453,4466,4486,4360.697
353215,Nantes,2713.59,2741,2774,2905,2943,2979,3014,3049,3103,3141,2936.259
353220,Narandiba,4286.7,4330,4371,4564,4611,4657,4702,4746,4809,4857,4593.37
353230,Natividade da Serra,6590.43,6657,6637,6821,6803,6786,6770,6754,6681,6661,6716.043
353240,Nazaré Paulista,16402.32,16568,16717,17451,17625,17794,17959,18121,18346,18524,17550.732
353250,Neves Paulista,8674.38,8762,8752,9017,9012,9008,9003,8999,8936,8930,8909.338
353260,Nhandeara,10658.34,10766,10806,11203,11254,11303,11351,11398,11427,11478,11164.434
353270,Nipoã,4308.48,4352,4427,4669,4753,4835,4916,4994,5126,5213,4759.348
353280,Nova Aliança,5918.22,5978,6061,6367,6462,6555,6645,6733,6875,6973,6456.722
353282,Nova Campina,8522.91,8609,8700,9100,9205,9307,9406,9504,9647,9755,9175.591
353284,Nova Canaã Paulista,2065.14,2086,2059,2087,2059,2032,2005,1978,1911,1881,2016.3139999999999
353286,Nova Castilho,1124.64,1136,1146,1195,1206,1217,1228,1239,1255,1267,1201.364
353290,Nova Europa,9358.47,9453,9601,10108,10276,10439,10599,10755,11013,11186,10278.847
353300,Nova Granada,19152.54,19346,19507,20346,20534,20717,20896,21071,21307,21500,20437.654000000002
353310,Nova Guataporanga,2162.16,2184,2191,2270,2279,2288,2296,2304,2308,2316,2259.816
353320,Nova Independência,3114.54,3146,3220,3423,3507,3588,3667,3745,3883,3969,3526.254
353325,Novais,4650.03,4697,4799,5089,5202,5313,5421,5527,5712,5830,5224.003
353330,Nova Luzitânia,3460.05,3495,3546,3728,3787,3843,3899,3953,4041,4101,3785.3050000000003
353340,Nova Odessa,51426.54,51946,52627,55229,56008,56764,57504,58227,59371,60174,55927.654
353350,Novo Horizonte,36543.87,36913,37222,38828,39191,39543,39888,40225,40680,41052,39008.587
353360,Nuporanga,6787.44,6856,6894,7164,7210,7255,7299,7341,7386,7432,7162.444
353370,Ocauçu,4121.37,4163,4163,4296,4299,4302,4305,4308,4287,4289,4253.3369999999995
353380,Óleo,2622.5099999999998,2649,2625,2676,2652,2628,2605,2583,2522,2496,2605.851
353390,Olímpia,49828.68,50332,50630,52650,53010,53360,53702,54037,54406,54772,52672.768
353400,Onda Verde,3881.79,3921,3956,4128,4169,4209,4248,4286,4339,4381,4151.879
353410,Oriente,6058.8,6120,6141,6366,6394,6421,6447,6473,6487,6515,6342.280000000001
353420,Orindiúva,5734.08,5792,5904,6244,6370,6493,6614,6731,6935,7066,6388.308
353430,Orlândia,39670.29,40071,40352,42020,42354,42678,42996,43306,43687,44028,42116.22900000001
353440,Osasco,661147.74,667826,668877,691652,693271,694844,696382,697886,696850,698418,686715.3740000001
353450,Oscar Bressane,2510.64,2536,2535,2614,2614,2615,2615,2616,2602,2603,2586.064
353460,Osvaldo Cruz,30704.85,31015,31109,32229,32353,32475,32593,32709,32754,32879,32082.085
353470,Ourinhos,102701.61,103739,104420,108674,109489,110282,111056,111813,112711,113542,108842.76099999998
353475,Ouroeste,8482.32,8568,8725,9215,9392,9564,9733,9897,10177,10361,9411.432
353480,Ouro Verde,7772.49,7851,7899,8216,8274,8330,8386,8440,8503,8562,8223.348999999998
353490,Pacaembu,13148.19,13281,13333,13829,13896,13961,14024,14086,14130,14197,13788.519
353500,Palestina,11088.99,11201,11346,11904,12070,12231,12388,12542,12786,12957,12051.399
353510,Palmares Paulista,11014.74,11126,11312,11922,12132,12336,12536,12730,13058,13275,12144.173999999999
353520,Palmeira d'Oeste,9432.72,9528,9473,9700,9647,9596,9545,9496,9340,9283,9504.072
353530,Palmital,21011.76,21224,21260,21987,22041,22094,22146,22196,22168,22221,21834.876
353540,Panorama,14508.45,14655,14725,15288,15374,15458,15539,15619,15690,15777,15263.345000000001
353550,Paraguaçu Paulista,42058.17,42483,42680,44310,44555,44794,45027,45255,45455,45703,44232.017
353560,Paraibuna,17243.82,17418,17446,18040,18083,18125,18166,18206,18180,18222,17912.982
353570,Paraíso,5874.66,5934,5969,6207,6249,6290,6330,6369,6411,6454,6208.7660000000005
353580,Paranapanema,17805.15,17985,18155,18965,19164,19357,19545,19730,19993,20197,19089.614999999998
353590,Paranapuã,3791.7,3830,3843,3983,4001,4018,4035,4051,4061,4078,3969.1699999999996
353600,Parapuã,10716.75,10825,10805,11124,11110,11098,11085,11073,10980,10964,10978.075
353610,Pardinho,5591.5199999999995,5648,5711,5979,6051,6122,6191,6259,6360,6435,6034.752
353620,Pariquera-Açu,18322.92,18508,18567,19239,19316,19391,19465,19537,19570,19648,19156.392
353625,Parisi,2018.61,2039,2045,2118,2126,2134,2142,2150,2153,2161,2108.661
353630,Patrocínio Paulista,12990.78,13122,13240,13821,13959,14093,14223,14351,14529,14670,13899.878
353640,Paulicéia,6354.8099999999995,6419,6496,6807,6895,6981,7065,7147,7274,7366,6880.481
353650,Paulínia,83666.88,84512,86800,92668,95221,97702,100128,102499,106776,109424,95939.688
353657,Paulistânia,1761.21,1779,1779,1836,1837,1839,1840,1841,1832,1833,1817.721
353660,Paulo de Faria,8512.02,8598,8607,8893,8909,8924,8939,8953,8930,8945,8821.002
353670,Pederneiras,41453.28,41872,42235,44073,44498,44910,45314,45708,46251,46687,44300.128000000004
353680,Pedra Bela,5736.06,5794,5806,6009,6027,6044,6062,6078,6075,6093,5972.406
353690,Pedranópolis,2519.55,2545,2532,2595,2582,2570,2558,2547,2508,2494,2545.055
353700,Pedregulho,15597.45,15755,15807,16382,16450,16517,16582,16645,16676,16744,16315.545000000002
353710,Pedreira,41624.55,42045,42516,44509,45052,45579,46094,46598,47361,47919,44929.755
353715,Pedrinhas Paulista,2917.53,2947,2952,3054,3062,3071,3079,3087,3085,3093,3034.7529999999997
353720,Pedro de Toledo,10180.17,10283,10358,10791,10880,10967,11053,11136,11240,11331,10821.917
353730,Penápolis,58219.92,58808,59096,61371,61726,62071,62409,62738,63047,63407,61289.291999999994
353740,Pereira Barreto,24707.43,24957,24953,25742,25755,25767,25779,25790,25660,25669,25477.943
353750,Pereiras,7473.51,7549,7640,8006,8111,8213,8312,8410,8560,8668,8094.251000000001
353760,Peruíbe,59807.88,60412,61030,63815,64531,65226,65907,66572,67548,68284,64313.288
353770,Piacatu,5284.62,5338,5387,5626,5683,5739,5793,5846,5922,5980,5659.861999999999
353780,Piedade,51775.02,52298,52447,54323,54523,54717,54907,55092,55149,55348,54057.902
353790,Pilar do Sul,26329.05,26595,26778,27880,28097,28309,28516,28718,28963,29185,27937.004999999997
353800,Pindamonhangaba,147118.95,148605,150162,157062,158864,160614,162327,164000,166475,168328,158355.595
353810,Pindorama,15036.119999999999,15188,15331,16013,16180,16342,16501,16656,16877,17049,16117.312
353820,Pinhalzinho,13135.32,13268,13425,14067,14247,14423,14595,14763,15021,15207,14215.132000000001
353830,Piquerobi,3506.58,3542,3546,3665,3672,3679,3686,3693,3685,3692,3636.6580000000004
353850,Piquete,13883.76,14024,13942,14278,14199,14123,14048,13976,13742,13657,13987.276000000002
353860,Piracaia,24999.48,25252,25384,26371,26532,26688,26841,26991,27140,27303,26350.147999999997
353870,Piracicaba,363617.1,367290,369919,385287,388412,391449,394419,397322,400949,404142,386280.61
353880,Piraju,28234.8,28520,28563,29532,29599,29664,29728,29790,29741,29806,29317.78
353890,Pirajuí,22675.95,22905,23098,24098,24325,24546,24762,24973,25259,25492,24213.395
353900,Pirangi,10561.32,10668,10712,11112,11167,11220,11272,11323,11362,11417,11081.432
353910,Pirapora do Bom Jesus,15830.1,15990,16238,17091,17372,17646,17913,18174,18604,18895,17375.31
353920,Pirapozinho,24644.07,24893,25086,26146,26374,26594,26810,27021,27295,27527,26239.007
353930,Pirassununga,69777.18,70482,70869,73656,74128,74587,75035,75474,75930,76409,73634.718
353940,Piratininga,12065.13,12187,12297,12839,12968,13093,13216,13335,13503,13636,12913.913
353950,Pitangueiras,35269.74,35626,35934,37499,37860,38211,38554,38889,39349,39719,37691.074
353960,Planalto,4478.76,4524,4583,4808,4876,4941,5005,5067,5167,5237,4868.676
353970,Platina,3184.83,3217,3242,3378,3406,3434,3461,3488,3521,3550,3388.183
353980,Poá,105729.03,106797,107556,112015,112917,113793,114650,115488,116530,117452,112292.70300000001
353990,Poloni,5388.57,5443,5489,5726,5780,5833,5884,5935,6004,6059,5754.157
354000,Pompéia,19900.98,20102,20235,21060,21220,21375,21526,21674,21851,22014,21095.798
354010,Pongaí,3430.35,3465,3449,3537,3523,3508,3494,3480,3432,3416,3473.435
354020,Pontal,40644.45,41055,41840,44236,45119,45978,46818,47638,49047,49961,45233.645000000004
354025,Pontalinda,4074.84,4116,4155,4341,4388,4433,4476,4519,4580,4628,4371.084
354030,Pontes Gestal,2491.83,2517,2515,2593,2593,2593,2593,2594,2577,2577,2564.3830000000003
354040,Populina,4163.94,4206,4189,4299,4284,4269,4254,4240,4186,4169,4225.994000000001
354050,Porangaba,8370.45,8455,8579,9021,9162,9299,9434,9565,9779,9925,9158.945
354060,Porto Feliz,48661.47,49153,49404,51320,51628,51928,52221,52507,52785,53098,51270.547
354070,Porto Ferreira,51187.95,51705,51999,54056,54413,54761,55100,55432,55787,56150,54059.094999999994
354075,Potim,19643.579999999998,19842,20272,21501,21984,22453,22911,23360,24143,24643,22075.258
354080,Potirendaba,15431.13,15587,15720,16401,16557,16709,16857,17002,17201,17361,16482.613
354085,Pracinha,2938.32,2968,3074,3315,3433,3547,3659,3768,3971,4093,3476.632
354090,Pradópolis,17542.8,17720,18052,19077,19450,19814,20169,20516,21110,21496,19494.68
354100,Praia Grande,264633.93,267307,272390,287967,293695,299261,304705,310024,319146,325073,294420.19299999997
354105,Pratânia,4602.51,4649,4697,4912,4967,5021,5074,5126,5204,5261,4951.351000000001
354110,Presidente Alves,4067.91,4109,4094,4205,4192,4179,4167,4155,4108,4094,4137.091
354120,Presidente Bernardes,13352.13,13487,13406,13724,13645,13568,13494,13420,13190,13106,13439.213
354130,Presidente Epitácio,41059.26,41474,41624,43155,43348,43535,43718,43897,44006,44200,43001.626000000004
354140,Presidente Prudente,206934.75,209025,210393,218960,220599,222192,223749,225271,227072,228743,219293.875
354150,Presidente Venceslau,37574.46,37954,37996,39265,39337,39407,39476,39544,39448,39516,38951.746
354160,Promissão,35664.75,36025,36364,37985,38380,38764,39139,39506,40027,40432,38228.675
354165,Quadra,3248.19,3281,3325,3489,3539,3587,3634,3680,3753,3804,3534.0190000000002
354170,Quatá,12758.13,12887,12972,13501,13603,13702,13798,13893,14006,14109,13522.913
354180,Queiroz,2828.43,2857,2905,3060,3114,3166,3217,3267,3351,3406,3117.143
354190,Queluz,11363.22,11478,11641,12234,12419,12600,12777,12949,13228,13420,12410.922
354200,Quintana,5987.5199999999995,6048,6089,6339,6389,6437,6484,6530,6587,6638,6352.852000000001
354210,Rafard,8545.68,8632,8651,8952,8979,9004,9030,9054,9050,9076,8897.367999999999
354220,Rancharia,28518.93,28807,28809,29732,29755,29778,29799,29821,29688,29707,29441.493
354230,Redenção da Serra,3821.4,3860,3847,3952,3941,3930,3919,3908,3863,3851,3889.2400000000002
354240,Regente Feijó,18422.91,18609,18720,19468,19602,19733,19860,19985,20124,20261,19478.491
354250,Reginópolis,7446.78,7522,7713,8218,8432,8640,8844,9042,9399,9621,8487.778
354260,Registro,53757.99,54301,54338,56123,56203,56280,56356,56430,56249,56322,55635.998999999996
354270,Restinga,6597.36,6664,6739,7054,7139,7223,7304,7384,7504,7593,7120.136
354280,Ribeira,3313.5299999999997,3347,3336,3427,3418,3408,3399,3390,3351,3340,3372.953
354290,Ribeirão Bonito,12081.96,12204,12270,12750,12831,12909,12986,13060,13137,13219,12744.795999999998
354300,Ribeirão Branco,17861.579999999998,18042,17822,18093,17866,17646,17430,17220,16684,16444,17510.858
354310,Ribeirão Corrente,4260.96,4304,4333,4510,4545,4579,4612,4644,4682,4718,4518.796
354320,Ribeirão do Sul,4398.57,4443,4439,4575,4574,4573,4572,4571,4542,4541,4522.857
354323,Ribeirão dos Índios,2163.15,2185,2182,2248,2247,2245,2244,2243,2227,2225,2220.915
354325,Ribeirão Grande,7350.75,7425,7427,7667,7675,7682,7690,7697,7666,7673,7595.275
354330,Ribeirão Pires,112588.74,113726,114361,118871,119644,120396,121130,121848,122607,123393,118856.474
354340,Ribeirão Preto,606216.6,612340,619746,649556,658059,666323,674405,682302,694534,703293,656677.46
354350,Riversul,6024.15,6085,6008,6096,6017,5941,5866,5792,5607,5524,5896.015
354360,Rifaina,3410.55,3445,3453,3574,3586,3597,3608,3618,3618,3629,3553.8550000000005
354370,Rincão,10316.789999999999,10421,10427,10768,10782,10796,10809,10823,10786,10799,10672.779
354380,Rinópolis,9811.89,9911,9887,10170,10152,10133,10116,10098,10003,9981,10026.289
354390,Rio Claro,185761.62,187638,188977,196821,198413,199961,201473,202952,204797,206424,197321.76200000002
354400,Rio das Pedras,29663.37,29963,30409,31982,32489,32982,33464,33935,34704,35228,32481.936999999998
354410,Rio Grande da Serra,44057.97,44503,45014,47142,47731,48302,48861,49408,50241,50846,47610.596999999994
354420,Riolândia,10622.7,10730,10880,11429,11600,11766,11928,12086,12342,12518,11590.17
354425,Rosana,19149.57,19343,19006,19156,18803,18459,18124,17795,17015,16643,18349.357
354430,Roseira,9581.22,9678,9754,10168,10257,10344,10429,10512,10621,10712,10205.622
354440,Rubiácea,2732.4,2760,2789,2917,2950,2983,3015,3046,3093,3128,2941.34
354450,Rubinéia,2852.19,2881,2900,3017,3039,3060,3081,3102,3125,3148,3020.5190000000002
354460,Sabino,5185.62,5238,5258,5452,5477,5502,5526,5549,5564,5590,5434.161999999999
354470,Sagres,2368.08,2392,2389,2460,2458,2456,2454,2453,2435,2432,2429.708
354480,Sales,5464.8,5520,5586,5853,5929,6002,6074,6144,6253,6331,5915.68
354490,Sales Oliveira,10557.36,10664,10756,11225,11333,11438,11541,11641,11779,11890,11282.436
354500,Salesópolis,15576.66,15734,15828,16462,16576,16688,16797,16903,17022,17139,16472.566
354510,Salmourão,4802.49,4851,4881,5079,5116,5152,5187,5222,5262,5300,5085.249
354515,Saltinho,7084.44,7156,7250,7607,7714,7818,7919,8019,8176,8286,7702.944
354520,Salto,105400.35,106465,107382,112052,113127,114171,115193,116191,117561,118663,112620.535
354530,Salto de Pirapora,40115.79,40521,40897,42710,43148,43574,43990,44397,44972,45422,42974.679000000004
354540,Salto Grande,8725.86,8814,8839,9156,9190,9223,9255,9287,9297,9331,9111.786
354550,Sandovalina,3708.54,3746,3792,3974,4026,4076,4126,4174,4248,4302,4017.254
354560,Santa Adélia,14256.99,14401,14467,15017,15098,15178,15255,15331,15397,15480,14988.098999999998
354570,Santa Albertina,5676.66,5734,5744,5941,5956,5971,5985,5999,5993,6008,5900.7660000000005
354580,Santa Bárbara d'Oeste,178964.28,180772,181509,188302,189233,190139,191024,191889,192536,193475,187784.328
354600,Santa Branca,13682.789999999999,13821,13877,14395,14465,14534,14601,14667,14717,14788,14354.779
354610,Santa Clara d'Oeste,2061.18,2082,2079,2141,2139,2137,2136,2134,2118,2115,2114.218
354620,Santa Cruz da Conceição,3998.61,4039,4074,4251,4292,4332,4371,4409,4461,4503,4273.061
354625,Santa Cruz da Esperança,1946.34,1966,1977,2056,2070,2084,2097,2110,2124,2139,2056.934
354630,Santa Cruz das Palmeiras,29965.32,30268,30593,32009,32384,32749,33106,33455,33975,34361,32286.532
354640,Santa Cruz do Rio Pardo,43710.48,44152,44375,46092,46366,46633,46893,47148,47395,47673,46043.748
354650,Santa Ernestina,5499.45,5555,5542,5701,5691,5681,5672,5662,5611,5599,5621.344999999999
354660,Santa Fé do Sul,29154.51,29449,29651,30872,31113,31348,31578,31802,32076,32322,30936.551
354670,Santa Gertrudes,21853.26,22074,22499,23793,24272,24737,25192,25637,26403,26898,24335.826
354680,Santa Isabel,50459.31,50969,51467,53784,54363,54926,55476,56014,56792,57386,54163.63100000001
354690,Santa Lúcia,8196.21,8279,8308,8613,8651,8687,8723,8758,8779,8817,8581.121
354700,Santa Maria da Serra,5415.3,5470,5525,5776,5840,5902,5962,6021,6107,6173,5819.13
354710,Santa Mercedes,2805.66,2834,2836,2929,2933,2937,2941,2945,2935,2939,2903.466
354720,Santana da Ponte Pensa,1605.78,1622,1603,1629,1610,1591,1573,1555,1507,1487,1578.2779999999998
354730,Santana de Parnaíba,110307.78,111422,113945,120998,123825,126574,129261,131887,136517,139447,124418.378
354740,Santa Rita d'Oeste,2506.68,2532,2521,2585,2574,2564,2554,2544,2510,2498,2538.868
354750,Santa Rita do Passa Quatro,26239.95,26505,26530,27411,27457,27502,27546,27590,27514,27557,27185.195
354760,Santa Rosa de Viterbo,23808.51,24049,24229,25246,25459,25666,25869,26067,26322,26540,25325.551
354765,Santa Salete,1438.47,1453,1458,1511,1517,1523,1530,1536,1539,1545,1505.047
354770,Santo Anastácio,20249.46,20454,20434,21059,21051,21044,21037,21030,20889,20878,20812.546
354780,Santo André,671701.14,678486,680496,704942,707613,710210,712749,715231,716109,718773,701631.0140000001
354790,Santo Antônio da Alegria,6282.54,6346,6386,6644,6692,6739,6785,6829,6880,6929,6651.254000000001
354800,Santo Antônio de Posse,20635.56,20844,21032,21957,22176,22389,22597,22801,23085,23310,22082.656
354805,Santo Antônio do Aracanguá,7603.2,7680,7732,8048,8109,8169,8228,8285,8356,8420,8063.0199999999995
354810,Santo Antônio do Jardim,5867.73,5927,5912,6078,6065,6053,6041,6029,5968,5954,5989.473
354820,Santo Antônio do Pinhal,6434.01,6499,6510,6733,6750,6767,6784,6800,6794,6811,6688.201000000001
354830,Santo Expedito,2796.75,2825,2845,2963,2988,3011,3035,3057,3086,3111,2971.775
354840,Santópolis do Aguapeí,4269.87,4313,4347,4532,4572,4611,4650,4687,4736,4777,4549.486999999999
354850,Santos,415313.91,419509,419614,433153,433565,433966,434359,434742,432957,433311,429048.99100000004
354860,São Bento do Sapucaí,10372.23,10477,10486,10831,10848,10864,10880,10895,10862,10878,10739.323
354870,São Bernardo do Campo,762550.47,770253,774886,805895,811489,816925,822242,827437,833240,838936,806385.347
354880,São Caetano do Sul,148462.38,149962,150638,156362,157205,158024,158825,159608,160275,161127,156048.838
354890,São Carlos,221931.27,224173,226322,236457,238958,241389,243765,246088,249415,251983,238048.127
354900,São Francisco,2760.12,2788,2783,2864,2861,2857,2854,2850,2826,2821,2826.412
354910,São João da Boa Vista,83277.81,84119,84584,87912,88477,89027,89564,90089,90637,91211,87889.781
354920,São João das Duas Pontes,2533.41,2559,2552,2624,2618,2612,2607,2601,2574,2568,2584.841
354925,São João de Iracema,1771.11,1789,1797,1865,1875,1885,1894,1904,1912,1922,1861.411
354930,São João do Pau d'Alho,2077.02,2098,2092,2150,2145,2141,2136,2132,2111,2105,2118.702
354940,São Joaquim da Barra,46422.09,46891,47256,49259,49690,50110,50520,50921,51447,51888,49440.409
354950,São José da Bela Vista,8347.68,8432,8456,8759,8791,8823,8854,8885,8895,8928,8717.068
354960,São José do Barreiro,4031.2799999999997,4072,4068,4190,4188,4185,4183,4181,4151,4147,4139.628
354970,São José do Rio Pardo,51519.6,52040,52176,54024,54209,54388,54563,54734,54763,54946,53736.259999999995
354980,São José do Rio Preto,407955.24,412076,415769,434039,438354,442548,446649,450657,456245,460671,436496.324
354990,São José dos Campos,630507.24,636876,643603,673255,681036,688597,695992,703219,713943,721944,678897.224
354995,São Lourenço da Serra,13968.9,14110,14241,14874,15028,15177,15323,15465,15667,15825,14967.89
355000,São Luiz do Paraitinga,10291.05,10395,10393,10721,10726,10731,10735,10740,10684,10687,10610.305
355010,São Manuel,38095.2,38480,38614,40027,40200,40367,40532,40692,40781,40954,39874.22
355020,São Miguel Arcanjo,31185.989999999998,31501,31549,32621,32696,32769,32840,32910,32859,32931,32386.199
355030,São Paulo,11202957.81,11316119,11376685,11821873,11895893,11967825,12038175,12106920,12176866,12252023,11815533.681
355040,São Pedro,31631.489999999998,31951,32231,33638,33966,34284,34595,34898,35318,35653,33816.549
355050,São Pedro do Turvo,7149.78,7222,7245,7508,7538,7567,7596,7624,7636,7666,7475.178
355060,São Roque,78959.43,79757,80661,84460,85502,86515,87506,88473,89943,91016,85279.24299999999
