"cod_ibge","nome_municipio","cod_microrregiao","nome_microrregiao","cod_mesorregiao","nome_mesorregiao","persist_dengue","persist_leishmaniose","persist_leptospirose","persist_malaria","incidence_mean_dengue","incidence_mean_leishmaniose","incidence_mean_leptospirose","incidence_mean_malaria","incidence_max_dengue","incidence_max_leishmaniose","incidence_max_leptospirose","incidence_max_malaria","total_cases_dengue","total_cases_leishmaniose","total_cases_leptospirose","total_cases_malaria","copresence_years","copresence_3plus","copresence_all4","dengue_leptospirose","dengue_malaria","dengue_leishmaniose","leptospirose_malaria","leptospirose_leishmaniose","malaria_leishmaniose"
"351030","Capela do Alto",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,2,8,1,93.3688488798497,1.55623165723913,6.6119396444762,0.499875031242189,349.040139616056,10.5635662599694,19.3180720564088,4.99875031242189,184,3,13,1,8,2,1,8,1,2,1,2,1
"351040","Capivari",35028,"Piracicaba",3506,"Piracicaba",9,8,9,0,413.704895158259,1.72199385366841,11.8728657435403,0,2306.59241420831,3.76279349789284,61.6893251557964,0,2202,9,60,0,9,7,0,8,0,7,0,8,0
"351050","Caraguatatuba",35054,"Caraguatatuba",3513,"Vale do Paraíba Paulista",10,6,10,7,1695.17040796991,1.12147153455232,5.31105555290139,2.71585175169385,5061.02350044565,2.64744036640575,8.77851799108493,7.52351097178683,18781,13,59,31,10,8,5,10,7,6,7,6,5
"351060","Carapicuíba",35057,"Osasco",3515,"Metropolitana de São Paulo",10,7,10,6,236.233510286705,0.443421221815952,9.64070620141777,0.313387596347527,833.177379618687,1.03149143346365,15.4723715019547,0.80351833896689,9257,17,371,12,10,8,5,10,6,7,6,7,5
"351070","Cardoso",35003,"Votuporanga",3501,"São José do Rio Preto",10,4,3,1,844.389753197277,4.09441014228077,2.54532923615638,0.85449709001016,4267.40223916924,16.2258640272595,8.5449709001016,8.5449709001016,1027,5,3,1,6,2,0,3,1,4,1,1,0
"351080","Casa Branca",35030,"São João da Boa Vista",3507,"Campinas",10,2,4,0,1258.02489228481,1.0355992657918,1.71040977784585,0,7404.41844043176,7.00893639390223,7.10763121486831,0,3752,3,5,0,5,1,0,4,0,2,0,1,0
"351090","Cássia dos Coqueiros",35015,"Batatais",3502,"Ribeirão Preto",8,1,3,0,188.242497354204,3.78787878787879,19.1831970073182,0,997.314921365554,37.8787878787879,115.837271800575,0,49,1,5,0,4,0,0,3,0,1,0,0,0
"351100","Castilho",35016,"Andradina",3503,"Araçatuba",10,10,2,1,1718.94704994465,15.1287950295189,1.00763981845944,1.52905198776758,5698.37189374464,24.8508946322068,5.16528925619835,15.2905198776758,3446,30,2,3,10,3,0,2,1,10,0,2,1
"351110","Catanduva",35005,"Catanduva",3501,"São José do Rio Preto",10,8,10,2,1405.19254679472,0.847388548462026,13.492147489713,0.330628693928068,9019.91965182457,1.68275096127149,21.1722361410071,2.48568658806373,16763,10,159,4,10,8,2,10,2,8,2,8,2
"351120","Catiguá",35005,"Catanduva",3501,"São José do Rio Preto",10,2,5,0,962.604556691509,3.94665575388467,9.30219209750792,0,4728.34443874936,26.4795445518337,39.7193168277506,0,737,3,7,0,5,2,0,5,0,2,0,2,0
"351130","Cedral",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,1,7,3,2584.51069236734,1.11470293166871,21.1347866822567,5.91406461685065,7870.52073183934,11.1470293166871,61.9578686493185,24.7831474597274,2275,1,18,5,7,4,0,7,3,1,3,1,0
"351140","Cerqueira César",35022,"Avaré",3504,"Bauru",6,0,1,0,29.0348249561814,0,0.564461503725446,0,115.128996807787,0,5.64461503725446,0,54,0,1,0,1,0,0,1,0,0,0,0,0
"351150","Cerquilho",35043,"Tatuí",3511,"Itapetininga",7,2,8,0,67.8180296684588,0.690391873859735,3.35325467023489,0,531.655664348057,4.86097608399767,10.4006323584474,0,307,3,15,0,7,1,0,6,0,1,0,2,0
"351160","Cesário Lange",35043,"Tatuí",3511,"Itapetininga",10,5,2,0,63.6297065314584,3.07687782373551,1.14840570744261,0,372.895181495077,6.41578385480825,5.90214247771941,0,109,5,2,0,6,1,0,2,0,5,0,1,0
"351170","Charqueada",35028,"Piracicaba",3506,"Piracicaba",10,3,7,1,167.921169738058,1.78008484145737,11.6051492603971,0.62142679592344,669.099756690998,6.02119460500963,30.1059730250482,6.2142679592344,272,3,19,1,7,4,0,7,1,3,1,3,0
"351190","Clementina",35018,"Birigui",3503,"Araçatuba",9,4,2,1,341.989360386796,8.7998665329243,3.93606535885902,2.59168070493715,870.37251943832,34.8149007775328,25.4582484725051,25.9168070493715,272,7,3,2,7,0,0,2,1,4,0,0,0
"351200","Colina",35009,"Barretos",3502,"Ribeirão Preto",10,2,2,1,733.474395246305,1.12612776071411,1.0877254124128,0.541477149664284,3217.31981364757,5.73855158957879,5.44188071397475,5.41477149664284,1336,2,2,1,5,0,0,2,1,2,0,0,0
"351210","Colômbia",35009,"Barretos",3502,"Ribeirão Preto",10,0,1,0,1783.34925743533,0,1.61004669135405,0,6262.10458360232,0,16.1004669135405,0,1102,0,1,0,1,0,0,1,0,0,0,0,0
"351220","Conchal",35027,"Limeira",3506,"Piracicaba",10,8,9,0,1181.72788969047,4.12382866456392,14.4597933522606,0,8443.90387734041,7.43107676302296,29.0338970748349,0,3202,11,39,0,10,7,0,9,0,8,0,7,0
"351230","Conchas",35023,"Botucatu",3504,"Bauru",9,2,4,0,504.243320093889,1.14519307199797,5.82300341100714,0,4716.76433413765,5.74514535217741,18.1851245681033,0,878,2,10,0,4,1,0,3,0,2,0,1,0
"351240","Cordeirópolis",35027,"Limeira",3506,"Piracicaba",10,2,10,1,701.002644538065,0.843522123936575,19.5533942785204,0.435824798431031,2840.66454334165,4.35824798431031,47.3159551293334,4.35824798431031,1603,2,44,1,10,2,1,10,1,2,1,2,1
"351250","Coroados",35018,"Birigui",3503,"Araçatuba",9,2,1,0,1464.69637320551,6.81757637279732,1.67056465085199,0,3384.87972508591,34.7644707109334,16.7056465085199,0,836,4,1,0,2,0,0,0,0,1,0,1,0
"351270","Corumbataí",35026,"Rio Claro",3506,"Piracicaba",8,0,3,0,369.59037938513,0,7.75201598352546,0,3022.79484638256,0,26.0268232440353,0,149,0,3,0,2,0,0,2,0,0,0,0,0
"351280","Cosmópolis",35032,"Campinas",3507,"Campinas",10,7,9,1,442.9145229586,1.07303317877815,14.277423406367,0.149684913257593,1323.21463319712,1.6852431013731,33.5222770768574,1.49684913257593,2815,7,93,1,9,7,1,9,1,7,1,7,1
"351290","Cosmorama",35003,"Votuporanga",3501,"São José do Rio Preto",10,6,1,1,993.215304666414,9.59200164222101,1.36686714051394,1.36686714051394,5035.0772372433,27.3710140960723,13.6686714051394,13.6686714051394,719,7,1,1,7,1,0,1,1,6,1,0,0
"351300","Cotia",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,8,10,7,147.024373304681,0.934536275519329,8.06108173353006,0.869665785807706,954.920103856274,2.95417396716908,11.9813775160893,1.96944931144606,3346,21,182,19,10,10,5,10,7,8,7,8,5
"351310","Cravinhos",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,2,9,2,656.624380667119,0.877171262765102,5.37004851974124,0.591293953643718,1856.21041520613,5.8633831720903,9.48659496698191,2.98124795039203,2183,3,18,2,9,3,1,9,2,2,2,2,1
"351330","Cruzália",35039,"Assis",3510,"Assis",8,0,4,0,1071.51253642667,0,40.3555934100554,0,5839.74649162517,0,135.808057944771,0,231,0,9,0,4,0,0,4,0,0,0,0,0
"351340","Cruzeiro",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",10,4,10,3,1193.76602132711,0.498182413736237,11.6049613053182,0.375856695954368,8143.46831161079,1.29346026490066,30.8329838928492,1.30652552010168,9529,4,93,3,10,6,1,10,3,4,3,4,1
"351350","Cubatão",35063,"Santos",3515,"Metropolitana de São Paulo",10,4,10,3,840.901791318343,0.913880503051297,23.8037504668792,0.666963282350888,4615.02819984342,4.15651783561803,47.1328827749285,4.98782140274164,10405,11,297,8,10,4,3,10,3,4,3,4,3
"351360","Cunha",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",9,1,5,1,24.7225998322363,0.461212065307628,3.21730021135216,0.452775513900208,63.3885719460292,4.61212065307628,13.8638569249965,4.52775513900208,54,1,7,1,6,1,0,5,1,1,0,1,0
"351370","Descalvado",35025,"São Carlos",3505,"Araraquara",10,3,4,0,503.112581531308,1.84488414596249,1.85581705363821,0,3856.88295936931,9.14913083257091,6.37368941011504,0,1657,6,6,0,6,1,0,4,0,3,0,1,0
"351380","Diadema",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,8,10,6,171.302251037506,0.420563742763914,8.34146107190642,0.252620302918985,968.896389187931,0.950267737935163,18.9763067552741,0.767302675328661,7043,17,335,10,10,9,5,10,6,8,6,8,5
"351385","Dirce Reis",35001,"Jales",3501,"São José do Rio Preto",7,3,0,0,889.345860222478,16.9273999359645,0,0,3372.68128161889,56.8181818181818,0,0,158,3,0,0,3,0,0,0,0,3,0,0,0
"351390","Divinolândia",35030,"São João da Boa Vista",3507,"Campinas",8,5,5,0,26.4832964684735,7.11404655517054,6.2239017245217,0,62.8027992104791,26.7665952890792,26.3527758257203,0,30,8,7,0,7,1,0,3,0,3,0,3,0
"351400","Dobrada",35024,"Araraquara",3505,"Araraquara",10,0,4,0,852.158631544069,0,8.02501456606225,0,5241.34841527607,0,33.9136332805788,0,745,0,7,0,4,0,0,4,0,0,0,0,0
"351410","Dois Córregos",35021,"Jaú",3504,"Bauru",10,0,10,2,229.292338040755,0,6.13593096998167,0.745980689865875,1538.63559226157,0,11.9521912350598,3.79881476979183,608,0,16,2,10,2,0,10,2,0,2,0,0
"351420","Dolcinópolis",35001,"Jales",3501,"São José do Rio Preto",7,1,1,0,1798.28158582728,4.65549348230912,4.78927203065134,0,8309.99066293184,46.5549348230912,47.8927203065134,0,384,1,1,0,1,0,0,0,0,1,0,0,0
"351440","Dracena",35034,"Dracena",3508,"Presidente Prudente",10,10,7,2,651.677227395738,42.9377887004936,3.08172235125572,0.444834761079314,2488.71245664929,105.776703220793,6.8689181453921,2.28963938179737,2979,195,14,2,10,7,2,7,2,10,2,7,2
"351450","Duartina",35020,"Bauru",3504,"Bauru",8,2,4,0,297.063164134531,1.59906664368971,4.00147824099379,0,1550.82362394536,8.02761499558481,15.9375249023827,0,369,2,5,0,5,0,0,4,0,1,0,0,0
"351460","Dumont",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,2,6,1,1610.91821311346,2.16194805505881,8.07986095303273,1.07238605898123,4075.06702412869,10.8956199607758,24.3867940632789,10.7238605898123,1440,2,7,1,7,2,0,6,1,2,0,1,1
"351470","Echaporã",35038,"Marília",3509,"Marília",8,1,4,0,166.240327545179,1.62839928350432,6.45125515817757,0,1013.29955668144,16.2839928350432,16.3880694854146,0,104,1,4,0,4,0,0,3,0,0,0,1,0
"351480","Eldorado",35055,"Registro",3514,"Litoral Sul Paulista",10,9,10,1,310.693823137731,35.6590056897476,28.9546050446368,0.654065014062398,1981.88738679617,116.174002839809,77.4493352265393,6.54065014062398,469,54,44,1,10,9,1,10,1,9,1,9,1
"351490","Elias Fausto",35032,"Campinas",3507,"Campinas",8,4,5,1,727.805170819368,3.03473863663388,4.68659735677356,0.634485559108675,5858.94059116184,12.6897111821735,17.5592625109745,6.34485559108675,1241,5,8,1,6,2,1,5,1,3,1,2,1
"351492","Elisiário",35005,"Catanduva",3501,"São José do Rio Preto",10,0,2,0,1054.06981992892,0,8.45502775710024,0,5824.39872500724,0,54.7795124623391,0,369,0,3,0,2,0,0,2,0,0,0,0,0
"351495","Embaúba",35005,"Catanduva",3501,"São José do Rio Preto",9,3,1,0,1258.71166414379,12.1903373491624,4.02576489533011,0,7055.46492659054,41.3393964448119,40.2576489533011,0,310,3,1,0,3,1,0,1,0,3,0,1,0
"351500","Embu das Artes",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,8,10,3,159.882342811303,0.775146719545107,8.59651255430167,0.24626346741032,726.943513853183,2.24673661506662,16.2602855759923,1.24842542343469,4143,20,220,6,10,8,3,10,3,8,3,8,3
"351510","Embu-Guaçu",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,4,10,1,49.9480918957598,0.874903743634709,12.2615641072232,0.146477222791856,163.456966238707,2.90461252468921,28.4724529018175,1.46477222791856,338,6,81,1,10,4,1,10,1,4,1,4,1
"351515","Engenheiro Coelho",35031,"Mogi Mirim",3507,"Campinas",9,2,8,1,748.366657769211,1.11188788469728,7.58048643075436,0.565578869973418,2907.07539166337,6.18888476296571,21.4926656278545,5.65578869973418,1389,2,14,1,8,3,0,8,1,2,1,2,0
"351518","Espírito Santo do Pinhal",35030,"São João da Boa Vista",3507,"Campinas",10,9,8,0,382.95776717543,4.82918775159678,10.1229824938465,0,3355.58238604005,9.49599981008,20.5686077337965,0,1680,21,44,0,10,7,0,8,0,9,0,7,0
"351519","Espírito Santo do Turvo",35040,"Ourinhos",3510,"Assis",7,0,1,0,138.311009177187,0,2.18627022299956,0,605.929452499459,0,21.8627022299956,0,64,0,1,0,0,0,0,0,0,0,0,0,0
"351520","Estrela d'Oeste",35002,"Fernandópolis",3501,"São José do Rio Preto",10,3,7,0,2761.46564878583,8.27566106401057,11.9429646735532,0,17383.5972583314,47.247814788566,24.3872698451408,0,2332,7,10,0,8,2,0,7,0,3,0,2,0
"351535","Euclides da Cunha Paulista",35036,"Presidente Prudente",3508,"Presidente Prudente",10,4,2,1,681.756149546983,5.27518730059593,2.11566973339193,1.03252452245741,2678.47614982392,21.0725950900853,10.671219720414,10.3252452245741,649,5,2,1,6,1,0,2,1,4,0,1,0
"351550","Fernandópolis",35002,"Fernandópolis",3501,"São José do Rio Preto",10,10,10,10,1500.86240028542,9.24685993568903,10.9469116997237,2.96373059773299,6817.52416227791,28.9368597719775,26.0431737947798,7.37071761306681,10204,63,74,20,10,10,10,10,10,10,10,10,10
"351560","Fernando Prestes",35013,"Jaboticabal",3502,"Ribeirão Preto",9,1,6,0,310.714601997455,3.4794711203897,15.7672437766839,0,1106.69202835898,34.794711203897,34.7222222222222,0,178,2,9,0,6,0,0,5,0,1,0,0,0
"351570","Ferraz de Vasconcelos",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,5,10,1,100.35228001971,0.27663012333001,13.1717803991023,0.0554551201712454,575.5278830536,0.587209404745827,26.4244232135622,0.554551201712454,1860,5,235,1,10,5,1,10,1,5,1,5,1
"351580","Flora Rica",35035,"Adamantina",3508,"Presidente Prudente",9,5,2,0,572.730113645312,37.0636860505258,19.561345841464,0,3354.91465567981,117.453605825699,127.307447485678,0,96,6,3,0,5,2,0,2,0,5,0,2,0
"351590","Floreal",35006,"Auriflama",3501,"São José do Rio Preto",10,2,0,0,671.524370087491,6.65705498268767,0,0,2228.31676379842,33.5345405767941,0,0,200,2,0,0,2,0,0,0,0,2,0,0,0
"351600","Flórida Paulista",35035,"Adamantina",3508,"Presidente Prudente",10,9,5,0,1214.88971476244,24.7148969597134,7.69932137657562,0,5300,56.5650852011596,48.3225182935248,0,1724,34,11,0,10,4,0,5,0,9,0,4,0
"351610","Florínea",35039,"Assis",3510,"Assis",9,1,6,0,1924.0582296925,3.57270453733476,39.3008747318399,0,9467.66702393712,35.7270453733476,106.34526763559,0,530,1,11,0,5,1,0,5,0,1,0,1,0
"351620","Franca",35012,"Franca",3502,"Ribeirão Preto",10,10,10,7,490.102336876934,0.705029186237348,7.76022401719375,0.454157520460232,2497.54379408076,1.17833860148883,13.8451037482849,0.943984346473973,16961,24,260,15,10,10,7,10,7,10,7,10,7
"351630","Francisco Morato",35058,"Franco da Rocha",3515,"Metropolitana de São Paulo",10,8,10,1,410.40309596342,0.776543774382963,6.75934880196114,0.0640762763994259,920.092489715023,2.27474352266782,9.76966576249368,0.640762763994259,6843,13,112,1,10,8,1,10,1,8,1,8,1
"351640","Franco da Rocha",35058,"Franco da Rocha",3515,"Metropolitana de São Paulo",10,4,10,2,379.957100173801,0.515962646695742,8.91979073963168,0.140042736853787,1763.35203765897,3.02862971238694,19.680777784338,0.705099277978339,5510,7,129,2,10,5,1,10,2,4,2,4,1
"351650","Gabriel Monteiro",35018,"Birigui",3503,"Araçatuba",9,2,0,0,470.148531261476,7.38961783949035,0,0,1332.8530259366,36.9549150036955,0,0,130,2,0,0,2,0,0,0,0,2,0,0,0
"351660","Gália",35038,"Marília",3509,"Marília",8,6,2,0,607.537568058451,13.2311990508373,2.93906880625693,0,4192.05105889179,43.8981562774363,14.7579693034238,0,414,9,2,0,6,1,0,1,0,5,0,2,0
"351670","Garça",35038,"Marília",3509,"Marília",10,4,7,4,617.126287558388,2.02351944845523,3.1889052198964,0.909508041693773,3247.10320668283,9.01103852218968,8.97726507619454,2.34296949828588,2720,9,14,4,8,6,1,7,4,4,3,3,2
"351680","Gastão Vidigal",35006,"Auriflama",3501,"São José do Rio Preto",9,2,1,1,860.96584413624,6.39579265459596,6.47388864911524,4.31592576607682,4359.63407661521,43.1592576607682,64.7388864911524,43.1592576607682,382,3,3,2,2,1,1,1,1,2,1,1,1
"351685","Gavião Peixoto",35024,"Araraquara",3505,"Araraquara",8,0,1,0,886.890738941107,0,2.08811860513677,0,6974.31614115682,0,20.8811860513677,0,421,0,1,0,1,0,0,1,0,0,0,0,0
"351690","General Salgado",35006,"Auriflama",3501,"São José do Rio Preto",10,4,5,0,612.529927655278,3.65651684389127,5.55039757152304,0,1661.19021540708,9.19455682236116,18.3891136447223,0,667,4,6,0,6,3,0,5,0,4,0,3,0
"351700","Getulina",35019,"Lins",3504,"Bauru",9,8,1,0,1272.84080041857,8.96351458013919,0.92378752886836,0,6644.81261628422,26.4038021475092,9.2378752886836,0,1436,10,1,0,7,1,0,1,0,7,0,1,0
"351710","Glicério",35018,"Birigui",3503,"Araçatuba",10,3,0,1,1044.24915233907,6.47127140283188,0,2.08333333333333,4001.67609469935,22.0738857102493,0,20.8333333333333,497,3,0,1,3,1,0,0,1,3,0,0,1
"351720","Guaiçara",35019,"Lins",3504,"Bauru",10,2,1,0,1273.36889017873,2.77321877452519,0.918189330639978,0,4240.63116370809,18.3637866127996,9.18189330639978,0,1464,3,1,0,2,1,0,1,0,2,0,1,0
"351730","Guaimbê",35019,"Lins",3504,"Bauru",8,4,3,0,1326.98279812985,10.5431442724402,5.34634428479559,0,10744.3820224719,34.8614258323165,18.5612092999083,0,757,6,3,0,3,2,0,3,0,2,0,2,0
"351740","Guaíra",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,1,6,4,2351.23993439967,0.53164624259018,1.80223598482668,1.01757643563698,6733.57800913789,5.3164624259018,4.96438056941445,2.68508203328374,9367,2,7,4,8,3,0,6,4,1,2,1,0
"351750","Guapiaçu",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,3,9,3,934.757298256111,3.6086258941848,11.7816253241925,2.4966624809719,4731.0524843852,15.4567468700088,27.1134970988558,9.98153416180067,1924,7,23,5,9,5,1,9,3,3,3,3,1
"351770","Guará",35011,"Ituverava",3502,"Ribeirão Preto",10,2,5,0,1025.56268100642,0.951500371572891,3.84380905358874,0,4726.76409588579,4.78217206255081,14.3465161876524,0,2121,2,8,0,5,2,0,5,0,2,0,2,0
"351780","Guaraçaí",35016,"Andradina",3503,"Araçatuba",10,7,2,1,1106.28112120887,15.3158042192335,2.36128835058817,2.32937339855579,5394.68941487444,58.6510263929619,11.9660165131028,23.2937339855579,930,13,2,2,7,2,1,2,1,7,1,2,1
"351790","Guaraci",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,0,3,1,600.762342636407,0,3.78596717553164,0.993739441518434,1573.11405076868,0,18.5563184264242,9.93739441518434,642,0,4,1,4,0,0,3,1,0,0,0,0
"351800","Guarani d'Oeste",35002,"Fernandópolis",3501,"São José do Rio Preto",9,2,2,0,608.270698951497,10.0371040461918,15.0483434943573,0,2850,50.8905852417303,99.1571641051066,0,122,2,3,0,4,0,0,2,0,2,0,0,0
"351810","Guarantã",35020,"Bauru",3504,"Bauru",9,2,3,1,1019.72107816502,2.99940119932865,4.55922026031758,1.50602409638554,4254.99924823335,15.0060024009604,15.5981906098893,15.0602409638554,672,2,3,1,4,2,0,3,1,2,0,2,0
"351820","Guararapes",35017,"Araçatuba",3503,"Araçatuba",10,8,2,0,1756.52988199389,5.05532120077061,0.634921727291844,0,7926.79156619057,19.720831903573,3.28680531726217,0,5636,16,2,0,8,2,0,2,0,8,0,2,0
"351830","Guararema",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,6,10,1,167.068928898423,2.94144227067821,179.61206277943,0.356938892061679,800.874964719164,7.64906107775271,963.166807790009,3.56938892061679,474,8,502,1,10,7,0,10,1,6,1,6,0
"351840","Guaratinguetá",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",10,4,10,6,443.754585587988,0.928863502520267,10.3546216516216,0.945819139847384,2440.44570802946,3.39953936241639,19.9307406761504,2.64881950943863,5108,11,123,11,10,9,1,10,6,4,6,4,1
"351860","Guariba",35013,"Jaboticabal",3502,"Ribeirão Preto",10,4,8,1,554.486554429653,1.29183569420986,4.00976111122005,0.26492171563303,1857.62373768857,5.03600745329103,11.1656989727557,2.6492171563303,2127,5,15,1,9,4,0,8,1,4,1,3,0
"351870","Guarujá",35063,"Santos",3515,"Metropolitana de São Paulo",10,7,10,6,520.016745236767,0.674764612091409,15.275562322719,1.36129460699609,3560.18303439941,1.90136359459125,21.3764550921545,8.48409571417421,15407,21,471,41,10,10,3,10,6,7,6,7,3
"351880","Guarulhos",35059,"Guarulhos",3515,"Metropolitana de São Paulo",10,10,10,8,348.66940045972,0.532566641988937,14.1014798922838,0.469732827149065,1956.77625207487,1.44795331798503,23.0120074197919,0.972891986288709,46115,70,1821,60,10,10,8,10,8,10,8,10,8
"351885","Guatapará",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,4,1,0,1196.6587103855,13.1368895375871,1.33404482390608,0,3558.95782970723,78.3699059561128,13.3404482390608,0,894,10,1,0,4,1,0,1,0,4,0,1,0
"351890","Guzolândia",35006,"Auriflama",3501,"São José do Rio Preto",8,1,1,1,422.498563073409,1.93087468623286,1.93087468623286,2.08768267223382,1861.65000979816,19.3087468623286,19.3087468623286,20.8768267223382,216,1,1,1,1,1,0,1,0,1,0,1,0
"351900","Herculândia",35037,"Tupã",3509,"Marília",8,4,4,0,655.796554245866,7.43360166682128,5.39559708363715,0,2949.82154104556,21.4178624973228,20.9951711106446,0,613,7,5,0,6,1,0,3,0,3,0,2,0
"351905","Holambra",35032,"Campinas",3507,"Campinas",10,5,6,1,494.226480750047,5.76163124368125,5.36891127160382,1.73960390958583,2654.20560747664,14.600671630895,14.9532710280374,17.3960390958583,659,8,7,2,8,4,0,6,1,5,1,3,0
"351907","Hortolândia",35032,"Campinas",3507,"Campinas",10,7,10,3,740.144512790512,0.813342786738164,19.3318276080944,0.297079353281629,2714.31152956876,2.28269851487635,37.6641537968769,1.50937320761932,15659,17,401,6,10,9,1,10,3,7,3,7,1
"351910","Iacanga",35020,"Bauru",3504,"Bauru",9,2,1,0,411.620496436327,1.86561509236666,0.892379082634303,0,1682.32280102477,9.7323600973236,8.92379082634303,0,460,2,1,0,1,1,0,1,0,1,0,1,0
"351920","Iacri",35037,"Tupã",3509,"Marília",7,3,2,0,350.470866519079,13.9373993575111,3.13073498989837,0,1388.67458725505,77.435341489856,15.8202816010125,0,226,9,2,0,3,2,0,2,0,3,0,2,0
"351930","Ibaté",35025,"São Carlos",3505,"Araraquara",10,4,5,1,364.609777182157,2.08076707950635,1.78321826178766,0.318674314850223,1914.41777247652,8.63906007026435,5.90249085113918,3.18674314850223,1232,7,6,1,7,3,0,5,1,4,0,3,0
"351940","Ibirá",35004,"São José do Rio Preto",3501,"São José do Rio Preto",9,5,6,1,1549.28634261512,7.43829560179247,5.17362351251389,0.826719576719577,7609.13418865489,16.861984655594,9.17606295513272,8.26719576719577,1869,9,6,1,8,3,1,6,1,5,1,3,1
"351950","Ibirarema",35039,"Assis",3510,"Assis",9,0,7,0,1023.34515811969,0,16.7607685421692,0,3619.84815618221,0,58.1395348837209,0,762,0,12,0,6,0,0,6,0,0,0,0,0
"351960","Ibitinga",35024,"Araraquara",3505,"Araraquara",10,4,5,1,1087.67068302279,0.874466728155801,0.86478693588871,0.171856740221352,3672.57853853028,3.69371698740443,1.84685849370221,1.71856740221351,6135,5,5,1,6,4,0,5,1,4,1,3,0
"351970","Ibiúna",35045,"Piedade",3512,"Macro Metropolitana Paulista",9,7,10,2,42.6751330588377,1.73126247357465,17.6515607927663,0.259623779709313,202.794640988068,6.38879660627124,71.5545219902379,1.31847847583888,328,13,136,2,10,7,1,9,2,6,2,7,1
"351980","Icém",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,2,3,1,1006.8898283829,3.7890451814051,5.1068647572937,1.32152768600502,3051.14417906715,25.1952632905014,26.4305537201004,13.2152768600502,800,3,4,1,5,1,0,3,1,2,1,0,0
"351990","Iepê",35039,"Assis",3510,"Assis",8,7,7,0,353.524830072946,13.6998493575461,12.6641327375735,0,1381.28422100548,37.4906273431642,26.3837275721826,0,284,11,10,0,8,4,0,6,0,5,0,5,0
"352000","Igaraçu do Tietê",35021,"Jaú",3504,"Bauru",9,1,3,0,51.8057100313236,0.426985482493595,1.65521183906096,0,190.483910188863,4.26985482493595,8.2047915982934,0,126,1,4,0,3,1,0,3,0,1,0,1,0
"352010","Igarapava",35011,"Ituverava",3502,"Ribeirão Preto",10,2,4,3,674.220692879716,0.689986472571834,1.34561745798714,1.01535691237021,2497.37118822292,3.59364241533019,3.53869563678828,3.40541460922867,1981,2,4,3,8,1,0,4,3,2,0,1,0
"352030","Iguape",35055,"Registro",3514,"Litoral Sul Paulista",10,4,10,1,806.820575625969,3.32899552046819,20.366187813243,0.326328155593265,2165.80310880829,16.5980613464347,36.0431206789213,3.26328155593265,2381,10,61,1,10,5,0,10,1,4,1,4,0
"352040","Ilhabela",35054,"Caraguatatuba",3513,"Vale do Paraíba Paulista",10,6,10,5,2565.09843891329,2.91874671364579,19.8552500535342,4.81123541990659,12120.6367290104,10.5361532293836,55.6308890511457,29.1264963737512,7964,9,61,16,10,8,3,10,5,6,5,6,3
"352042","Ilha Comprida",35055,"Registro",3514,"Litoral Sul Paulista",10,5,9,1,457.595375210277,5.94198881690178,25.3178463924047,0.938438438438438,2137.79030220581,19.7980597901406,49.4951494753514,9.38438438438438,461,6,26,1,9,5,1,9,1,5,1,5,1
"352044","Ilha Solteira",35016,"Andradina",3503,"Araçatuba",10,7,2,3,1255.54565126456,6.12077769669163,0.779866425066471,1.58087392812738,4005.6622541893,11.4320554835759,4.01694508113024,8.03389016226048,3302,16,2,4,9,2,1,2,3,7,1,1,2
"352050","Indaiatuba",35032,"Campinas",3507,"Campinas",10,9,10,4,207.296912936677,1.21348809990405,7.85148961034978,0.349981879579805,996.827293070687,3.60292196971744,13.2390711467683,1.45766928399285,4776,27,179,8,10,9,4,10,4,9,4,9,4
"352070","Indiaporã",35002,"Fernandópolis",3501,"São José do Rio Preto",9,4,3,0,720.30367848497,10.1859806800082,7.63357692179053,0,2027.20041057224,25.693730729702,25.7731958762887,0,283,4,3,0,6,0,0,2,0,3,0,1,0
"352080","Inúbia Paulista",35035,"Adamantina",3508,"Presidente Prudente",6,6,3,0,686.074823565333,20.7345862037616,7.74784753866341,0,4509.14712702912,50.8517670989067,27.1886895051658,0,267,8,3,0,4,2,0,2,0,4,0,2,0
