"cod_ibge","nome_municipio","cod_microrregiao","nome_microrregiao","cod_mesorregiao","nome_mesorregiao","persist_dengue","persist_leishmaniose","persist_leptospirose","persist_malaria","incidence_mean_dengue","incidence_mean_leishmaniose","incidence_mean_leptospirose","incidence_mean_malaria","incidence_max_dengue","incidence_max_leishmaniose","incidence_max_leptospirose","incidence_max_malaria","total_cases_dengue","total_cases_leishmaniose","total_cases_leptospirose","total_cases_malaria","copresence_years","copresence_3plus","copresence_all4","dengue_leptospirose","dengue_malaria","dengue_leishmaniose","leptospirose_malaria","leptospirose_leishmaniose","malaria_leishmaniose"
"353190","Morro Agudo",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,2,5,0,1427.6243699705,0.622711213203966,1.91601601756721,0,7012.86095607862,3.19386777387416,6.12726325786587,0,4545,2,6,0,5,2,0,5,0,2,0,2,0
"353205","Motuca",35024,"Araraquara",3505,"Araraquara",10,0,4,0,721.109167839914,0,8.74041100210047,0,3089.53341740227,0,22.9673863114378,0,335,0,4,0,4,0,0,4,0,0,0,0,0
"353210","Murutinga do Sul",35016,"Andradina",3503,"Araçatuba",10,6,0,1,1013.61669528339,22.7597285453261,0,2.26500566251416,3678.10967454302,45.3001132502831,0,22.6500566251416,449,10,0,1,6,1,0,0,1,6,0,0,1
"353220","Narandiba",35036,"Presidente Prudente",3508,"Presidente Prudente",7,4,1,0,355.191444629343,10.7149862869337,2.16872695727608,0,1461.80770022648,43.3745391455216,21.6872695727608,0,167,5,1,0,2,1,0,1,0,2,0,1,0
"353230","Natividade da Serra",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",9,1,4,1,145.882509677791,1.51735167508038,16.4718111748138,6.00510433868789,411.583125091871,15.1735167508038,89.8069151324652,60.0510433868789,98,1,11,4,4,2,0,4,1,1,1,1,0
"353240","Nazaré Paulista",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",9,5,6,0,91.5773642485826,6.09826309921733,8.29878695817133,0,438.350005619872,21.803117845852,32.3904124379184,0,163,11,15,0,6,4,0,6,0,4,0,4,0
"353250","Neves Paulista",35007,"Nhandeara",3501,"São José do Rio Preto",10,5,5,0,2340.19843204302,22.337805556309,10.054076171131,0,8858.79218472469,134.288272157565,33.3370374486054,0,2095,20,9,0,7,3,0,5,0,5,0,3,0
"353260","Nhandeara",35007,"Nhandeara",3501,"São José do Rio Preto",10,2,2,3,687.860663299042,1.75246723201068,2.73554448707468,3.68659749416649,3798.57117964802,8.77346902965433,18.5082361650935,18.7646481534648,776,2,3,4,5,2,0,2,3,2,2,0,0
"353270","Nipoã",35007,"Nhandeara",3501,"São José do Rio Preto",8,4,1,1,645.00140365742,12.8568526619154,4.59558823529412,4.20786871449611,3453.98138572906,46.4200831847891,45.9558823529412,42.0786871449611,309,6,2,2,6,0,0,1,1,4,0,0,0
"353280","Nova Aliança",35004,"São José do Rio Preto",3501,"São José do Rio Preto",9,4,5,3,2164.84457309723,6.06317446036918,12.49543568247,4.74551767873325,9852.28739423491,15.4750851129681,32.9978551394159,16.8969724004853,1443,4,8,3,7,4,0,4,3,4,1,2,1
"353284","Nova Canaã Paulista",35001,"Jales",3501,"São José do Rio Preto",10,1,1,0,1980.79846709936,4.98753117206982,5.23286237571952,0,15009.842519685,49.8753117206982,52.3286237571952,0,401,1,1,0,2,0,0,1,0,1,0,0,0
"353286","Nova Castilho",35006,"Auriflama",3501,"São José do Rio Preto",4,2,0,0,856.431921152573,17.259935080667,0,0,3823.44572485417,88.9173424384692,0,0,102,2,0,0,1,0,0,0,0,1,0,0,0
"353290","Nova Europa",35024,"Araraquara",3505,"Araraquara",10,0,1,1,963.512455994967,0,0.957946163425616,1.05786522796996,5292.32969783658,0,9.57946163425616,10.5786522796996,1024,0,1,1,2,0,0,1,1,0,0,0,0
"353300","Nova Granada",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,8,8,5,981.972792141129,7.72964748719357,6.34267736748392,3.95710834034192,4641.68199100485,23.2558139534884,10.2527297893064,10.4424791698647,1980,16,13,8,10,8,3,8,5,8,4,7,3
"353310","Nova Guataporanga",35034,"Dracena",3508,"Presidente Prudente",7,7,0,0,666.120101578609,114.400351988438,0,0,3452.7972027972,304.878048780488,0,0,152,26,0,0,6,0,0,0,0,6,0,0,0
"353320","Nova Independência",35016,"Andradina",3503,"Araçatuba",9,5,1,0,1027.79629352074,36.7807431727088,2.57532835436518,0,4383.97581254724,195.094760312152,25.7532835436518,0,381,13,1,0,6,0,0,1,0,5,0,0,0
"353325","Novais",35005,"Catanduva",3501,"São José do Rio Preto",10,1,5,0,710.922456781984,2.15052376006176,13.9685680715264,0,3557.31225296443,21.5052376006176,63.8705556738344,0,372,1,7,0,5,1,0,5,0,1,0,1,0
"353330","Nova Luzitânia",35006,"Auriflama",3501,"São José do Rio Preto",10,1,1,0,677.20915894819,2.43842965130456,2.82007896221094,0,2950.49987807852,24.3842965130456,28.2007896221094,0,261,1,1,0,2,0,0,1,0,1,0,0,0
"353340","Nova Odessa",35032,"Campinas",3507,"Campinas",10,3,10,1,971.003480637669,0.940669713416986,10.8197695378999,0.171741631888986,5048.97470227609,5.70049594314705,23.1009124860432,1.71741631888986,5520,5,60,1,10,4,0,10,1,3,1,3,0
"353350","Novo Horizonte",35008,"Novo Horizonte",3501,"São José do Rio Preto",10,4,8,1,378.519440928508,1.31882538541426,4.62613128573836,0.273643705496982,1931.69638507259,5.41814536884025,13.5453634221006,2.73643705496982,1511,5,18,1,9,4,0,8,1,4,0,3,1
"353360","Nuporanga",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",8,3,0,0,1155.78870917491,4.2561403067016,0,0,3384.02520893273,14.7330952465142,0,0,840,3,0,0,3,0,0,0,0,3,0,0,0
"353390","Olímpia",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,6,7,5,1059.99445491765,1.13821137397842,2.80750280131753,0.958572549059923,6415.68684729424,2.00687636116389,9.1901628496857,1.98680759755225,5707,6,15,5,9,7,2,7,5,6,4,5,2
"353400","Onda Verde",35004,"São José do Rio Preto",3501,"São José do Rio Preto",9,3,3,3,2538.83078677546,7.115068246817,12.0795178484253,9.77016392821408,17913.9938227608,25.2780586450961,71.9597025665627,47.9731350443751,1076,3,5,4,6,2,0,2,3,3,2,0,0
"353410","Oriente",35038,"Marília",3509,"Marília",9,3,8,1,559.062748294406,7.69780681591512,17.4381774631454,1.63398692810458,3410.68369412864,30.8308925543394,32.5679856700863,16.3398692810458,359,5,11,1,8,3,0,7,1,3,1,2,0
"353420","Orindiúva",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,4,3,0,1088.03606617138,7.60804918025168,4.42704763145117,0,7896.9714123974,28.8392213410238,15.6985871271586,0,746,5,3,0,6,1,0,3,0,4,0,1,0
"353430","Orlândia",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,3,6,0,797.919057837949,0.711052590750145,2.85338936717688,0,1894.24911420005,2.4781919111816,7.08315625442697,0,3383,3,12,0,8,1,0,6,0,3,0,1,0
"353440","Osasco",35057,"Osasco",3515,"Metropolitana de São Paulo",10,10,10,9,174.874707149328,0.4507807885028,6.17199765804762,0.441375704676108,950.421985053464,0.859084387859419,9.37584292433983,1.04653022902567,12075,31,422,30,10,10,9,10,9,10,9,10,9
"353460","Osvaldo Cruz",35035,"Adamantina",3508,"Presidente Prudente",10,10,7,0,1338.78292777518,33.1071251088545,4.92715404992707,0,3822.64420242639,55.3658461122591,18.2487301925241,0,4305,106,16,0,10,7,0,7,0,10,0,7,0
"353470","Ourinhos",35040,"Ourinhos",3510,"Assis",10,9,10,4,707.109583579128,1.57110819700268,4.56668235804133,0.656892601056652,5676.35697575307,3.8306837770542,16.3217932210152,2.76054990154039,7761,17,50,7,10,9,4,10,4,9,4,9,4
"353475","Ouroeste",35002,"Fernandópolis",3501,"São José do Rio Preto",10,5,7,2,938.175469217386,11.0348239407591,11.6700415865919,2.2523207148658,3513.17440401506,38.6063121320336,34.3839541547278,11.671335200747,918,11,11,2,7,6,1,7,2,5,2,5,1
"353480","Ouro Verde",35034,"Dracena",3508,"Presidente Prudente",9,9,2,0,582.192789213992,54.47938830336,2.44977860241973,0,2004.80192076831,109.542356377799,12.7372309259967,0,484,45,2,0,8,2,0,2,0,8,0,2,0
"353490","Pacaembu",35035,"Adamantina",3508,"Presidente Prudente",9,10,4,0,445.517032398029,28.7172362031323,2.89001382197219,0,1458.05451856026,68.4504863407055,7.5295534974776,0,623,39,4,0,9,4,0,4,0,9,0,4,0
"353500","Palestina",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,2,6,0,1414.662543068,1.66347331076601,8.27008372201217,0,8072.85637107355,8.81367882954345,31.2842171124668,0,1782,2,10,0,6,2,0,6,0,2,0,2,0
"353510","Palmares Paulista",35005,"Catanduva",3501,"São José do Rio Preto",10,7,6,0,717.57670826681,20.4678556438615,7.46817713976277,0,3761.34889753567,75.4906894816306,17.9759122775481,0,898,25,9,0,8,5,0,6,0,7,0,5,0
"353520","Palmeira d'Oeste",35001,"Jales",3501,"São José do Rio Preto",10,4,4,0,544.526644299465,5.22474296383062,5.21848919044796,0,1917.48357212108,20.6185567010309,20.9533787323206,0,515,5,5,0,5,3,0,4,0,4,0,3,0
"353530","Palmital",35039,"Assis",3510,"Assis",10,1,8,0,415.102577434414,0.470366886171214,18.9775910640702,0,2575.35982619716,4.70366886171214,42.8331562896207,0,912,1,41,0,8,1,0,8,0,1,0,1,0
"353540","Panorama",35034,"Dracena",3508,"Presidente Prudente",10,10,8,0,790.377024504909,38.633450622091,5.88095312529525,0,3752.29764847563,75.8178854391751,12.8049170881619,0,1225,59,9,0,10,8,0,8,0,10,0,8,0
"353550","Paraguaçu Paulista",35039,"Assis",3510,"Assis",10,7,8,5,1774.60769056894,3.1831459661429,13.997129149847,1.37187964700435,10463.4549269992,6.69732553466982,46.8603561387067,4.75531864558063,7958,14,62,6,10,8,2,8,5,7,4,5,3
"353560","Paraibuna",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",10,2,10,1,129.781245472868,1.10220305458853,19.4847323228925,1.09853894320554,937.931034482759,5.51724137931034,71.8907260963336,10.9853894320554,235,2,35,2,10,3,0,10,1,2,1,2,0
"353570","Paraíso",35005,"Catanduva",3501,"São José do Rio Preto",9,5,5,0,269.680646345469,15.9852751274402,14.474466246355,0,1383.14785373609,63.5930047694754,46.4828013634955,0,170,10,9,0,6,3,0,5,0,4,0,3,0
"353580","Paranapanema",35022,"Avaré",3504,"Bauru",8,1,4,0,62.1202150056838,0.495123038074962,3.56906157937481,0,526.94115823733,4.95123038074962,15.3491941673062,0,120,1,7,0,3,1,0,3,0,1,0,1,0
"353590","Paranapuã",35001,"Jales",3501,"São José do Rio Preto",9,1,2,0,1611.5657325239,4.99875031242189,5.1103412136522,0,8959.68143354903,49.9875031242189,26.1096605744125,0,649,2,2,0,2,1,0,2,0,1,0,1,0
"353600","Parapuã",35035,"Adamantina",3508,"Presidente Prudente",10,6,2,0,1157.88532734844,12.8084416368443,1.81313913935408,0,4018.74211569652,46.189376443418,9.12075884713608,0,1274,14,2,0,7,1,0,2,0,6,0,1,0
"353620","Pariquera-Açu",35055,"Registro",3514,"Litoral Sul Paulista",10,4,10,2,685.497010178954,2.09153257357586,81.0515475194702,1.60251528279871,5254.95088102292,5.40306894315971,191.551045765169,10.9152907942621,1316,4,156,3,10,6,0,10,2,4,2,4,0
"353625","Parisi",35003,"Votuporanga",3501,"São José do Rio Preto",8,1,2,2,2006.38375633749,4.65116279069767,9.36611715563017,14.3967745566596,6961.42991533396,46.5116279069767,47.2143531633617,94.4287063267233,425,1,2,3,3,1,0,2,2,0,1,0,0
"353630","Patrocínio Paulista",35012,"Franca",3502,"Ribeirão Preto",10,1,4,1,493.918287104311,1.4061730999086,4.9816213932676,0.723536647131177,2188.1390593047,14.061730999086,14.327673902142,7.23536647131177,709,2,7,1,4,2,0,4,1,1,1,1,0
"353640","Paulicéia",35034,"Dracena",3508,"Presidente Prudente",8,8,0,0,798.711861419496,23.2786603755462,0,0,2936.54204268729,69.9594235343501,0,0,565,16,0,0,6,0,0,0,0,6,0,0,0
"353650","Paulínia",35032,"Campinas",3507,"Campinas",10,4,10,2,760.471984558108,0.562034868463483,60.3672763044634,0.329559309361775,3801.35514114348,2.39043215188615,85.2251442271671,2.10037701767467,7367,5,582,3,10,5,1,10,2,4,2,4,1
"353660","Paulo de Faria",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,1,3,0,1435.20009929742,1.11694404110354,3.35358039215965,0,9088.87646730017,11.1694404110354,11.1869336614834,0,1276,1,3,0,3,1,0,3,0,1,0,1,0
"353670","Pederneiras",35021,"Jaú",3504,"Bauru",9,4,8,1,508.250608140976,1.10116846454401,7.25395421958664,0.216211541372078,2578.87634673464,4.37560164522622,32.1288581403817,2.16211541372078,2321,5,33,1,9,2,1,7,1,3,1,3,1
"353690","Pedranópolis",35002,"Fernandópolis",3501,"São José do Rio Preto",9,3,3,1,793.184193725086,15.8568526624821,15.9530674657165,4.00962309542903,2312.1387283237,79.3792542319065,79.7448165869219,40.0962309542903,203,4,4,1,4,2,1,3,1,3,1,2,1
"353710","Pedreira",35032,"Campinas",3507,"Campinas",9,2,10,2,1011.35171452717,0.655075647350644,28.0591568377167,0.631972465238024,5676.24533066216,4.43931456983042,77.2136313362132,4.17370980195747,4720,3,129,3,9,4,0,9,2,2,2,2,0
"353715","Pedrinhas Paulista",35039,"Assis",3510,"Assis",7,3,2,0,436.474548986646,9.90215497347913,6.67536460151979,0,2409.63855421687,34.2755687173739,34.2755687173739,0,134,3,2,0,2,1,0,1,0,2,0,1,0
"353720","Pedro de Toledo",35056,"Itanhaém",3514,"Litoral Sul Paulista",9,10,8,0,570.830102131495,23.2941060844062,19.944118849483,0,2937.63321286257,63.3312222925902,70.602771158768,0,616,25,22,0,9,8,0,8,0,9,0,8,0
"353730","Penápolis",35018,"Birigui",3503,"Araçatuba",10,10,7,5,1261.36633244011,18.0509941656363,1.13605620333059,1.28934764450713,4904.06147798489,28.7667524028699,1.71762517021665,4.73133881117227,7770,111,7,8,10,8,4,7,5,10,4,7,5
"353740","Pereira Barreto",35016,"Andradina",3503,"Araçatuba",10,10,5,0,960.48866677081,13.7821421826206,2.34107004692159,0,2672.48431960731,35.061747633332,7.761865952575,0,2449,35,6,0,10,5,0,5,0,10,0,5,0
"353750","Pereiras",35043,"Tatuí",3511,"Itapetininga",6,1,4,0,56.072195741115,3.46100599907707,6.40807865667399,0,304.395470595398,34.6100599907707,26.4935753079878,0,45,3,5,0,5,0,0,4,0,1,0,0,0
"353760","Peruíbe",35056,"Itanhaém",3514,"Litoral Sul Paulista",10,4,10,5,785.219696472667,0.901529868711576,15.774986972966,1.12069866408854,3495.53858890626,3.03457902802434,38.0719062437926,4.96590081440773,5043,6,101,7,10,6,3,10,5,4,5,4,3
"353770","Piacatu",35018,"Birigui",3503,"Araçatuba",9,8,0,1,441.285770706924,24.6833186756551,0,1.77746178457163,2441.47157190635,50.1672240802676,0,17.7746178457163,258,14,0,1,8,1,0,0,1,8,0,0,1
"353780","Piedade",35045,"Piedade",3512,"Macro Metropolitana Paulista",8,6,10,2,48.2849217965237,1.82779877606712,18.1011408930467,0.565421439698889,356.379187455453,5.46378421694866,49.5203858921923,3.81337350086754,263,10,98,3,10,6,0,8,2,4,2,6,0
"353790","Pilar do Sul",35045,"Piedade",3512,"Macro Metropolitana Paulista",9,4,8,2,32.220847687739,3.18718579036767,6.08816733387025,0.721654548212186,144.830265993147,21.1946730721679,11.2803158488438,3.73440884308014,91,9,17,2,9,4,0,7,2,4,2,2,0
"353800","Pindamonhangaba",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,6,10,4,417.760684025032,0.869074728861346,6.10564370980364,0.311965492915036,1819.16607916205,3.11305365659283,10.4726878461377,1.25893846308792,6571,14,98,5,10,8,2,10,4,6,4,6,2
"353810","Pindorama",35005,"Catanduva",3501,"São José do Rio Preto",10,4,8,1,721.185629898972,3.11152344841475,14.8305075667728,0.658414537792995,3555.25639456615,12.3609394313968,65.8414537792994,6.58414537792995,1184,5,23,1,9,3,1,8,1,4,1,3,1
"353820","Pinhalzinho",35033,"Amparo",3507,"Campinas",9,0,7,0,47.6834060653661,0,10.5790100485522,0,194.134368716633,0,27.7334812452333,0,69,0,15,0,6,0,0,6,0,0,0,0,0
"353830","Piquerobi",35036,"Presidente Prudente",3508,"Presidente Prudente",8,2,0,0,243.809945142207,5.42668897319771,0,0,1139.44655453066,27.1812992661049,0,0,89,2,0,0,2,0,0,0,0,2,0,0,0
"353850","Piquete",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",9,0,5,1,223.772523488348,0,17.7936936421913,0.720265979821028,977.129505062664,0,78.3029612756264,7.20265979821028,315,0,25,1,5,0,0,4,1,0,0,0,0
"353860","Piracaia",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",9,3,9,0,284.899246162179,1.47991746617598,14.6351506270487,0,2596.6726618705,7.32520235871516,58.9535740604274,0,760,4,39,0,9,2,0,8,0,3,0,2,0
"353870","Piracicaba",35028,"Piracicaba",3506,"Piracicaba",10,10,10,9,478.95662849676,0.662486971056621,28.3293108036378,0.553910863313345,1014.2474674743,1.63358653924692,33.9774792234007,1.37507284448394,18557,25,1096,21,10,10,9,10,9,10,9,10,9
"353880","Piraju",35040,"Ourinhos",3510,"Assis",10,8,9,0,42.0210633512847,7.10623068735614,12.0607109055415,0,229.234088457389,20.3169443315725,24.7921005284259,0,124,21,35,0,10,7,0,9,0,8,0,7,0
"353890","Pirajuí",35020,"Bauru",3504,"Bauru",9,3,2,0,1198.13237310849,1.24429270258132,1.19676342575561,0,6208.7509166463,4.40995856843925,8.00864934128859,0,2971,3,3,0,4,1,0,2,0,3,0,1,0
"353900","Pirangi",35013,"Jaboticabal",3502,"Ribeirão Preto",10,3,7,0,1234.97759938088,2.67131049802647,11.8434949812827,0,8520.4991087344,8.99928005759539,37.4953130858643,0,1380,3,13,0,9,1,0,7,0,3,0,1,0
"353910","Pirapora do Bom Jesus",35057,"Osasco",3515,"Metropolitana de São Paulo",10,3,9,0,364.448036679931,2.35091021955696,18.6593301333027,0,1705.76901280744,12.6341589756224,56.2851782363977,0,627,4,31,0,10,2,0,9,0,3,0,2,0
"353920","Pirapozinho",35036,"Presidente Prudente",3508,"Presidente Prudente",9,8,5,5,801.417206743841,7.16501194399593,2.71787316349195,2.36303052751523,5914.86801534181,14.9198060425214,8.11554260314956,8.03438717711806,2141,19,7,6,9,5,3,5,5,7,3,4,4
"353930","Pirassununga",35029,"Pirassununga",3507,"Campinas",10,5,10,1,749.351753402884,0.954417032101636,5.8755281350985,0.269803582991582,5803.96047568611,2.82210839718354,14.9342891278375,2.69803582991582,5561,7,43,2,10,5,1,10,1,5,1,5,1
"353940","Piratininga",35020,"Bauru",3504,"Bauru",8,4,1,0,936.984423910893,6.55680397805598,1.557753719137,0,4942.79847462599,41.4417416140564,15.57753719137,0,1250,8,2,0,3,1,0,1,0,3,0,1,0
"353950","Pitangueiras",35013,"Jaboticabal",3502,"Ribeirão Preto",10,6,9,1,769.500852115593,4.55976637125514,6.34583696110293,0.280693875259642,1872.04992133124,18.1563521294807,11.1315188957533,2.80693875259642,2897,17,24,1,9,6,1,9,1,6,1,6,1
"353960","Planalto",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,1,3,2,1868.09013881292,4.10172272354389,10.0887829768155,4.02441573319488,6496.66059502125,41.0172272354389,59.206631142688,20.5086136177194,920,2,5,2,4,2,0,3,2,1,1,0,1
"353970","Platina",35039,"Assis",3510,"Assis",8,1,5,0,308.990121229582,5.824111822947,26.3951467924891,0,1077.4606872452,58.24111822947,88.0798590722255,0,106,2,9,0,4,1,0,4,0,1,0,1,0
"353980","Poá",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,3,10,1,93.2839151512227,0.344649655091639,12.2571961363151,0.0878788677686677,350.636682396984,1.71629623272977,23.4088972536682,0.878788677686677,1070,4,136,1,10,3,1,10,1,3,1,3,1
"353990","Poloni",35007,"Nhandeara",3501,"São José do Rio Preto",10,2,5,2,604.934371439227,3.43133980563098,8.77643316707953,5.49943085758792,3168.83974253177,17.4641983932937,18.5577991934781,36.4365093824012,358,2,5,3,6,3,0,5,2,2,2,1,0
"354000","Pompéia",35038,"Marília",3509,"Marília",9,6,8,2,667.632742433859,13.0246742823241,8.00490876009043,1.44499488598589,4196.49122807018,36.9105841099935,23.5626767200754,9.42507068803016,1431,28,17,3,7,7,1,7,2,6,2,6,1
"354010","Pongaí",35020,"Bauru",3504,"Bauru",5,1,0,0,145.591359768121,2.83848992336077,0,0,826.681870011402,28.3848992336077,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0
"354020","Pontal",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,5,7,2,983.398573676316,1.29648950968264,3.66493975083206,0.938653326234762,2959.81370150168,4.34990647701074,10.0078060887492,7.17017208413002,4258,6,17,4,8,5,1,7,2,5,1,5,1
"354025","Pontalinda",35001,"Jales",3501,"São José do Rio Preto",8,5,1,0,955.204180879356,16.0126732823282,2.30361667818475,0,4775.2808988764,66.386368665634,23.0361667818475,0,431,7,1,0,3,1,0,1,0,3,0,1,0
"354030","Pontes Gestal",35003,"Votuporanga",3501,"São José do Rio Preto",10,1,1,0,2570.27129594737,3.97298371076679,3.8550501156515,0,9409.94986502121,39.7298371076679,38.550501156515,0,663,1,1,0,2,0,0,1,0,1,0,0,0
"354040","Populina",35001,"Jales",3501,"São José do Rio Preto",7,4,3,1,893.376093936352,14.2133020045274,11.6715647502987,2.32612235403582,3163.52640148872,71.616137502984,69.7836706210747,23.2612235403582,381,6,5,1,3,3,0,3,1,2,1,2,0
"354050","Porangaba",35043,"Tatuí",3511,"Itapetininga",5,0,3,0,54.2989278391859,0,3.16155953520698,0,311.861490482848,0,11.0852455381887,0,50,0,3,0,1,0,0,1,0,0,0,0,0
"354060","Porto Feliz",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",9,9,10,1,350.948231280872,3.50078147800042,35.1412507137865,0.404825520200793,1473.19365274996,7.70297334771222,58.7288055318746,4.04825520200793,1810,18,180,2,10,8,1,9,1,8,1,9,1
"354070","Porto Ferreira",35029,"Pirassununga",3507,"Campinas",10,2,5,2,1202.36057686697,0.367605052955005,1.82227921939318,0.568297989554381,8226.65765782217,1.84993340239751,5.47835138145761,3.86809786287593,6551,2,10,3,6,3,0,5,2,2,2,1,0
"354075","Potim",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",10,2,8,2,2816.2130494731,0.929762803025206,14.1402489409728,0.958385885908209,11601.6718743659,4.93291239147593,41.8585182084554,4.93291239147593,6326,2,31,2,8,3,1,8,2,2,2,2,1
"354080","Potirendaba",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,5,8,4,780.738378792535,3.57531285115518,7.80399901652694,3.57604097778684,4135.7064685214,12.1943783915615,23.5266439242442,17.7967609894999,1324,6,13,6,8,5,4,8,4,5,4,5,4
"354085","Pracinha",35035,"Adamantina",3508,"Presidente Prudente",6,6,1,0,359.801623687127,21.8447797994149,2.91290416545296,0,2272.17200097728,79.6178343949045,29.1290416545296,0,139,8,1,0,4,0,0,0,0,4,0,0,0
"354090","Pradópolis",35014,"Ribeirão Preto",3502,"Ribeirão Preto",9,4,6,2,359.408644228316,3.03624536462499,4.55991107683673,1.04976564251881,1200.22329735765,10.0938730190774,14.8743120630671,5.53955240416574,707,6,9,2,8,3,1,6,2,4,2,2,1
"354100","Praia Grande",35063,"Santos",3515,"Metropolitana de São Paulo",10,6,10,6,873.611587345377,0.240162210581937,9.3326423399797,0.489856249576672,3168.7658655332,0.694524025322346,14.4582909069655,2.20272403539043,24839,7,274,14,10,9,3,10,6,6,6,6,3
"354120","Presidente Bernardes",35036,"Presidente Prudente",3508,"Presidente Prudente",9,6,2,1,254.953980373369,7.40864027844914,2.21577865122782,0.732869182850861,840.212264150943,22.354694485842,14.8290946837696,7.32869182850861,343,10,3,1,7,1,1,2,1,6,1,1,1
"354130","Presidente Epitácio",35036,"Presidente Prudente",3508,"Presidente Prudente",10,7,8,1,775.55333631473,15.9669070540879,3.7029837533037,0.241114915368665,2027.14932126697,47.7207653501795,9.22764602749839,2.41114915368665,3357,70,16,1,9,7,0,8,1,7,1,6,0
"354140","Presidente Prudente",35036,"Presidente Prudente",3508,"Presidente Prudente",10,10,10,8,1302.48312574084,6.34784924830894,4.84169688385319,1.15269678988056,5825.27743140751,13.2116685456595,11.003468484631,3.34888171271379,29136,141,105,25,10,10,8,10,8,10,8,10,8
"354150","Presidente Venceslau",35036,"Presidente Prudente",3508,"Presidente Prudente",10,10,4,3,510.808338190518,23.5683955261367,1.53087235875092,0.78337708497337,1662.61767385363,42.1096957574482,5.06996552423444,2.66138222611849,2009,92,6,3,10,5,2,4,3,10,2,4,3
"354160","Promissão",35019,"Lins",3504,"Bauru",9,8,6,4,557.887994277057,2.93779397176731,2.29680301687736,1.02787133010245,2364.46379105659,8.41166698210418,5.0625221485344,2.77585010409438,2178,11,9,4,9,6,2,5,3,7,3,5,4
"354170","Quatá",35039,"Assis",3510,"Assis",10,3,6,1,708.85061519109,2.20974245559609,4.52037600525642,1.48137175024072,3068.96307321568,7.75975789555366,7.83813928843804,14.8137175024072,979,3,6,2,9,1,0,6,1,3,0,1,0
"354180","Queiroz",35037,"Tupã",3509,"Marília",6,1,1,0,761.46224893734,2.98418382572366,3.26797385620915,0,5226.07163828538,29.8418382572366,32.6797385620915,0,253,1,1,0,1,0,0,1,0,0,0,0,0
"354190","Queluz",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",9,0,8,0,729.657094033365,0,15.2295527711947,0,3653.75183913683,0,47.6190476190476,0,906,0,19,0,8,0,0,8,0,0,0,0,0
"354200","Quintana",35037,"Tupã",3509,"Marília",8,5,2,0,420.78120584073,9.19485482163401,3.06039965995872,0,2718.65775982601,30.6278713629403,15.4225786551511,0,272,6,2,0,4,2,0,2,0,4,0,2,0
"354210","Rafard",35028,"Piracicaba",3506,"Piracicaba",6,0,5,1,499.631436025218,0,13.3748880787472,1.10497237569061,2321.19058196357,0,66.1084178052005,11.0497237569061,450,0,12,1,4,0,0,4,0,0,0,0,0
"354220","Rancharia",35036,"Presidente Prudente",3508,"Presidente Prudente",10,7,9,0,597.874702415374,4.09055068376681,5.80128939145468,0,2117.34608004847,10.4134124752681,10.5193287405944,0,1775,12,17,0,9,7,0,9,0,7,0,7,0
"354230","Redenção da Serra",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",10,0,1,0,227.489238433506,0,2.58866166192079,0,1014.97081958894,0,25.8866166192079,0,89,0,1,0,1,0,0,1,0,0,0,0,0
"354240","Regente Feijó",35036,"Presidente Prudente",3508,"Presidente Prudente",10,3,5,0,382.862205644255,2.49120446978719,3.63962305777447,0,1666.66666666667,14.8067716302256,16.121231662099,0,755,5,7,0,7,1,0,5,0,3,0,1,0
"354250","Reginópolis",35020,"Bauru",3504,"Bauru",8,0,2,0,159.528010797367,0,2.37424848796229,0,1153.72622388525,0,12.1684108055488,0,148,0,2,0,2,0,0,2,0,0,0,0,0
"354260","Registro",35055,"Registro",3514,"Litoral Sul Paulista",10,1,10,6,743.661800683521,0.710202052483932,21.5713845308216,1.43976128119569,4335.12107335673,7.10202052483932,33.7345974929868,3.68066546431595,4138,4,120,8,10,6,1,10,6,1,6,1,1
"354270","Restinga",35012,"Franca",3502,"Ribeirão Preto",10,0,3,0,354.500888942568,0,8.6688880773411,0,1435.53272751218,0,42.5290615253757,0,260,0,6,0,3,0,0,3,0,0,0,0,0
