cod_ibge,fire_incidence_mean,fire_incidence_max,fire_frp_mean,fire_frp_max,fire_total_foci,fire_frp_total,fire_years_with_fire,fire_recurrence,fire_cv,fire_dry_season_pct,fire_max_consecutive_years,fire_recurrence_norm,fire_risk_index
350570,2.3333333333333335,4.0,13.15,31.9,7.0,112.1,3.0,0.3,0.6546536707079771,0.7142857142857143,2.0,0.3,12.985788602088395
350580,3.142857142857143,10.0,29.807142857142857,239.2,22.0,1268.6,7.0,0.7,0.9965505243882029,0.8636363636363636,4.0,0.7,28.374160401302156
350590,15.5,41.0,60.66095868566314,893.4,155.0,14252.300000000001,10.0,1.0,0.914547577417846,0.9290322580645162,10.0,1.0,52.05091879422938
350600,10.1,35.0,30.034454545454548,272.5,101.0,2783.1000000000004,10.0,1.0,1.01771176523122,0.7623762376237624,10.0,1.0,42.7945550882177
350610,17.6,31.0,71.36434015415782,1765.6,176.0,15215.3,10.0,1.0,0.3974566178658992,0.7897727272727273,10.0,1.0,55.450486245549534
350620,9.714285714285714,32.0,70.68001275510204,536.5,68.0,7197.8,7.0,0.7,1.2176020641492566,0.9852941176470589,3.0,0.7,40.235879795948506
350630,1.8,3.0,14.540000000000001,36.9,9.0,135.1,5.0,0.5,0.6085806194501845,0.8888888888888888,2.0,0.5,18.8036380841768
350635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
350640,3.625,6.0,58.506458333333335,331.2,29.0,2065.7,8.0,0.8,0.5303751264510255,0.8275862068965517,3.0,0.8,36.5060437858297
350650,12.0,36.0,52.6687950937951,1611.5,120.0,8622.7,10.0,1.0,0.8021960598996474,0.7833333333333333,10.0,1.0,48.01774688891698
350660,5.6,13.0,18.444175824175822,122.2,56.0,1165.8,10.0,1.0,0.5783313238805295,0.8928571428571429,10.0,1.0,37.39105790838732
350670,11.1,27.0,28.743144011544008,286.2,111.0,4411.5,10.0,1.0,0.9152510755952299,0.4864864864864865,10.0,1.0,43.35412744075487
350680,11.5,21.0,54.93993107769423,564.6,115.0,6809.200000000001,10.0,1.0,0.5317082993578012,0.8434782608695652,10.0,1.0,48.007494054932714
350690,4.666666666666667,10.0,27.603800705467375,160.3,42.0,1225.3000000000002,9.0,0.9,0.6943650748294136,0.9523809523809523,9.0,0.9,35.187770332864275
350700,3.9,9.0,19.643555555555555,77.2,39.0,762.4,10.0,1.0,0.6885515918332593,0.8461538461538461,10.0,1.0,36.274655735556784
350710,4.111111111111111,11.0,18.56801346801347,92.3,37.0,683.6,9.0,0.9,0.7137898727699599,0.972972972972973,5.0,0.9,33.25964738990419
350715,1.5,2.0,15.975,27.4,3.0,55.9,2.0,0.2,0.47140452079103173,0.6666666666666666,1.0,0.2,9.809478050289137
350720,1.0,1.0,9.5,9.5,1.0,9.5,1.0,0.1,,0.0,1.0,0.1,5.348961771626374
350730,2.4285714285714284,6.0,26.607142857142858,73.5,17.0,464.5,7.0,0.7,0.7463869141440894,1.0,3.0,0.7,27.29090516985262
350740,7.9,31.0,33.47506182795699,510.5,79.0,3231.2999999999997,10.0,1.0,1.104244480383007,0.5569620253164557,10.0,1.0,41.66294073629059
350745,3.142857142857143,7.0,53.34857142857142,274.8,22.0,1801.9,7.0,0.7,0.7886068896771579,0.7272727272727273,3.0,0.7,32.277744035892766
350750,17.4,42.0,42.48952801710935,540.9,174.0,8391.8,10.0,1.0,0.6664904862548517,0.7126436781609196,10.0,1.0,50.507794768520384
350760,11.2,30.0,22.13598717948718,140.1,112.0,2686.4,10.0,1.0,0.7961518132558432,0.9285714285714286,10.0,1.0,42.335913865289555
350770,2.8333333333333335,8.0,52.23541666666667,213.6,17.0,673.5,6.0,0.6,1.056860926187092,0.8823529411764706,3.0,0.6,28.853686528425566
350775,4.0,7.0,66.14513605442177,256.5,28.0,1765.9,7.0,0.7,0.5204164998665332,0.8928571428571429,4.0,0.7,35.06280653469754
350780,4.333333333333333,13.0,35.02307692307692,242.2,39.0,2312.3,9.0,0.9,0.9302605094190635,0.8974358974358975,9.0,0.9,36.16011892005382
350790,10.1,20.0,34.95898367808662,602.9,101.0,3876.8999999999996,10.0,1.0,0.5531376765311028,0.7128712871287128,10.0,1.0,43.61112878389978
350800,7.4,18.0,16.6731746031746,83.2,74.0,1393.6,10.0,1.0,0.6837357103066765,0.5945945945945946,10.0,1.0,38.49004460588644
350810,5.714285714285714,18.0,52.79730158730159,1052.3,40.0,3422.5,7.0,0.7,0.9884752568139141,0.825,6.0,0.7,34.17583364520335
350820,4.285714285714286,9.0,79.9845351473923,532.1,30.0,2946.6000000000004,7.0,0.7,0.6831300510639733,0.8666666666666667,3.0,0.7,37.57867828148746
350830,5.444444444444445,11.0,30.286397306397305,215.1,49.0,1806.2,9.0,0.9,0.6755533619606299,0.6938775510204082,6.0,0.9,36.23435441797391
350840,5.9,17.0,20.30822850678733,133.4,59.0,1572.7,10.0,1.0,0.9229985537568085,0.847457627118644,10.0,1.0,37.932259003203804
350850,7.6,18.0,20.591709595959593,280.7,76.0,1892.3999999999999,10.0,1.0,0.6422107093937939,0.881578947368421,10.0,1.0,39.29454562667077
350860,8.3,18.0,27.904706115779646,219.1,83.0,2754.7000000000003,10.0,1.0,0.6452004404283198,0.927710843373494,10.0,1.0,41.04875537115974
350870,3.0,8.0,22.735185185185188,102.6,27.0,550.6999999999999,9.0,0.9,0.7817359599705714,0.9629629629629629,7.0,0.9,33.09097744806138
350880,11.6,25.0,56.56205508935509,2540.2,116.0,8910.6,10.0,1.0,0.6504670720423408,0.5775862068965517,10.0,1.0,48.353840235410736
350890,1.5,2.0,105.275,201.9,3.0,396.7,2.0,0.2,0.47140452079103173,1.0,1.0,0.2,24.616991430849787
350900,3.3333333333333335,6.0,17.312037037037037,57.0,30.0,568.6,9.0,0.9,0.5809475019311126,0.9333333333333333,6.0,0.9,32.449622064655294
350910,2.2857142857142856,7.0,22.369387755102043,149.7,16.0,524.8,7.0,0.7,0.9689179961861237,0.5625,3.0,0.7,26.477682938641667
350920,14.5,26.0,17.023244505494507,237.0,145.0,2769.2,10.0,1.0,0.46915704901054134,0.9517241379310345,10.0,1.0,44.04132253766906
350925,5.333333333333333,14.0,11.384338624338625,44.6,48.0,613.0,9.0,0.9,0.7441175562369162,0.6458333333333334,5.0,0.9,33.01409400888663
350930,4.777777777777778,7.0,39.629259259259264,239.3,43.0,1750.4,9.0,0.9,0.42865833932945957,0.7906976744186046,5.0,0.9,37.267769281569976
350940,10.2,27.0,64.42658994708994,1036.1,102.0,8388.8,10.0,1.0,0.757719045552389,0.9215686274509803,10.0,1.0,48.574746533400905
350945,1.75,3.0,13.162500000000001,21.6,7.0,91.5,4.0,0.4,0.5471012044321932,0.8571428571428571,2.0,0.4,15.536539594408962
350950,27.1,72.0,21.735216653272875,124.3,271.0,6582.8,10.0,1.0,0.6706556765850512,0.9114391143911439,10.0,1.0,54.57119986322911
350960,8.2,20.0,15.553209235209234,75.1,82.0,1354.7,10.0,1.0,0.7961670355996809,0.926829268292683,10.0,1.0,38.92329012773208
350970,3.2857142857142856,6.0,30.08809523809524,243.2,23.0,823.9,7.0,0.7,0.6014056209056936,1.0,4.0,0.7,28.531275026278447
350980,3.3333333333333335,6.0,28.276666666666667,233.5,20.0,795.3000000000001,6.0,0.6,0.7745966692414833,0.95,3.0,0.6,25.267750843531356
350990,1.25,2.0,9.5625,18.3,5.0,47.5,4.0,0.4,0.4,0.6,3.0,0.4,14.552748970495493
350995,1.6,4.0,21.125000000000004,67.9,8.0,141.7,5.0,0.5,0.8385254915624211,0.875,4.0,0.5,19.74080822743335
351000,4.25,17.0,32.74276960784314,679.9,34.0,2543.0,8.0,0.8,1.2686571070094532,0.7647058823529411,3.0,0.8,32.71752925779524
351010,2.25,5.0,60.300000000000004,158.6,9.0,432.3,4.0,0.4,0.841319754933374,0.6666666666666666,2.0,0.4,23.739614807417162
351015,1.25,2.0,18.35,87.2,5.0,126.80000000000001,4.0,0.4,0.4,1.0,2.0,0.4,16.009871297837897
351020,5.333333333333333,10.0,20.12953703703704,191.4,48.0,891.8000000000001,9.0,0.9,0.6002928972593295,0.6458333333333334,5.0,0.9,34.464201987740935
351030,4.0,8.0,13.594246031746032,141.4,36.0,607.8,9.0,0.9,0.5994789404140899,0.8055555555555556,7.0,0.9,32.34894307253471
