tercil_clima,Baja,Media,Alta
Bajo,15.75288264414576,11.785553895560716,4.655475285208825
Medio,10.143123565087338,6.814170087752488,3.942253445074679
Alto,4.308175092995825,6.479987209819114,3.2546644430496663
